Round Number,Date,Location,Home Team,Away Team,Result
33,20/04/2019 15:00,Stadio Olimpico,Lazio,Chievoverona,1 - 2
33,20/04/2019 15:00,Stadio Friuli,Udinese,Sassuolo,1 - 1
33,20/04/2019 18:00,Allianz Stadium,Juventus,Fiorentina,2 - 1
33,20/04/2019 20:30,Stadio Giuseppe Meazza,Inter,Roma,1 - 1
33,22/04/2019 19:00,Stadio San Paolo,Napoli,Atalanta,1 - 2
34,27/04/2019 15:00,Stadio Renato Dall'Ara,Bologna,Empoli,3 - 1
34,27/04/2019 18:00,Stadio Olimpico,Roma,Cagliari,3 - 0
34,27/04/2019 20:30,Stadio Giuseppe Meazza,Inter,Juventus,1 - 1
34,28/04/2019 12:30,Stadio Benito Stirpe,Frosinone,Napoli,0 - 2
34,28/04/2019 15:00,Stadio Marc'Antonio Bentegodi,Chievoverona,Parma,1 - 1
34,28/04/2019 15:00,Stadio Paolo Mazza,Spal,Genoa,1 - 1
34,28/04/2019 18:00,Stadio Luigi Ferraris,Sampdoria,Lazio,1 - 2
34,28/04/2019 20:30,Stadio Olimpico Grande Torino,Torino,Milan,2 - 0
34,29/04/2019 19:00,Stadio Atleti Azzurri d'Italia,Atalanta,Udinese,2 - 0
34,29/04/2019 21:00,Stadio Artemio Franchi,Fiorentina,Sassuolo,0 - 1
35,03/05/2019 20:30,Allianz Stadium,Juventus,Torino,1 - 1
35,04/05/2019 18:00,Stadio Marc'Antonio Bentegodi,Chievoverona,Spal,0 - 4
35,04/05/2019 20:30,Stadio Friuli,Udinese,Inter,0 - 0
35,05/05/2019 12:30,Stadio Carlo Castellani,Empoli,Fiorentina,1 - 0
35,05/05/2019 15:00,Stadio Olimpico,Lazio,Atalanta,1 - 3
35,05/05/2019 15:00,Stadio Ennio Tardini,Parma,Sampdoria,3 - 3
35,05/05/2019 15:00,Mapei Stadium – Città del Tricolore,Sassuolo,Frosinone,2 - 2
35,05/05/2019 18:00,Stadio Luigi Ferraris,Genoa,Roma,1 - 1
35,05/05/2019 20:30,Stadio San Paolo,Napoli,Cagliari,2 - 1
35,06/05/2019 20:30,Stadio Giuseppe Meazza,Milan,Bologna,2 - 1
36,11/05/2019 15:00,Mapei Stadium – Città del Tricolore,Atalanta,Genoa,2 - 1
36,11/05/2019 18:00,Sardegna Arena,Cagliari,Lazio,1 - 2
36,11/05/2019 20:30,Stadio Artemio Franchi,Fiorentina,Milan,0 - 1
36,12/05/2019 12:30,Stadio Olimpico Grande Torino,Torino,Sassuolo,3 - 2
36,12/05/2019 15:00,Stadio Benito Stirpe,Frosinone,Udinese,1 - 3
36,12/05/2019 15:00,Stadio Luigi Ferraris,Sampdoria,Empoli,1 - 2
36,12/05/2019 18:00,Stadio Paolo Mazza,Spal,Napoli,1 - 2
36,12/05/2019 20:30,Stadio Olimpico,Roma,Juventus,2 - 0
36,13/05/2019 19:00,Stadio Renato Dall'Ara,Bologna,Parma,4 - 1
36,13/05/2019 21:00,Stadio Giuseppe Meazza,Inter,Chievoverona,2 - 0
37,18/05/2019 15:00,Stadio Friuli,Udinese,Spal,3 - 2
37,18/05/2019 18:00,Stadio Luigi Ferraris,Genoa,Cagliari,1 - 1
37,18/05/2019 20:30,Mapei Stadium – Città del Tricolore,Sassuolo,Roma,0 - 0
37,19/05/2019 12:30,Stadio Marc'Antonio Bentegodi,Chievoverona,Sampdoria,0 - 0
37,19/05/2019 15:00,Stadio Carlo Castellani,Empoli,Torino,4 - 1
37,19/05/2019 15:00,Stadio Ennio Tardini,Parma,Fiorentina,1 - 0
37,19/05/2019 18:00,Stadio Giuseppe Meazza,Milan,Frosinone,2 - 0
37,19/05/2019 20:30,Allianz Stadium,Juventus,Atalanta,1 - 1
37,19/05/2019 20:30,Stadio San Paolo,Napoli,Inter,4 - 1
37,20/05/2019 20:30,Stadio Olimpico,Lazio,Bologna,3 - 3
38,25/05/2019 18:00,Stadio Benito Stirpe,Frosinone,Chievoverona,0 - 0
38,25/05/2019 20:30,Stadio Renato Dall'Ara,Bologna,Napoli,3 - 2
38,26/05/2019 15:00,Stadio Olimpico Grande Torino,Torino,Lazio,3 - 1
38,26/05/2019 18:00,Stadio Luigi Ferraris,Sampdoria,Juventus,2 - 0
38,26/05/2019 20:30,Mapei Stadium – Città del Tricolore,Atalanta,Sassuolo,3 - 1
38,26/05/2019 20:30,Sardegna Arena,Cagliari,Udinese,1 - 2
38,26/05/2019 20:30,Stadio Artemio Franchi,Fiorentina,Genoa,0 - 0
38,26/05/2019 20:30,Stadio Giuseppe Meazza,Inter,Empoli,2 - 1
38,26/05/2019 20:30,Stadio Olimpico,Roma,Parma,2 - 1
38,26/05/2019 20:30,Stadio Paolo Mazza,Spal,Milan,2 - 3
