rk,team,league,str,ofs,dfs,sos
155,Getafe,Spanish Primera División,1.589,1.255,0.789,1.401
156,Caen,French Ligue 1,1.588,1.477,0.930,1.224
157,Almeria,Spanish Primera División,1.587,1.319,0.831,1.397
158,Atletico Paranaense,Futebol Brasileiro,1.583,1.360,0.859,1.224
159,Ajax Amsterdam,Dutch Eredivisie,1.576,1.343,0.852,1.071
160,Defensor Sporting,Primera División de Uruguay,1.575,1.376,0.873,1.149
161,Fenerbahce,Turkish Super Lig,1.574,1.248,0.793,1.007
162,Sanfrecce Hiroshima,Japanese J League,1.570,1.268,0.808,1.150
163,São Paulo,Futebol Brasileiro,1.569,1.444,0.920,1.227
164,Sunderland,English Premier League,1.567,1.160,0.740,1.317
165,Werder Bremen,German Bundesliga,1.558,1.535,0.985,1.312
166,Empoli,Italian Serie A,1.553,1.285,0.827,1.249
167,Quilmes,Primera División de Argentina,1.552,1.262,0.813,1.360
168,Universidad de Chile,Primera División de Chile,1.550,1.519,0.980,1.093
169,Kashiwa Reysol,Japanese J League,1.548,1.324,0.855,1.150
170,Lille,French Ligue 1,1.545,1.127,0.730,1.260
171,Rionegro FC,Fútbol Profesional Colombiano,1.544,1.372,0.889,1.274
172,LDU Quito,Primera A de Ecuador,1.543,1.258,0.815,1.143
173,Sporting Gijón,Spanish Segunda Division,1.536,1.155,0.752,1.037
174,Derby County,English League Championship,1.531,1.403,0.917,1.030
175,Palermo,Italian Serie A,1.530,1.361,0.889,1.232
176,Sampaio Correa-MA,Brasileirao B,1.530,1.345,0.879,1.153
177,Bastia,French Ligue 1,1.529,1.198,0.784,1.244
178,Elche,Spanish Primera División,1.525,1.237,0.811,1.440
179,Lorient,French Ligue 1,1.521,1.239,0.814,1.238
180,Juventud,Primera División de Uruguay,1.512,1.339,0.885,1.150
181,Sassuolo,Italian Serie A,1.509,1.332,0.883,1.218
182,Bolívar,Liga Profesional Boliviana,1.508,1.415,0.939,0.997
183,Aston Villa,English Premier League,1.507,1.180,0.783,1.332
184,DC United,Major League Soccer,1.500,1.272,0.848,1.097
185,Las Palmas,Spanish Segunda Division,1.497,1.374,0.918,1.055
186,Hertha Berlin,German Bundesliga,1.495,1.264,0.846,1.313
187,Guimaraes,Portuguese Liga,1.491,1.254,0.841,1.092
188,Udinese,Italian Serie A,1.488,1.325,0.890,1.228
189,Avaí,Brasileirao B,1.488,1.201,0.807,1.154
190,Troyes,French Ligue 2,1.487,1.260,0.847,0.997
191,Nantes,French Ligue 1,1.481,1.092,0.738,1.242
192,Ceará,Brasileirao B,1.481,1.402,0.947,1.161
193,Real Salt Lake,Major League Soccer,1.476,1.290,0.874,1.123
194,Levante,Spanish Primera División,1.469,1.246,0.848,1.395
195,Sagan Tosu,Japanese J League,1.466,1.148,0.783,1.152
196,FC Basel,Swiss Super League,1.458,1.463,1.003,1.016
197,Hannover 96,German Bundesliga,1.456,1.307,0.897,1.300
198,Goianiense,Brasileirao B,1.455,1.325,0.911,1.149
199,Guadalajara,Mexican Liga MX,1.452,1.074,0.740,1.289
200,Puebla,Mexican Liga MX,1.447,1.125,0.777,1.262
201,Olimpia,Primera División de Paraguay,1.444,1.161,0.804,1.123
202,Stade Rennes,French Ligue 1,1.444,1.109,0.768,1.246
203,Portland Timbers,Major League Soccer,1.442,1.458,1.011,1.114
204,Girona,Spanish Segunda Division,1.437,1.170,0.814,1.038
205,Wanderers,Primera División de Uruguay,1.433,1.250,0.872,1.179
206,FC Dallas,Major League Soccer,1.433,1.295,0.903,1.123
207,VfB Stuttgart,German Bundesliga,1.433,1.342,0.936,1.303
208,Boa MG,Brasileirao B,1.431,1.280,0.894,1.151
209,Burnley,English Premier League,1.429,1.107,0.774,1.347
210,Sydney FC,Australian A-League,1.420,1.414,0.996,1.044
211,New England Revolution,Major League Soccer,1.417,1.350,0.953,1.105
212,Paraná Clube,Brasileirao B,1.417,1.181,0.833,1.157
213,Deportes Tolima,Fútbol Profesional Colombiano,1.412,1.310,0.928,1.278
214,Danubio F.C.,Primera División de Uruguay,1.406,1.212,0.863,1.171
215,Granada,Spanish Primera División,1.400,1.159,0.828,1.413
216,Vissel Kobe,Japanese J League,1.396,1.346,0.964,1.153
217,Palestino,Primera División de Chile,1.395,1.374,0.985,1.100
218,Veracruz,Mexican Liga MX,1.394,1.044,0.749,1.275
219,Morelia,Mexican Liga MX,1.392,1.262,0.907,1.263
220,Bristol City,English League One,1.389,1.287,0.926,0.872
221,Columbus Crew SC,Major League Soccer,1.379,1.308,0.948,1.111
222,Sud América,Primera División de Uruguay,1.374,1.162,0.846,1.154
223,New York Red Bulls,Major League Soccer,1.369,1.317,0.962,1.116
224,Caracas F.C.,Primera División de Venezuela,1.361,1.243,0.913,0.982
225,Vitesse Arnhem,Dutch Eredivisie,1.358,1.397,1.029,1.018
226,Guingamp,French Ligue 1,1.351,1.170,0.866,1.209
227,Queens Park Rangers,English Premier League,1.350,1.298,0.961,1.328
228,Sporting Kansas City,Major League Soccer,1.349,1.226,0.909,1.117
229,Club Brugge,Belgian Jupiler League,1.348,1.290,0.957,0.984
230,Ipswich Town,English League Championship,1.345,1.222,0.909,1.059
231,U. Católica,Primera A de Ecuador,1.343,1.182,0.880,1.147
232,Nagoya Grampus,Japanese J League,1.341,1.292,0.963,1.155
233,Deportivo Táchira,Primera División de Venezuela,1.337,1.250,0.935,1.056
234,FK Rubin Kazan,Russian Premier League,1.337,1.168,0.873,1.172
235,Nice,French Ligue 1,1.336,1.245,0.932,1.224
236,Liga de Loja,Primera A de Ecuador,1.330,1.158,0.871,1.152
237,Terek Grozny,Russian Premier League,1.330,1.083,0.814,1.172
238,Chievo Verona,Italian Serie A,1.325,0.964,0.727,1.236
239,Hellas Verona,Italian Serie A,1.324,1.321,0.998,1.246
240,Spartak Moscow,Russian Premier League,1.322,1.234,0.934,1.173
241,Vancouver Whitecaps,Major League Soccer,1.318,1.141,0.866,1.120
242,Nacional,Primera División de Paraguay,1.306,0.978,0.749,1.128
243,Besiktas,Turkish Super Lig,1.306,1.102,0.844,1.091
244,Fénix,Primera División de Uruguay,1.304,1.199,0.919,1.155
245,ABC,Brasileirao B,1.303,1.043,0.801,1.162
246,Racing (U),Primera División de Uruguay,1.303,1.403,1.077,1.155
247,Hamburg SV,German Bundesliga,1.300,1.083,0.833,1.316
248,Atalanta,Italian Serie A,1.299,1.153,0.888,1.240
249,Stade de Reims,French Ligue 1,1.298,1.303,1.004,1.229
250,Cagliari,Italian Serie A,1.298,1.337,1.030,1.215
251,Adelaide United,Australian A-League,1.296,1.268,0.978,1.035
252,Bragantino,Brasileirao B,1.294,1.252,0.968,1.168
253,Albirex Niigata,Japanese J League,1.289,1.051,0.815,1.156
254,Brest,French Ligue 2,1.286,0.931,0.724,1.007
255,Maritimo,Portuguese Liga,1.286,1.224,0.952,1.096
256,Olmedo,Primera A de Ecuador,1.285,1.035,0.806,1.154
257,The Strongest,Liga Profesional Boliviana,1.284,1.295,1.009,1.051
258,Ventforet Kofu,Japanese J League,1.283,0.987,0.769,1.156
259,Milton Keynes Dons,English League One,1.278,1.322,1.034,0.895
260,Club Deportivo Cuenca,Primera A de Ecuador,1.275,1.106,0.868,1.155
261,Blackburn Rovers,English League Championship,1.274,1.179,0.925,1.060
262,Deportivo Anzoategui,Primera División de Venezuela,1.274,1.209,0.949,1.000
263,Luverdense,Brasileirao B,1.274,1.107,0.870,1.154
264,América RN,Brasileirao B,1.264,1.182,0.935,1.157
265,Preston North End,English League One,1.264,1.154,0.913,0.910
266,Sportivo Luqueño,Primera División de Paraguay,1.263,1.036,0.820,1.129
267,Wolverhampton Wanderers,English League Championship,1.262,1.202,0.953,1.029
268,Brentford,English League Championship,1.258,1.325,1.054,1.051
269,Náutico,Brasileirao B,1.251,1.105,0.883,1.152
270,Huachipato,Primera División de Chile,1.250,1.330,1.064,1.081
271,Rubio Ñú,Primera División de Paraguay,1.250,1.247,0.998,1.130
272,Feyenoord Rotterdam,Dutch Eredivisie,1.248,1.186,0.950,1.041
273,Toulouse,French Ligue 1,1.247,1.230,0.986,1.245
274,Perth Glory,Australian A-League,1.246,1.234,0.990,1.033
275,Manta F.C.,Primera A de Ecuador,1.245,1.145,0.919,1.156
276,Philadelphia Union,Major League Soccer,1.245,1.249,1.003,1.115
277,Evian Thonon Gaillard,French Ligue 1,1.240,1.184,0.955,1.248
278,Oeste,Brasileirao B,1.237,1.137,0.919,1.158
279,Santiago Wanderers,Primera División de Chile,1.236,1.265,1.023,1.073
280,El Tanque Sisley,Primera División de Uruguay,1.235,1.148,0.930,1.157
281,El Nacional,Primera A de Ecuador,1.232,1.165,0.945,1.157
282,FK Amkar Perm,Russian Premier League,1.230,1.107,0.900,1.176
283,Atenas,Primera División de Uruguay,1.228,1.369,1.115,1.157
284,Unión La Calera,Primera División de Chile,1.226,1.261,1.029,1.071
285,Kuban Krasnodar,Russian Premier League,1.226,1.086,0.885,1.176
286,Audax Italiano,Primera División de Chile,1.222,1.179,0.965,1.084
287,Cordoba,Spanish Primera División,1.221,1.040,0.852,1.410
288,Istanbul Buyuksehir BSK,Turkish Super Lig,1.220,1.106,0.906,1.016
289,Icasa,Brasileirao B,1.217,1.017,0.835,1.155
290,Tacuarembó FC,Primera División de Uruguay,1.213,1.238,1.021,1.158
291,Belenenses,Portuguese Liga,1.210,1.026,0.848,1.098
292,Sol de América,Primera División de Paraguay,1.209,1.203,0.995,1.132
293,SC Paderborn 07,German Bundesliga,1.206,1.181,0.979,1.321
294,CD Nacional de Madeira,Portuguese Liga,1.201,1.142,0.950,1.098
295,PEC Zwolle,Dutch Eredivisie,1.200,1.213,1.010,0.998
296,Wellington Phoenix FC,Australian A-League,1.197,1.185,0.990,1.040
297,Karlsruher SC,German 2. Bundesliga,1.194,1.034,0.866,0.950
298,Rio Ave,Portuguese Liga,1.192,1.062,0.891,1.070
299,Omiya Ardija,Japanese J League,1.187,1.261,1.063,1.158
300,AS Nancy Lorraine,French Ligue 2,1.184,1.113,0.940,1.020
301,Cerezo Osaka,Japanese J League,1.183,1.120,0.947,1.158
302,Ponferradina,Spanish Segunda Division,1.181,1.131,0.957,1.035
303,Universidad Católica,Primera División de Chile,1.167,1.328,1.138,1.079
304,Cobresal,Primera División de Chile,1.166,1.205,1.034,1.071
305,AJ Auxerre,French Ligue 2,1.164,1.069,0.918,1.030
306,Angers,French Ligue 2,1.164,0.980,0.842,0.999
307,SV Darmstadt 98,German 2. Bundesliga,1.158,0.980,0.847,0.956
308,Galatasaray,Turkish Super Lig,1.158,1.187,1.025,1.076
309,FC Salzburg,Austrian Bundesliga,1.154,1.410,1.222,0.930
310,Deportivo Quito,Primera A de Ecuador,1.151,1.024,0.889,1.161
311,Trujillanos,Primera División de Venezuela,1.150,1.013,0.881,1.004
312,Shimizu S-Pulse,Japanese J League,1.148,1.264,1.101,1.159
313,Arica,Primera División de Chile,1.147,1.064,0.927,1.059
314,Bursaspor,Turkish Super Lig,1.145,1.127,0.984,1.019
315,Panathinaikos,Greek Super League,1.144,1.098,0.960,1.020
316,GFC Ajaccio,French Ligue 2,1.141,1.045,0.916,1.008
317,FC Ingolstadt 04,German 2. Bundesliga,1.138,1.109,0.974,0.942
318,Oriente Petrolero,Liga Profesional Boliviana,1.136,1.139,1.003,1.012
319,Nottingham Forest,English League Championship,1.134,1.199,1.057,1.040
320,Lens,French Ligue 1,1.134,1.070,0.943,1.252
321,Toronto FC,Major League Soccer,1.134,1.188,1.047,1.119
322,Trabzonspor,Turkish Super Lig,1.130,1.174,1.039,1.037
323,Universidad de Concepción,Primera División de Chile,1.126,1.115,0.990,1.088
324,Twente Enschede,Dutch Eredivisie,1.121,1.211,1.080,0.998
325,Vegalta Sendai,Japanese J League,1.119,1.087,0.971,1.160
326,Young Boys,Swiss Super League,1.118,1.219,1.091,0.989
327,Paços de Ferreira,Portuguese Liga,1.117,1.060,0.949,1.100
328,Unión Española,Primera División de Chile,1.116,1.139,1.021,1.076
329,Metz,French Ligue 1,1.116,1.073,0.962,1.239
330,Le Havre AC,French Ligue 2,1.114,1.031,0.926,1.012
331,Real Zaragoza,Spanish Segunda Division,1.113,1.181,1.061,1.051
332,Stade Laval,French Ligue 2,1.105,0.969,0.877,1.014
333,Rentistas,Primera División de Uruguay,1.102,1.109,1.006,1.167
334,Dijon FCO,French Ligue 2,1.101,0.995,0.903,1.010
335,FC Groningen,Dutch Eredivisie,1.085,1.143,1.053,1.002
336,AZ Alkmaar,Dutch Eredivisie,1.085,1.284,1.183,1.007
337,Alianza Lima,Primera Profesional de Perú,1.084,1.064,0.981,0.941
338,O'Higgins,Primera División de Chile,1.083,1.134,1.047,1.077
339,Brisbane Roar,Australian A-League,1.083,1.195,1.104,1.042
340,Rampla Juniors,Primera División de Uruguay,1.081,1.171,1.083,1.162
341,Cardiff City,English League Championship,1.081,1.110,1.027,1.036
342,Kaiserslautern,German 2. Bundesliga,1.078,1.019,0.946,0.956
343,Anderlecht,Belgian Jupiler League,1.073,1.145,1.068,1.079
344,KAA Gent,Belgian Jupiler League,1.073,1.117,1.041,0.992
345,Heerenveen,Dutch Eredivisie,1.072,1.161,1.083,1.011
346,San Jose Earthquakes,Major League Soccer,1.072,1.042,0.972,1.127
347,Brighton & Hove Albion,English League Championship,1.068,0.976,0.914,1.051
348,Charlton Athletic,English League Championship,1.068,1.028,0.962,1.048
349,Moreirense,Portuguese Liga,1.066,0.982,0.921,1.102
350,General Díaz,Primera División de Paraguay,1.063,1.086,1.022,1.143
351,Alavés,Spanish Segunda Division,1.062,1.022,0.962,1.052
352,Cesena,Italian Serie A,1.059,1.136,1.073,1.254
353,Numancia,Spanish Segunda Division,1.058,1.095,1.035,1.044
354,Chicago Fire,Major League Soccer,1.049,1.098,1.047,1.124
355,Lugo,Spanish Segunda Division,1.049,1.021,0.973,1.044
356,Birmingham City,English League Championship,1.049,1.078,1.028,1.039
357,Tenerife,Spanish Segunda Division,1.049,0.958,0.914,1.044
358,Colorado Rapids,Major League Soccer,1.044,1.170,1.121,1.128
359,Venados FC,Ascenso MX,1.044,1.000,0.957,1.178
360,Wilstermann,Liga Profesional Boliviana,1.043,0.961,0.921,1.035
361,Montreal Impact,Major League Soccer,1.041,1.108,1.064,1.137
362,Atlante,Ascenso MX,1.037,1.121,1.080,1.218
363,Melbourne City FC,Australian A-League,1.036,1.092,1.054,1.049
364,Ñublense,Primera División de Chile,1.032,1.048,1.016,1.077
365,Atromitos,Greek Super League,1.031,0.988,0.958,0.976
366,Albacete,Spanish Segunda Division,1.026,1.105,1.078,1.045
367,Lobos BUAP,Ascenso MX,1.024,0.930,0.908,1.178
368,Sheffield Wednesday,English League Championship,1.024,0.917,0.895,1.070
369,Cerro,Primera División de Uruguay,1.020,1.103,1.082,1.164
370,Blooming,Liga Profesional Boliviana,1.019,1.093,1.073,1.018
371,Sochaux,French Ligue 2,1.018,0.929,0.912,1.009
372,Niort,French Ligue 2,1.015,0.996,0.981,1.003
373,Lucerne,Swiss Super League,1.015,1.091,1.075,0.957
374,Parma,Italian Serie A,1.013,1.070,1.056,1.262
375,Eskisehirspor K,Turkish Super Lig,1.012,1.058,1.046,1.023
376,Estoril,Portuguese Liga,1.010,1.083,1.073,1.119
377,Mirandes,Spanish Segunda Division,1.009,0.940,0.932,1.041
378,FC Zürich,Swiss Super League,1.005,1.130,1.124,1.001
379,Aragua,Primera División de Venezuela,1.004,1.121,1.117,0.998
380,Necaxa,Ascenso MX,1.004,0.967,0.964,1.138
381,Houston Dynamo,Major League Soccer,1.002,1.083,1.080,1.117
382,Sporting Cristal,Primera Profesional de Perú,0.998,0.951,0.952,1.137
383,FC Utrecht,Dutch Eredivisie,0.996,1.243,1.248,1.016
384,Asteras Tripoli,Greek Super League,0.996,0.976,0.980,1.067
385,Bolton Wanderers,English League Championship,0.994,1.041,1.047,1.050
386,Portuguesa de Desportos,Brasileirao B,0.992,0.945,0.953,1.164
387,Reading,English League Championship,0.990,0.981,0.992,1.043
388,Carabobo,Primera División de Venezuela,0.985,0.993,1.008,0.999
389,Mersin Idmanyurdu,Turkish Super Lig,0.984,1.096,1.113,1.024
390,Antofagasta,Primera División de Chile,0.983,1.029,1.047,1.071
391,AC Ajaccio,French Ligue 2,0.981,0.882,0.900,1.033
392,Leeds United,English League Championship,0.976,0.982,1.006,1.045
393,Clermont Foot,French Ligue 2,0.973,1.038,1.067,1.009
394,FK Torpedo Moscow,Russian Premier League,0.972,0.973,1.001,1.187
395,Willem II Tilburg,Dutch Eredivisie,0.971,1.059,1.090,1.009
396,Estudiantes de Mérida,Primera División de Venezuela,0.969,1.027,1.060,0.998
397,AD Alcorcon,Spanish Segunda Division,0.968,0.944,0.975,1.042
398,Standard Liege,Belgian Jupiler League,0.967,0.994,1.027,1.078
399,Deportes Iquique,Primera División de Chile,0.966,1.162,1.203,1.059
400,Racing Santander,Spanish Segunda Division,0.963,0.931,0.967,1.043
401,Cambuur Leeuwarden,Dutch Eredivisie,0.962,1.112,1.156,0.998
402,Aberdeen,Scottish Premiership,0.960,0.969,1.009,0.873
403,San José,Liga Profesional Boliviana,0.957,1.115,1.165,1.066
404,Sheffield United,English League One,0.956,1.004,1.051,0.917
