BEGIN
CREATE TABLE
INSERT 0 719
 rk  |             team             |               league               |  str  |  ofs  |  dfs  |  sos  
 593 | Kalmar FF                    | Swedish Allsvenskanliga            | 0.516 | 0.708 | 1.371 | 0.806
 594 | Brescia                      | Italian Serie B                    | 0.512 | 0.805 | 1.571 | 0.794
 595 | Orebro SK                    | Swedish Allsvenskanliga            | 0.509 | 0.785 | 1.544 | 0.808
 596 | Hibernian                    | Scottish Championship              | 0.505 | 0.721 | 1.427 | 0.637
 597 | Gefle IF                     | Swedish Allsvenskanliga            | 0.501 | 0.766 | 1.531 | 0.817
 598 | Crewe Alexandra              | English League One                 | 0.496 | 0.778 | 1.569 | 0.886
 599 | Lanciano                     | Italian Serie B                    | 0.495 | 0.697 | 1.407 | 0.792
 600 | Dundee United                | Scottish Premiership               | 0.494 | 0.781 | 1.580 | 0.823
 601 | Modena                       | Italian Serie B                    | 0.493 | 0.656 | 1.330 | 0.804
 602 | Livorno                      | Italian Serie B                    | 0.493 | 0.734 | 1.488 | 0.801
 603 | Falkenbergs FF               | Swedish Allsvenskanliga            | 0.493 | 0.795 | 1.613 | 0.810
 604 | Hamilton Academical          | Scottish Premiership               | 0.491 | 0.757 | 1.542 | 0.813
 605 | GIF Sundsvall                | Swedish Allsvenskanliga            | 0.490 | 0.748 | 1.527 | 0.810
 606 | Yeovil Town                  | English League Two                 | 0.485 | 0.640 | 1.317 | 0.814
 607 | Stevenage                    | English League Two                 | 0.485 | 0.718 | 1.479 | 0.799
 608 | Ascoli                       | Italian Serie B                    | 0.485 | 0.721 | 1.488 | 0.794
 609 | Morecambe                    | English League Two                 | 0.484 | 0.849 | 1.755 | 0.798
 610 | Dover                        | English National League            | 0.476 | 0.718 | 1.508 | 0.663
 611 | Tranmere Rovers              | English National League            | 0.468 | 0.659 | 1.410 | 0.669
 612 | IK Start                     | Norwegian Tippeligaen              | 0.468 | 0.803 | 1.714 | 0.854
 613 | Almere City                  | Dutch Eeerste Divisie              | 0.465 | 0.888 | 1.911 | 0.734
 614 | Newport County               | English League Two                 | 0.461 | 0.647 | 1.403 | 0.802
 615 | Braintree Town               | English National League            | 0.461 | 0.603 | 1.308 | 0.684
 616 | FC Den Bosch                 | Dutch Eeerste Divisie              | 0.458 | 0.716 | 1.563 | 0.726
 617 | Macclesfield Town            | English National League            | 0.456 | 0.666 | 1.463 | 0.667
 618 | FC Emmen VV                  | Dutch Eeerste Divisie              | 0.453 | 0.773 | 1.706 | 0.726
 619 | Hartlepool United            | English League Two                 | 0.449 | 0.703 | 1.564 | 0.807
 620 | Notts County                 | English League Two                 | 0.448 | 0.798 | 1.780 | 0.801
 621 | Sandefjord                   | Norwegian Tippeligaen              | 0.447 | 0.792 | 1.771 | 0.855
 622 | Helmond Sport                | Dutch Eeerste Divisie              | 0.446 | 0.736 | 1.649 | 0.730
 623 | Wrexham                      | English National League            | 0.443 | 0.730 | 1.648 | 0.673
 624 | York City                    | English League Two                 | 0.437 | 0.747 | 1.711 | 0.824
 625 | MVV Maastricht               | Dutch Eeerste Divisie              | 0.433 | 0.771 | 1.779 | 0.738
 626 | Halmstad                     | Swedish Allsvenskanliga            | 0.430 | 0.606 | 1.410 | 0.816
 627 | SC Stormvogels Telstar       | Dutch Eeerste Divisie              | 0.426 | 0.742 | 1.741 | 0.737
 628 | Como                         | Italian Serie B                    | 0.425 | 0.654 | 1.538 | 0.796
 629 | Cork                         | League of Ireland Premier Division | 0.422 | 0.643 | 1.523 | 0.565
 630 | Falkirk                      | Scottish Championship              | 0.422 | 0.738 | 1.750 | 0.628
 631 | Dagenham & Redbridge         | English League Two                 | 0.420 | 0.678 | 1.614 | 0.813
 632 | Atvidabergs FF               | Swedish Allsvenskanliga            | 0.409 | 0.660 | 1.616 | 0.819
 633 | Woking                       | English National League            | 0.404 | 0.738 | 1.828 | 0.664
 634 | Dordrecht '90                | Dutch Eeerste Divisie              | 0.402 | 0.714 | 1.778 | 0.729
 635 | Shamrock Rovers              | League of Ireland Premier Division | 0.399 | 0.628 | 1.575 | 0.582
 636 | Lincoln City                 | English National League            | 0.389 | 0.719 | 1.847 | 0.678
 637 | Bromley                      | English National League            | 0.385 | 0.723 | 1.879 | 0.671
 638 | Crawley Town                 | English League Two                 | 0.382 | 0.641 | 1.680 | 0.812
 639 | Jong PSV                     | Dutch Eeerste Divisie              | 0.381 | 0.725 | 1.904 | 0.730
 640 | Chester FC                   | English National League            | 0.375 | 0.723 | 1.925 | 0.665
 641 | Barrow                       | English National League            | 0.368 | 0.692 | 1.883 | 0.666
 642 | Boreham Wood                 | English National League            | 0.363 | 0.545 | 1.500 | 0.672
 643 | Fortuna Sittard              | Dutch Eeerste Divisie              | 0.360 | 0.677 | 1.879 | 0.731
 644 | RKC Waalwijk                 | Dutch Eeerste Divisie              | 0.359 | 0.663 | 1.848 | 0.730
 645 | Raith Rovers                 | Scottish Championship              | 0.353 | 0.606 | 1.715 | 0.624
 646 | St Patricks                  | League of Ireland Premier Division | 0.352 | 0.608 | 1.728 | 0.569
 647 | Gateshead                    | English National League            | 0.349 | 0.667 | 1.910 | 0.667
 648 | Greenock Morton              | Scottish Championship              | 0.347 | 0.582 | 1.675 | 0.627
 649 | Southport                    | English National League            | 0.346 | 0.611 | 1.764 | 0.673
 650 | Dunfermline Athletic         | Scottish League One                | 0.339 | 0.670 | 1.975 | 0.494
 651 | Aldershot Town               | English National League            | 0.326 | 0.607 | 1.865 | 0.677
 652 | FC Oss                       | Dutch Eeerste Divisie              | 0.323 | 0.690 | 2.137 | 0.733
 653 | Altrincham                   | English National League            | 0.317 | 0.589 | 1.861 | 0.680
 654 | Torquay United               | English National League            | 0.316 | 0.618 | 1.955 | 0.668
 655 | Kidderminster Harriers       | English National League            | 0.314 | 0.569 | 1.814 | 0.674
 656 | Guiseley                     | English National League            | 0.311 | 0.566 | 1.818 | 0.668
 657 | St Mirren                    | Scottish Championship              | 0.302 | 0.596 | 1.975 | 0.638
 658 | Bohemians                    | League of Ireland Premier Division | 0.301 | 0.582 | 1.933 | 0.572
 659 | Queen of the South           | Scottish Championship              | 0.299 | 0.598 | 1.999 | 0.619
 660 | Halifax                      | English National League            | 0.291 | 0.629 | 2.161 | 0.671
 661 | Livingston                   | Scottish Championship              | 0.285 | 0.542 | 1.903 | 0.620
 662 | T.N.S.                       | Welsh Premier League               | 0.264 | 0.588 | 2.229 | 0.438
 663 | Dumbarton                    | Scottish Championship              | 0.245 | 0.535 | 2.186 | 0.626
 664 | Welling                      | English National League            | 0.244 | 0.474 | 1.946 | 0.675
 665 | Derry City                   | League of Ireland Premier Division | 0.243 | 0.464 | 1.912 | 0.577
 666 | Longford Town                | League of Ireland Premier Division | 0.241 | 0.532 | 2.207 | 0.577
 667 | Ayr United                   | Scottish League One                | 0.236 | 0.529 | 2.240 | 0.495
 668 | Peterhead                    | Scottish League One                | 0.234 | 0.600 | 2.561 | 0.492
 669 | Sligo                        | League of Ireland Premier Division | 0.230 | 0.515 | 2.243 | 0.579
 670 | Buriram United               | Thai Premier League                | 0.228 | 0.579 | 2.537 | 0.408
 671 | Galway Utd                   | League of Ireland Premier Division | 0.212 | 0.515 | 2.435 | 0.580
 672 | Limerick FC                  | League of Ireland Premier Division | 0.210 | 0.576 | 2.749 | 0.588
 673 | Bray                         | League of Ireland Premier Division | 0.200 | 0.429 | 2.146 | 0.582
 674 | Connah's Quay                | Welsh Premier League               | 0.193 | 0.478 | 2.481 | 0.447
 675 | Drogheda Utd                 | League of Ireland Premier Division | 0.191 | 0.468 | 2.445 | 0.583
 676 | Crusaders                    | Northern Irish Premiership         | 0.180 | 0.453 | 2.516 | 0.396
 677 | Linfield                     | Northern Irish Premiership         | 0.179 | 0.505 | 2.825 | 0.396
 678 | Stranraer                    | Scottish League One                | 0.179 | 0.432 | 2.417 | 0.501
 679 | Alloa Athletic               | Scottish Championship              | 0.178 | 0.415 | 2.336 | 0.627
 680 | Airdrieonians                | Scottish League One                | 0.173 | 0.438 | 2.532 | 0.488
 681 | Chonburi                     | Thai Premier League                | 0.168 | 0.436 | 2.598 | 0.414
 682 | Albion Rovers                | Scottish League One                | 0.164 | 0.394 | 2.402 | 0.490
 683 | Forfar Athletic              | Scottish League One                | 0.163 | 0.445 | 2.737 | 0.484
 684 | Aberystwyth                  | Welsh Premier League               | 0.162 | 0.458 | 2.830 | 0.430
 685 | Airbus UK                    | Welsh Premier League               | 0.158 | 0.458 | 2.897 | 0.455
 686 | Glenavon                     | Northern Irish Premiership         | 0.156 | 0.450 | 2.891 | 0.401
 687 | Brechin City                 | Scottish League One                | 0.155 | 0.431 | 2.774 | 0.491
 688 | Bangkok United               | Thai Premier League                | 0.154 | 0.448 | 2.914 | 0.417
 689 | Bangkok Glass                | Thai Premier League                | 0.153 | 0.433 | 2.833 | 0.423
 690 | Bangor City                  | Welsh Premier League               | 0.152 | 0.460 | 3.029 | 0.431
 691 | Newtown                      | Welsh Premier League               | 0.152 | 0.443 | 2.916 | 0.484
 692 | Suphanburi                   | Thai Premier League                | 0.149 | 0.423 | 2.836 | 0.417
 693 | East Fife                    | Scottish League Two                | 0.148 | 0.415 | 2.808 | 0.407
 694 | Annan Athletic               | Scottish League Two                | 0.144 | 0.501 | 3.477 | 0.411
 695 | Queen's Park                 | Scottish League Two                | 0.140 | 0.342 | 2.432 | 0.404
 696 | Cowdenbeath                  | Scottish League One                | 0.139 | 0.441 | 3.170 | 0.496
 697 | Carmarthen                   | Welsh Premier League               | 0.137 | 0.418 | 3.047 | 0.436
 698 | Clyde                        | Scottish League Two                | 0.136 | 0.397 | 2.915 | 0.402
 699 | Osotspa M150                 | Thai Premier League                | 0.132 | 0.407 | 3.083 | 0.421
 700 | Cliftonville                 | Northern Irish Premiership         | 0.130 | 0.392 | 3.019 | 0.417
 701 | Stenhousemuir                | Scottish League One                | 0.130 | 0.442 | 3.401 | 0.486
 702 | Port Talbot                  | Welsh Premier League               | 0.129 | 0.395 | 3.074 | 0.436
 703 | Rhyl                         | Welsh Premier League               | 0.128 | 0.389 | 3.031 | 0.436
 704 | Elgin City                   | Scottish League Two                | 0.128 | 0.409 | 3.190 | 0.406
 705 | Stirling Albion              | Scottish League Two                | 0.125 | 0.348 | 2.784 | 0.420
 706 | Coleraine                    | Northern Irish Premiership         | 0.120 | 0.341 | 2.851 | 0.404
 707 | Glentoran                    | Northern Irish Premiership         | 0.117 | 0.364 | 3.117 | 0.405
 708 | Army United                  | Thai Premier League                | 0.115 | 0.355 | 3.099 | 0.423
 709 | Navy Football Club           | Thai Premier League                | 0.113 | 0.376 | 3.330 | 0.422
 710 | BEC-Tero Sasana              | Thai Premier League                | 0.111 | 0.372 | 3.355 | 0.422
 711 | Berwick Rangers              | Scottish League Two                | 0.107 | 0.354 | 3.297 | 0.416
 712 | Arbroath                     | Scottish League Two                | 0.104 | 0.342 | 3.306 | 0.412
 713 | Haverfordwest                | Welsh Premier League               | 0.102 | 0.330 | 3.239 | 0.442
 714 | Portadown                    | Northern Irish Premiership         | 0.094 | 0.357 | 3.795 | 0.410
 715 | Montrose                     | Scottish League Two                | 0.094 | 0.364 | 3.883 | 0.408
 716 | Dungannon Swifts             | Northern Irish Premiership         | 0.093 | 0.346 | 3.728 | 0.410
 717 | Ballymena                    | Northern Irish Premiership         | 0.086 | 0.380 | 4.397 | 0.410
 718 | TOT SC                       | Thai Premier League                | 0.078 | 0.312 | 3.989 | 0.429
 719 | East Stirlingshire           | Scottish League Two                | 0.077 | 0.335 | 4.366 | 0.409
(719 rows)

COPY 719
COMMIT
