BEGIN
CREATE TABLE
INSERT 0 719
 rk  |             team             |               league               |  str  |  ofs  |  dfs  |  sos  
  34 | Estudiantes La Plata         | Primera División de Argentina      | 2.262 | 1.432 | 0.633 | 1.344
  35 | Valencia                     | Spanish Primera División           | 2.262 | 1.550 | 0.685 | 1.383
  36 | Emelec                       | Primera A de Ecuador               | 2.214 | 1.466 | 0.662 | 1.140
  37 | Lanús                        | Primera División de Argentina      | 2.208 | 1.370 | 0.620 | 1.335
  38 | Everton                      | English Premier League             | 2.206 | 1.672 | 0.758 | 1.303
  39 | Banfield                     | Primera División de Argentina      | 2.187 | 1.487 | 0.680 | 1.338
  40 | Independiente Santa Fe       | Fútbol Profesional Colombiano      | 2.179 | 1.318 | 0.605 | 1.262
  41 | America                      | Mexican Liga MX                    | 2.145 | 1.569 | 0.732 | 1.296
  42 | Independiente Medellín       | Fútbol Profesional Colombiano      | 2.134 | 1.457 | 0.683 | 1.269
  43 | Málaga                       | Spanish Primera División           | 2.133 | 1.264 | 0.593 | 1.377
  44 | Atlético Junior              | Fútbol Profesional Colombiano      | 2.114 | 1.496 | 0.708 | 1.282
  45 | Gimnasia La Plata            | Primera División de Argentina      | 2.102 | 1.584 | 0.753 | 1.349
  46 | Zenit St Petersburg          | Russian Premier League             | 2.094 | 1.716 | 0.819 | 1.208
  47 | Deportes Tolima              | Fútbol Profesional Colombiano      | 2.091 | 1.298 | 0.621 | 1.244
  48 | Belgrano de Córdoba          | Primera División de Argentina      | 2.080 | 1.367 | 0.657 | 1.345
  49 | Millonarios                  | Fútbol Profesional Colombiano      | 2.076 | 1.511 | 0.728 | 1.252
  50 | Toluca                       | Mexican Liga MX                    | 2.065 | 1.568 | 0.759 | 1.275
  51 | Real Sociedad                | Spanish Primera División           | 2.050 | 1.425 | 0.695 | 1.393
  52 | Krasnodar                    | Russian Premier League             | 2.044 | 1.444 | 0.707 | 1.192
  53 | Fiorentina                   | Italian Serie A                    | 2.041 | 1.489 | 0.730 | 1.263
  54 | Las Palmas                   | Spanish Primera División           | 2.010 | 1.477 | 0.735 | 1.391
  55 | Pumas UNAM                   | Mexican Liga MX                    | 2.006 | 1.666 | 0.831 | 1.302
  56 | Lille                        | French Ligue 1                     | 2.001 | 1.187 | 0.593 | 1.221
  57 | Nice                         | French Ligue 1                     | 1.998 | 1.496 | 0.749 | 1.220
  58 | Botafogo                     | Brasileirao B                      | 1.994 | 1.416 | 0.710 | 1.145
  59 | Celta Vigo                   | Spanish Primera División           | 1.987 | 1.576 | 0.793 | 1.395
  60 | Huracán                      | Primera División de Argentina      | 1.981 | 1.286 | 0.649 | 1.340
  61 | Internazionale               | Italian Serie A                    | 1.980 | 1.360 | 0.687 | 1.276
  62 | Rostov                       | Russian Premier League             | 1.957 | 1.251 | 0.639 | 1.164
  63 | Tigre                        | Primera División de Argentina      | 1.953 | 1.361 | 0.697 | 1.341
  64 | PSV Eindhoven                | Dutch Eredivisie                   | 1.952 | 1.640 | 0.840 | 1.059
  65 | Deportivo Cali               | Fútbol Profesional Colombiano      | 1.949 | 1.563 | 0.802 | 1.266
  66 | Querétaro                    | Mexican Liga MX                    | 1.948 | 1.537 | 0.789 | 1.294
  67 | Schalke 04                   | German Bundesliga                  | 1.936 | 1.564 | 0.808 | 1.301
  68 | Quilmes                      | Primera División de Argentina      | 1.924 | 1.423 | 0.740 | 1.340
  69 | Ajax Amsterdam               | Dutch Eredivisie                   | 1.920 | 1.468 | 0.764 | 1.006
  70 | Lyon                         | French Ligue 1                     | 1.910 | 1.526 | 0.799 | 1.280
  71 | VfL Wolfsburg                | German Bundesliga                  | 1.904 | 1.480 | 0.777 | 1.378
  72 | Santos                       | Mexican Liga MX                    | 1.902 | 1.418 | 0.746 | 1.302
  73 | Mainz                        | German Bundesliga                  | 1.900 | 1.431 | 0.753 | 1.301
  74 | Unión de Santa Fe            | Primera División de Argentina      | 1.899 | 1.395 | 0.734 | 1.343
  75 | Colón de Santa Fe            | Primera División de Argentina      | 1.892 | 1.284 | 0.679 | 1.346
  76 | Defensa y Justicia           | Primera División de Argentina      | 1.890 | 1.239 | 0.655 | 1.340
  77 | Guaraní                      | Primera División de Paraguay       | 1.888 | 1.614 | 0.855 | 1.140
  78 | Guadalajara                  | Mexican Liga MX                    | 1.886 | 1.351 | 0.716 | 1.286
  79 | Puebla                       | Mexican Liga MX                    | 1.884 | 1.422 | 0.755 | 1.274
  80 | FC Porto                     | Portuguese Liga                    | 1.884 | 1.413 | 0.750 | 1.128
  81 | Pachuca                      | Mexican Liga MX                    | 1.867 | 1.658 | 0.888 | 1.282
  82 | San Martín de San Juan       | Primera División de Argentina      | 1.865 | 1.345 | 0.721 | 1.344
  83 | Hertha Berlin                | German Bundesliga                  | 1.848 | 1.380 | 0.747 | 1.283
  84 | Veracruz                     | Mexican Liga MX                    | 1.836 | 1.419 | 0.773 | 1.286
  85 | Once Caldas                  | Fútbol Profesional Colombiano      | 1.828 | 1.426 | 0.780 | 1.248
  86 | Newell's Old Boys            | Primera División de Argentina      | 1.828 | 1.236 | 0.676 | 1.354
  87 | Chiapas                      | Mexican Liga MX                    | 1.827 | 1.624 | 0.889 | 1.307
  88 | León                         | Mexican Liga MX                    | 1.824 | 1.726 | 0.946 | 1.283
  89 | Aldosivi                     | Primera División de Argentina      | 1.818 | 1.465 | 0.805 | 1.349
  90 | Besiktas                     | Turkish Super Lig                  | 1.816 | 1.504 | 0.828 | 1.040
  91 | AC Milan                     | Italian Serie A                    | 1.812 | 1.313 | 0.724 | 1.253
  92 | LDU Quito                    | Primera A de Ecuador               | 1.811 | 1.289 | 0.712 | 1.151
  93 | Watford                      | English Premier League             | 1.805 | 1.270 | 0.703 | 1.326
  94 | Sassuolo                     | Italian Serie A                    | 1.795 | 1.300 | 0.724 | 1.210
  95 | Marseille                    | French Ligue 1                     | 1.788 | 1.307 | 0.731 | 1.228
  96 | Santa Cruz FC                | Brasileirao B                      | 1.784 | 1.477 | 0.828 | 1.135
  97 | Crystal Palace               | English Premier League             | 1.776 | 1.319 | 0.742 | 1.315
  98 | Rionegro FC                  | Fútbol Profesional Colombiano      | 1.775 | 1.183 | 0.667 | 1.249
  99 | Stoke City                   | English Premier League             | 1.774 | 1.306 | 0.736 | 1.308
 100 | Eibar                        | Spanish Primera División           | 1.773 | 1.533 | 0.864 | 1.368
 101 | AS Monaco                    | French Ligue 1                     | 1.771 | 1.490 | 0.842 | 1.229
 102 | Swansea City                 | English Premier League             | 1.767 | 1.324 | 0.749 | 1.322
 103 | Olimpo de Bahía Blanca       | Primera División de Argentina      | 1.765 | 1.148 | 0.650 | 1.348
 104 | Olimpia                      | Primera División de Paraguay       | 1.747 | 1.272 | 0.728 | 1.164
 105 | FC Cologne                   | German Bundesliga                  | 1.739 | 1.276 | 0.734 | 1.317
 106 | São Paulo                    | Futebol Brasileiro                 | 1.732 | 1.608 | 0.929 | 1.224
 107 | Cerro Porteño                | Primera División de Paraguay       | 1.723 | 1.437 | 0.834 | 1.149
 108 | Hamburg SV                   | German Bundesliga                  | 1.718 | 1.336 | 0.778 | 1.319
 109 | Wanderers                    | Primera División de Uruguay        | 1.717 | 1.457 | 0.849 | 1.143
 110 | Deportivo La Coruña          | Spanish Primera División           | 1.711 | 1.396 | 0.816 | 1.384
 111 | Envigado                     | Fútbol Profesional Colombiano      | 1.707 | 1.174 | 0.688 | 1.247
 112 | Rayo Vallecano               | Spanish Primera División           | 1.707 | 1.566 | 0.918 | 1.408
 113 | Monterrey                    | Mexican Liga MX                    | 1.697 | 1.551 | 0.914 | 1.270
 114 | FC Augsburg                  | German Bundesliga                  | 1.695 | 1.375 | 0.811 | 1.329
 115 | Spartak Moscow               | Russian Premier League             | 1.693 | 1.483 | 0.876 | 1.170
 116 | Lazio                        | Italian Serie A                    | 1.693 | 1.397 | 0.825 | 1.245
 117 | Temperley                    | Primera División de Argentina      | 1.690 | 1.100 | 0.651 | 1.347
 118 | Sunderland                   | English Premier League             | 1.689 | 1.482 | 0.877 | 1.339
 119 | Godoy Cruz de Mendoza        | Primera División de Argentina      | 1.689 | 1.317 | 0.780 | 1.347
 120 | St Etienne                   | French Ligue 1                     | 1.688 | 1.234 | 0.731 | 1.232
 121 | CSKA Moscow                  | Russian Premier League             | 1.688 | 1.184 | 0.702 | 1.224
 122 | Patriotas F.C.               | Fútbol Profesional Colombiano      | 1.686 | 1.173 | 0.696 | 1.218
 123 | EC Vitória                   | Brasileirao B                      | 1.684 | 1.374 | 0.815 | 1.136
 124 | Nueva Chicago                | Primera División de Argentina      | 1.684 | 1.285 | 0.763 | 1.344
 125 | Werder Bremen                | German Bundesliga                  | 1.679 | 1.596 | 0.950 | 1.337
 126 | Vélez Sarsfield              | Primera División de Argentina      | 1.667 | 1.225 | 0.735 | 1.348
 127 | Peñarol                      | Primera División de Uruguay        | 1.660 | 1.449 | 0.873 | 1.147
 128 | Real Betis                   | Spanish Primera División           | 1.658 | 1.248 | 0.753 | 1.398
 129 | New York Red Bulls           | Major League Soccer                | 1.657 | 1.436 | 0.867 | 1.114
 130 | Morelia                      | Mexican Liga MX                    | 1.656 | 1.375 | 0.831 | 1.298
 131 | Sarmiento de Junín           | Primera División de Argentina      | 1.654 | 1.164 | 0.704 | 1.346
 132 | Cortuluá                     | Fútbol Profesional Colombiano      | 1.641 | 1.247 | 0.760 | 1.263
 133 | Gremio                       | Futebol Brasileiro                 | 1.640 | 1.343 | 0.819 | 1.226
 134 | CR Vasco da Gama             | Futebol Brasileiro                 | 1.638 | 1.236 | 0.755 | 1.238
 135 | AFC Bournemouth              | English Premier League             | 1.638 | 1.421 | 0.868 | 1.281
 136 | Figueirense FC               | Futebol Brasileiro                 | 1.636 | 1.359 | 0.831 | 1.238
 137 | FC Ingolstadt 04             | German Bundesliga                  | 1.636 | 1.208 | 0.739 | 1.321
 138 | Argentinos Juniors           | Primera División de Argentina      | 1.632 | 1.228 | 0.753 | 1.347
 139 | América Mineiro              | Brasileirao B                      | 1.630 | 1.308 | 0.802 | 1.135
 140 | Sporting Gijón               | Spanish Primera División           | 1.629 | 1.358 | 0.834 | 1.395
 141 | Avaí                         | Futebol Brasileiro                 | 1.627 | 1.510 | 0.928 | 1.233
 142 | Atlético MG                  | Futebol Brasileiro                 | 1.626 | 1.560 | 0.959 | 1.233
 143 | Goiás EC                     | Futebol Brasileiro                 | 1.624 | 1.406 | 0.866 | 1.233
 144 | Universidad Católica         | Primera División de Chile          | 1.621 | 1.622 | 1.001 | 1.078
 145 | Internacional                | Futebol Brasileiro                 | 1.621 | 1.445 | 0.891 | 1.233
 146 | Joinville                    | Futebol Brasileiro                 | 1.620 | 1.311 | 0.809 | 1.233
 147 | Cruzeiro                     | Futebol Brasileiro                 | 1.620 | 1.381 | 0.852 | 1.233
 148 | Coritiba FBC                 | Futebol Brasileiro                 | 1.618 | 1.243 | 0.768 | 1.234
 149 | Cruz Azul                    | Mexican Liga MX                    | 1.617 | 1.140 | 0.705 | 1.280
 150 | Montpellier                  | French Ligue 1                     | 1.617 | 1.313 | 0.812 | 1.231
 151 | Flamengo                     | Futebol Brasileiro                 | 1.616 | 1.395 | 0.864 | 1.225
 152 | Corinthians                  | Futebol Brasileiro                 | 1.615 | 1.436 | 0.889 | 1.227
 153 | AA Ponte Preta               | Futebol Brasileiro                 | 1.615 | 1.306 | 0.809 | 1.224
 154 | Santos FC                    | Futebol Brasileiro                 | 1.614 | 1.635 | 1.012 | 1.229
 155 | Fluminense FC                | Futebol Brasileiro                 | 1.603 | 1.418 | 0.885 | 1.238
 156 | Palmeiras                    | Futebol Brasileiro                 | 1.603 | 1.461 | 0.912 | 1.226
 157 | Angers                       | French Ligue 1                     | 1.600 | 1.138 | 0.711 | 1.223
 158 | Torino                       | Italian Serie A                    | 1.599 | 1.438 | 0.899 | 1.226
 159 | FC Basel                     | Swiss Super League                 | 1.595 | 1.498 | 0.939 | 0.991
 160 | Nacional                     | Primera División de Uruguay        | 1.590 | 1.391 | 0.875 | 1.150
 161 | La Equidad                   | Fútbol Profesional Colombiano      | 1.589 | 1.238 | 0.779 | 1.250
 162 | Middlesbrough                | English League Championship        | 1.587 | 1.136 | 0.715 | 1.032
 163 | Hull City                    | English League Championship        | 1.585 | 1.201 | 0.758 | 1.056
 164 | Chapecoense AF               | Futebol Brasileiro                 | 1.585 | 1.327 | 0.838 | 1.241
 165 | Sport                        | Futebol Brasileiro                 | 1.584 | 1.555 | 0.981 | 1.236
 166 | Atletico Paranaense          | Futebol Brasileiro                 | 1.583 | 1.409 | 0.890 | 1.231
 167 | Plaza Colonia                | Primera División de Uruguay        | 1.575 | 1.186 | 0.753 | 1.149
 168 | Burnley                      | English League Championship        | 1.571 | 1.243 | 0.792 | 1.019
 169 | Genoa                        | Italian Serie A                    | 1.571 | 1.266 | 0.806 | 1.238
 170 | West Bromwich Albion         | English Premier League             | 1.569 | 1.178 | 0.751 | 1.289
 171 | Granada                      | Spanish Primera División           | 1.561 | 1.420 | 0.910 | 1.405
 172 | SV Darmstadt 98              | German Bundesliga                  | 1.557 | 1.297 | 0.833 | 1.329
 173 | Tijuana                      | Mexican Liga MX                    | 1.545 | 1.513 | 0.979 | 1.274
 174 | Libertad                     | Primera División de Paraguay       | 1.542 | 1.190 | 0.772 | 1.156
 175 | Chievo Verona                | Italian Serie A                    | 1.542 | 1.199 | 0.778 | 1.224
 176 | Fenerbahce                   | Turkish Super Lig                  | 1.539 | 1.231 | 0.800 | 1.054
 177 | Stade Rennes                 | French Ligue 1                     | 1.538 | 1.348 | 0.876 | 1.229
 178 | Norwich City                 | English Premier League             | 1.524 | 1.319 | 0.866 | 1.346
 179 | Getafe                       | Spanish Primera División           | 1.523 | 1.299 | 0.853 | 1.397
 180 | Newcastle United             | English Premier League             | 1.522 | 1.363 | 0.896 | 1.319
 181 | Fénix                        | Primera División de Uruguay        | 1.519 | 1.151 | 0.758 | 1.147
 182 | Atlas                        | Mexican Liga MX                    | 1.517 | 1.213 | 0.800 | 1.281
 183 | Terek Grozny                 | Russian Premier League             | 1.516 | 1.174 | 0.774 | 1.175
 184 | Lorient                      | French Ligue 1                     | 1.515 | 1.349 | 0.891 | 1.232
 185 | Braga                        | Portuguese Liga                    | 1.505 | 1.325 | 0.881 | 1.086
 186 | Toulouse                     | French Ligue 1                     | 1.505 | 1.310 | 0.871 | 1.252
 187 | Atlético Huila               | Fútbol Profesional Colombiano      | 1.501 | 1.299 | 0.865 | 1.268
 188 | TSG Hoffenheim               | German Bundesliga                  | 1.496 | 1.276 | 0.853 | 1.298
 189 | Bahia                        | Brasileirao B                      | 1.490 | 1.264 | 0.848 | 1.145
 190 | Deportivo Táchira            | Primera División de Venezuela      | 1.489 | 1.416 | 0.951 | 0.997
 191 | Bordeaux                     | French Ligue 1                     | 1.487 | 1.361 | 0.915 | 1.228
 192 | Eintracht Frankfurt          | German Bundesliga                  | 1.484 | 1.229 | 0.828 | 1.301
 193 | VfB Stuttgart                | German Bundesliga                  | 1.479 | 1.611 | 1.089 | 1.331
 194 | Atalanta                     | Italian Serie A                    | 1.477 | 1.199 | 0.812 | 1.236
 195 | Cerro                        | Primera División de Uruguay        | 1.476 | 1.265 | 0.857 | 1.148
 196 | Alianza Petrolera            | Fútbol Profesional Colombiano      | 1.475 | 1.033 | 0.701 | 1.233
 197 | Espanyol                     | Spanish Primera División           | 1.471 | 1.342 | 0.913 | 1.418
 198 | Sampaio Correa-MA            | Brasileirao B                      | 1.470 | 1.287 | 0.875 | 1.144
 199 | Brighton & Hove Albion       | English League Championship        | 1.466 | 1.195 | 0.815 | 1.025
 200 | Arsenal de Sarandí           | Primera División de Argentina      | 1.464 | 1.194 | 0.815 | 1.360
 201 | Dorados de Sinaloa           | Mexican Liga MX                    | 1.458 | 1.338 | 0.918 | 1.256
 202 | Sporting Kansas City         | Major League Soccer                | 1.457 | 1.380 | 0.947 | 1.115
 203 | Náutico                      | Brasileirao B                      | 1.454 | 1.231 | 0.847 | 1.145
 204 | Levante                      | Spanish Primera División           | 1.451 | 1.283 | 0.884 | 1.394
 205 | LA Galaxy                    | Major League Soccer                | 1.451 | 1.355 | 0.934 | 1.150
 206 | Luverdense                   | Brasileirao B                      | 1.450 | 1.166 | 0.804 | 1.143
 207 | Seattle Sounders FC          | Major League Soccer                | 1.446 | 1.256 | 0.868 | 1.139
 208 | Portland Timbers             | Major League Soccer                | 1.445 | 1.247 | 0.863 | 1.127
 209 | Bastia                       | French Ligue 1                     | 1.444 | 1.081 | 0.748 | 1.228
 210 | Sportivo Luqueño             | Primera División de Paraguay       | 1.440 | 1.367 | 0.949 | 1.183
 211 | Colo Colo                    | Primera División de Chile          | 1.437 | 1.168 | 0.813 | 1.062
 212 | River Plate                  | Primera División de Uruguay        | 1.436 | 1.345 | 0.936 | 1.149
 213 | Lokomotiv Moscow             | Russian Premier League             | 1.432 | 1.241 | 0.867 | 1.203
 214 | Atletico Rafaela             | Primera División de Argentina      | 1.432 | 1.290 | 0.901 | 1.352
 215 | Alavés                       | Spanish Segunda Division           | 1.432 | 1.105 | 0.771 | 1.043
 216 | Palestino                    | Primera División de Chile          | 1.427 | 1.232 | 0.863 | 1.076
 217 | Adelaide United              | Australian A-League                | 1.426 | 1.248 | 0.875 | 1.042
 218 | FC Dallas                    | Major League Soccer                | 1.424 | 1.349 | 0.947 | 1.126
 219 | Sheffield Wednesday          | English League Championship        | 1.419 | 1.217 | 0.857 | 1.023
 220 | Empoli                       | Italian Serie A                    | 1.418 | 1.158 | 0.817 | 1.226
 221 | Guingamp                     | French Ligue 1                     | 1.417 | 1.274 | 0.900 | 1.233
 222 | Nantes                       | French Ligue 1                     | 1.408 | 1.098 | 0.780 | 1.228
 223 | Aucas                        | Primera A de Ecuador               | 1.402 | 1.299 | 0.927 | 1.149
 224 | CRB                          | Brasileirao B                      | 1.397 | 1.178 | 0.843 | 1.144
 225 | Bologna                      | Italian Serie A                    | 1.389 | 1.073 | 0.773 | 1.242
 226 | Sampdoria                    | Italian Serie A                    | 1.376 | 1.303 | 0.947 | 1.243
 227 | Girona                       | Spanish Segunda Division           | 1.376 | 1.015 | 0.737 | 1.049
 228 | Derby County                 | English League Championship        | 1.373 | 1.183 | 0.862 | 1.036
 229 | Stade de Reims               | French Ligue 1                     | 1.371 | 1.231 | 0.898 | 1.232
 230 | Vancouver Whitecaps          | Major League Soccer                | 1.366 | 1.152 | 0.843 | 1.126
 231 | Dijon FCO                    | French Ligue 2                     | 1.365 | 1.224 | 0.897 | 1.012
 232 | Caen                         | French Ligue 1                     | 1.361 | 1.133 | 0.833 | 1.239
 233 | Montreal Impact              | Major League Soccer                | 1.360 | 1.244 | 0.915 | 1.106
 234 | AS Nancy Lorraine            | French Ligue 2                     | 1.359 | 1.193 | 0.878 | 1.003
 235 | Defensor Sporting            | Primera División de Uruguay        | 1.355 | 1.333 | 0.984 | 1.159
 236 | Rentistas                    | Primera División de Uruguay        | 1.354 | 1.193 | 0.881 | 1.152
 237 | Danubio F.C.                 | Primera División de Uruguay        | 1.345 | 1.212 | 0.902 | 1.157
 238 | Melbourne City FC            | Australian A-League                | 1.344 | 1.523 | 1.133 | 1.033
 239 | Columbus Crew SC             | Major League Soccer                | 1.344 | 1.363 | 1.014 | 1.116
 240 | Kuban Krasnodar              | Russian Premier League             | 1.340 | 1.222 | 0.912 | 1.180
 241 | Feyenoord Rotterdam          | Dutch Eredivisie                   | 1.339 | 1.280 | 0.956 | 1.017
 242 | Ankaraspor                   | Turkish Super Lig                  | 1.326 | 1.247 | 0.940 | 1.023
 243 | Istanbul Buyuksehir BSK      | Turkish Super Lig                  | 1.323 | 1.282 | 0.970 | 1.023
 244 | PAOK Salonika                | Greek Super League                 | 1.311 | 1.128 | 0.861 | 1.068
 245 | SC Freiburg                  | German 2. Bundesliga               | 1.308 | 1.406 | 1.075 | 0.943
 246 | FK Rubin Kazan               | Russian Premier League             | 1.307 | 1.132 | 0.866 | 1.164
 247 | Carpi                        | Italian Serie A                    | 1.307 | 1.147 | 0.877 | 1.217
 248 | Paraná Clube                 | Brasileirao B                      | 1.304 | 1.085 | 0.832 | 1.143
 249 | U. Católica                  | Primera A de Ecuador               | 1.292 | 1.245 | 0.964 | 1.154
 250 | Sol de América               | Primera División de Paraguay       | 1.291 | 1.187 | 0.919 | 1.164
 251 | Criciúma                     | Brasileirao B                      | 1.291 | 1.052 | 0.815 | 1.147
 252 | Celtic                       | Scottish Premiership               | 1.290 | 1.326 | 1.028 | 0.854
 253 | San Jose Earthquakes         | Major League Soccer                | 1.287 | 1.129 | 0.878 | 1.141
 254 | Galatasaray                  | Turkish Super Lig                  | 1.285 | 1.337 | 1.040 | 1.116
 255 | New England Revolution       | Major League Soccer                | 1.284 | 1.228 | 0.956 | 1.109
 256 | The Strongest                | Liga Profesional Boliviana         | 1.284 | 1.239 | 0.965 | 0.999
 257 | AZ Alkmaar                   | Dutch Eredivisie                   | 1.273 | 1.433 | 1.126 | 1.020
 258 | Gimnastic de Tarragona       | Spanish Segunda Division           | 1.270 | 1.216 | 0.957 | 1.048
 259 | Zulia                        | Primera División de Venezuela      | 1.262 | 1.190 | 0.943 | 1.006
 260 | Osasuna                      | Spanish Segunda Division           | 1.258 | 1.074 | 0.854 | 1.053
 261 | O'Higgins                    | Primera División de Chile          | 1.257 | 1.271 | 1.011 | 1.067
 262 | Ceará                        | Brasileirao B                      | 1.256 | 1.151 | 0.917 | 1.155
 263 | GFC Ajaccio                  | French Ligue 1                     | 1.255 | 1.143 | 0.910 | 1.233
 264 | Bragantino                   | Brasileirao B                      | 1.255 | 1.288 | 1.026 | 1.148
 265 | Oeste                        | Brasileirao B                      | 1.254 | 1.071 | 0.854 | 1.144
 266 | Udinese                      | Italian Serie A                    | 1.248 | 1.159 | 0.929 | 1.232
 267 | Western Sydney Wanderers     | Australian A-League                | 1.247 | 1.251 | 1.003 | 1.037
 268 | Nurnberg                     | German 2. Bundesliga               | 1.243 | 1.305 | 1.050 | 0.955
 269 | Hannover 96                  | German Bundesliga                  | 1.242 | 1.160 | 0.934 | 1.325
 270 | Toronto FC                   | Major League Soccer                | 1.240 | 1.368 | 1.103 | 1.114
 271 | Sud América                  | Primera División de Uruguay        | 1.238 | 1.121 | 0.906 | 1.155
 272 | Macaé                        | Brasileirao B                      | 1.237 | 1.185 | 0.958 | 1.151
 273 | Mirandes                     | Spanish Segunda Division           | 1.231 | 1.249 | 1.014 | 1.085
 274 | Real Zaragoza                | Spanish Segunda Division           | 1.231 | 1.065 | 0.865 | 1.045
 275 | Unión Española               | Primera División de Chile          | 1.219 | 1.283 | 1.052 | 1.081
 276 | Young Boys                   | Swiss Super League                 | 1.218 | 1.361 | 1.117 | 0.968
 277 | Brisbane Roar                | Australian A-League                | 1.216 | 1.333 | 1.096 | 1.048
 278 | Numancia                     | Spanish Segunda Division           | 1.212 | 1.152 | 0.951 | 1.048
 279 | Juventud                     | Primera División de Uruguay        | 1.212 | 1.145 | 0.945 | 1.154
 280 | DC United                    | Major League Soccer                | 1.211 | 1.105 | 0.913 | 1.128
 281 | Cordoba                      | Spanish Segunda Division           | 1.210 | 1.192 | 0.985 | 1.050
 282 | Rubio Ñú                     | Primera División de Paraguay       | 1.210 | 1.138 | 0.941 | 1.168
 283 | Universidad de Concepción    | Primera División de Chile          | 1.209 | 1.266 | 1.047 | 1.069
 284 | FK Amkar Perm                | Russian Premier League             | 1.204 | 0.943 | 0.783 | 1.184
 285 | Racing (U)                   | Primera División de Uruguay        | 1.203 | 1.236 | 1.027 | 1.156
 286 | Goianiense                   | Brasileirao B                      | 1.202 | 1.040 | 0.865 | 1.146
 287 | Le Havre AC                  | French Ligue 2                     | 1.201 | 1.068 | 0.890 | 1.005
 288 | U. de G.                     | Ascenso MX                         | 1.200 | 0.969 | 0.807 | 1.215
 289 | Zamora                       | Primera División de Venezuela      | 1.200 | 1.214 | 1.012 | 1.044
 290 | Vitesse Arnhem               | Dutch Eredivisie                   | 1.199 | 1.164 | 0.971 | 1.023
 291 | Melbourne Victory            | Australian A-League                | 1.193 | 1.129 | 0.946 | 1.034
 292 | Konyaspor                    | Turkish Super Lig                  | 1.188 | 1.079 | 0.908 | 1.027
 293 | Lobos BUAP                   | Ascenso MX                         | 1.188 | 1.176 | 0.990 | 1.250
 294 | El Nacional                  | Primera A de Ecuador               | 1.188 | 1.039 | 0.874 | 1.160
 295 | Audax Italiano               | Primera División de Chile          | 1.187 | 1.143 | 0.963 | 1.089
 296 | Rio Ave                      | Portuguese Liga                    | 1.187 | 1.113 | 0.938 | 1.091
