year,team,opponent,w,d,l,n
2001,Scottish Championship,Scottish Premiership,7,6,10,23
2001,Scottish League One,Scottish Championship,4,3,7,19
2001,Scottish League One,Scottish League One,130,110,130,442
2001,Scottish League One,Scottish League Two,7,0,3,13
2001,Scottish League One,Scottish Premiership,0,2,8,14
2001,Scottish League Two,Scottish Championship,3,0,6,13
2001,Scottish League Two,Scottish League One,3,0,7,13
2001,Scottish League Two,Scottish League Two,146,80,146,450
2001,Scottish League Two,Scottish Premiership,0,1,4,6
2001,Scottish Premiership,Dutch Eredivisie,1,1,2,4
2001,Scottish Premiership,Italian Serie A,1,0,1,2
2001,Scottish Premiership,Scottish Championship,10,6,7,23
2001,Scottish Premiership,Scottish League One,8,2,0,14
2001,Scottish Premiership,Scottish League Two,4,1,0,6
2001,Scottish Premiership,Scottish Premiership,190,98,190,508
2001,Scottish Premiership,Spanish Primera División,1,0,1,2
2001,Spanish Primera División,English Premier League,6,1,3,10
2001,Spanish Primera División,German Bundesliga,4,0,5,9
2001,Spanish Primera División,Italian Serie A,2,4,2,8
2001,Spanish Primera División,Scottish Premiership,1,0,1,2
2001,Spanish Primera División,Spanish Primera División,280,204,280,802
2002,Dutch Eredivisie,Dutch Eredivisie,233,146,233,662
2002,Dutch Eredivisie,English Premier League,1,3,4,8
2002,Dutch Eredivisie,French Ligue 1,3,1,0,4
2002,Dutch Eredivisie,German Bundesliga,1,2,1,4
2002,Dutch Eredivisie,Italian Serie A,1,3,4,8
2002,Dutch Eredivisie,Spanish Primera División,0,2,0,2
2002,English League Championship,English League Championship,429,298,429,1286
2002,English League Championship,English League One,16,1,5,22
2002,English League Championship,English League Two,17,2,5,24
2002,English League Championship,English National League,2,0,0,2
2002,English League Championship,English Premier League,12,6,17,35
2002,English League One,English League Championship,5,1,16,22
2002,English League One,English League One,427,312,427,1230
2002,English League One,English League Two,22,4,19,46
2002,English League One,English National League,9,3,5,17
2002,English League One,English Premier League,4,1,6,11
2002,English League Two,English League Championship,5,2,17,24
2002,English League Two,English League One,19,4,22,46
2002,English League Two,English League Two,410,348,410,1288
2002,English League Two,English National League,9,3,3,15
2002,English League Two,English Premier League,2,1,9,12
2002,English National League,English League Championship,0,0,2,2
2002,English National League,English League One,5,3,9,17
2002,English National League,English League Two,3,3,9,15
2002,English National League,English National League,358,226,358,1012
2002,English National League,English Premier League,0,0,1,1
2002,English Premier League,Dutch Eredivisie,4,3,1,8
2002,English Premier League,English League Championship,17,6,12,35
2002,English Premier League,English League One,6,1,4,11
2002,English Premier League,English League Two,9,1,2,12
2002,English Premier League,English National League,1,0,0,1
2002,English Premier League,English Premier League,308,194,308,912
2002,English Premier League,French Ligue 1,3,0,1,4
2002,English Premier League,German Bundesliga,5,1,2,8
2002,English Premier League,Italian Serie A,4,2,2,8
2002,English Premier League,Scottish Premiership,0,1,3,4
2002,English Premier League,Spanish Primera División,2,2,8,13
2002,French Ligue 1,Dutch Eredivisie,0,1,3,4
2002,French Ligue 1,English Premier League,1,0,3,4
2002,French Ligue 1,French Ligue 1,275,212,275,808
2002,French Ligue 1,German Bundesliga,1,2,1,4
2002,French Ligue 1,Italian Serie A,2,1,1,4
2002,French Ligue 1,Spanish Primera División,2,0,2,4
2002,German Bundesliga,Dutch Eredivisie,1,2,1,4
2002,German Bundesliga,English Premier League,2,1,5,8
2002,German Bundesliga,French Ligue 1,1,2,1,4
2002,German Bundesliga,German Bundesliga,229,154,229,716
2002,German Bundesliga,Italian Serie A,1,0,5,6
2002,German Bundesliga,Scottish Premiership,2,1,1,4
2002,German Bundesliga,Spanish Primera División,0,1,5,6
2002,Italian Serie A,Dutch Eredivisie,4,3,1,8
2002,Italian Serie A,English Premier League,2,2,4,8
2002,Italian Serie A,French Ligue 1,1,1,2,4
2002,Italian Serie A,German Bundesliga,5,0,1,6
2002,Italian Serie A,Italian Serie A,214,190,214,622
2002,Italian Serie A,Spanish Primera División,8,3,7,18
2002,Major League Soccer,Major League Soccer,132,50,132,314
2002,Mexican Liga MX,Mexican Liga MX,271,208,271,752
2002,Primera División de Argentina,Primera División de Argentina,137,110,137,384
2002,Scottish Championship,Scottish Championship,147,82,147,422
2002,Scottish Championship,Scottish League One,13,4,5,23
2002,Scottish Championship,Scottish League Two,8,0,1,9
2002,Scottish Championship,Scottish Premiership,2,3,14,21
2002,Scottish League One,Scottish Championship,5,4,13,23
2002,Scottish League One,Scottish League One,137,102,137,442
2002,Scottish League One,Scottish League Two,10,5,2,25
2002,Scottish League One,Scottish Premiership,0,1,4,6
2002,Scottish League Two,Scottish Championship,1,0,8,9
2002,Scottish League Two,Scottish League One,2,5,10,25
2002,Scottish League Two,Scottish League Two,135,106,135,426
2002,Scottish League Two,Scottish Premiership,0,0,3,3
2002,Scottish Premiership,English Premier League,3,1,0,4
2002,Scottish Premiership,German Bundesliga,1,1,2,4
2002,Scottish Premiership,Scottish Championship,14,3,2,21
2002,Scottish Premiership,Scottish League One,4,1,0,6
2002,Scottish Premiership,Scottish League Two,3,0,0,3
2002,Scottish Premiership,Scottish Premiership,197,108,197,598
2002,Scottish Premiership,Spanish Primera División,1,0,1,2
2002,Spanish Primera División,Dutch Eredivisie,0,2,0,2
2002,Spanish Primera División,English Premier League,8,2,2,13
2002,Spanish Primera División,French Ligue 1,2,0,2,4
2002,Spanish Primera División,German Bundesliga,5,1,0,6
2002,Spanish Primera División,Italian Serie A,7,3,8,18
2002,Spanish Primera División,Scottish Premiership,1,0,1,2
2002,Spanish Primera División,Spanish Primera División,276,210,276,768
2003,Dutch Eredivisie,Dutch Eredivisie,232,144,232,630
2003,Dutch Eredivisie,English Premier League,0,1,3,4
2003,Dutch Eredivisie,French Ligue 1,1,3,2,6
2003,Dutch Eredivisie,Italian Serie A,1,1,2,4
2003,Dutch Eredivisie,Spanish Primera División,2,0,2,4
2003,English League Championship,English League Championship,427,294,427,1260
2003,English League Championship,English League One,12,6,6,24
2003,English League Championship,English League Two,15,3,6,24
2003,English League Championship,English National League,1,0,1,4
2003,English League Championship,English Premier League,6,4,17,27
2003,English League One,English League Championship,6,6,12,24
2003,English League One,English League One,410,346,410,1234
2003,English League One,English League Two,26,6,16,48
2003,English League One,English National League,10,4,4,18
2003,English League One,English Premier League,2,3,8,13
2003,English League Two,English League Championship,6,3,15,24
2003,English League Two,English League One,16,6,26,48
2003,English League Two,English League Two,419,310,419,1216
2003,English League Two,English National League,8,2,7,18
2003,English League Two,English Premier League,0,1,7,8
2003,English National League,English League Championship,1,0,1,4
2003,English National League,English League One,4,4,10,18
2003,English National League,English League Two,7,2,8,18
2003,English National League,English National League,349,244,349,1036
2003,English National League,English Premier League,0,0,1,1
2003,English Premier League,Dutch Eredivisie,3,1,0,4
2003,English Premier League,English League Championship,17,4,6,27
2003,English Premier League,English League One,8,3,2,13
2003,English Premier League,English League Two,7,1,0,8
2003,English Premier League,English National League,1,0,0,1
2003,English Premier League,English Premier League,303,232,303,886
2003,English Premier League,French Ligue 1,0,3,3,6
2003,English Premier League,German Bundesliga,2,1,1,4
2003,English Premier League,Italian Serie A,3,0,1,4
2003,English Premier League,Scottish Premiership,2,0,0,2
2003,English Premier League,Spanish Primera División,4,0,0,4
2003,French Ligue 1,Dutch Eredivisie,2,3,1,6
2003,French Ligue 1,English Premier League,3,3,0,6
2003,French Ligue 1,French Ligue 1,280,198,280,872
2003,French Ligue 1,German Bundesliga,2,2,0,4
2003,French Ligue 1,Italian Serie A,2,2,0,4
2003,French Ligue 1,Scottish Premiership,2,0,2,4
2003,French Ligue 1,Spanish Primera División,4,0,7,11
2003,German Bundesliga,English Premier League,1,1,2,4
2003,German Bundesliga,French Ligue 1,0,2,2,4
2003,German Bundesliga,German Bundesliga,234,144,234,712
2003,German Bundesliga,Scottish Premiership,2,1,1,4
2003,German Bundesliga,Spanish Primera División,0,1,1,2
2003,Italian Serie A,Dutch Eredivisie,2,1,1,4
2003,Italian Serie A,English Premier League,1,0,3,4
2003,Italian Serie A,French Ligue 1,0,2,2,4
2003,Italian Serie A,Italian Serie A,215,182,215,616
2003,Italian Serie A,Primera División de Argentina,0,1,0,1
2003,Italian Serie A,Scottish Premiership,2,0,0,2
2003,Italian Serie A,Spanish Primera División,3,2,5,10
2003,Major League Soccer,Major League Soccer,119,86,119,324
2003,Mexican Liga MX,Mexican Liga MX,286,218,286,790
2003,Primera División de Argentina,Italian Serie A,0,1,0,1
2003,Primera División de Argentina,Primera División de Argentina,247,266,247,760
2003,Scottish Championship,Scottish Championship,138,106,138,414
2003,Scottish Championship,Scottish League One,11,0,2,13
2003,Scottish Championship,Scottish League Two,10,0,3,13
2003,Scottish Championship,Scottish Premiership,3,1,13,17
2003,Scottish League One,Scottish Championship,2,0,11,13
2003,Scottish League One,Scottish League One,144,86,144,434
2003,Scottish League One,Scottish League Two,9,0,5,15
2003,Scottish League One,Scottish Premiership,0,1,6,7
2003,Scottish League Two,Scottish Championship,3,0,10,13
2003,Scottish League Two,Scottish League One,5,0,9,15
2003,Scottish League Two,Scottish League Two,148,80,148,406
2003,Scottish League Two,Scottish Premiership,0,1,4,5
2003,Scottish Premiership,English Premier League,0,0,2,2
2003,Scottish Premiership,French Ligue 1,2,0,2,4
2003,Scottish Premiership,German Bundesliga,1,1,2,4
2003,Scottish Premiership,Italian Serie A,0,0,2,2
2003,Scottish Premiership,Scottish Championship,13,1,3,17
2003,Scottish Premiership,Scottish League One,6,1,0,7
2003,Scottish Premiership,Scottish League Two,4,1,0,5
2003,Scottish Premiership,Scottish Premiership,191,114,191,514
2003,Scottish Premiership,Spanish Primera División,1,2,1,4
2003,Spanish Primera División,Dutch Eredivisie,2,0,2,4
2003,Spanish Primera División,English Premier League,0,0,4,4
2003,Spanish Primera División,French Ligue 1,7,0,4,11
2003,Spanish Primera División,German Bundesliga,1,1,0,2
2003,Spanish Primera División,Italian Serie A,5,2,3,10
2003,Spanish Primera División,Scottish Premiership,1,2,1,4
2003,Spanish Primera División,Spanish Primera División,286,192,286,774
2004,Dutch Eredivisie,Dutch Eredivisie,247,118,247,626
2004,Dutch Eredivisie,English Premier League,0,1,3,4
2004,Dutch Eredivisie,French Ligue 1,5,1,1,7
2004,Dutch Eredivisie,German Bundesliga,2,1,1,4
2004,Dutch Eredivisie,Italian Serie A,1,0,3,4
2004,Dutch Eredivisie,Scottish Premiership,2,0,0,2
2004,Dutch Eredivisie,Spanish Primera División,1,1,1,3
2004,English League Championship,English League Championship,401,340,401,1206
2004,English League Championship,English League One,14,2,2,18
2004,English League Championship,English League Two,11,2,6,21
2004,English League Championship,English Premier League,8,7,28,47
2004,English League One,English League Championship,2,2,14,18
2004,English League One,English League One,430,310,430,1242
2004,English League One,English League Two,25,6,15,47
2004,English League One,English National League,11,2,3,17
2004,English League One,English Premier League,2,3,8,14
2004,English League Two,English League Championship,6,2,11,21
2004,English League Two,English League One,15,6,25,47
2004,English League Two,English League Two,408,336,408,1196
2004,English League Two,English National League,10,3,4,17
2004,English League Two,English Premier League,0,0,11,11
2004,English National League,English League One,3,2,11,17
2004,English National League,English League Two,4,3,10,17
2004,English National League,English National League,350,240,350,1088
2004,English National League,English Premier League,0,1,1,2
2004,English Premier League,Dutch Eredivisie,3,1,0,4
2004,English Premier League,English League Championship,28,7,8,47
2004,English Premier League,English League One,8,3,2,14
2004,English Premier League,English League Two,11,0,0,11
2004,English Premier League,English National League,1,1,0,2
2004,English Premier League,English Premier League,297,230,297,942
2004,English Premier League,French Ligue 1,4,2,1,7
2004,English Premier League,German Bundesliga,4,0,2,6
2004,English Premier League,Italian Serie A,2,2,2,6
2004,English Premier League,Spanish Primera División,2,1,2,5
2004,French Ligue 1,Dutch Eredivisie,1,1,5,7
2004,French Ligue 1,English Premier League,1,2,4,7
2004,French Ligue 1,French Ligue 1,249,266,249,818
2004,French Ligue 1,German Bundesliga,2,0,0,2
2004,French Ligue 1,Scottish Premiership,1,0,0,1
2004,French Ligue 1,Spanish Primera División,3,0,0,3
2004,German Bundesliga,Dutch Eredivisie,1,1,2,4
2004,German Bundesliga,English Premier League,2,0,4,6
2004,German Bundesliga,French Ligue 1,0,0,2,2
2004,German Bundesliga,German Bundesliga,241,130,241,624
2004,German Bundesliga,Italian Serie A,1,3,4,8
2004,German Bundesliga,Scottish Premiership,1,0,0,1
2004,German Bundesliga,Spanish Primera División,3,1,0,4
2004,Italian Serie A,Dutch Eredivisie,3,0,1,4
2004,Italian Serie A,English Premier League,2,2,2,6
2004,Italian Serie A,German Bundesliga,4,3,1,8
2004,Italian Serie A,Italian Serie A,260,250,260,816
2004,Italian Serie A,Scottish Premiership,1,1,0,2
2004,Italian Serie A,Spanish Primera División,4,3,5,12
2004,Major League Soccer,Major League Soccer,118,96,118,338
2004,Mexican Liga MX,Mexican Liga MX,240,162,240,644
2004,Mexican Liga MX,Primera División de Argentina,4,3,1,8
2004,Primera División de Argentina,Mexican Liga MX,1,3,4,8
2004,Primera División de Argentina,Primera División de Argentina,237,214,237,688
2004,Scottish Championship,Scottish Championship,142,102,142,412
2004,Scottish Championship,Scottish League One,9,0,5,15
2004,Scottish Championship,Scottish League Two,8,0,2,11
2004,Scottish Championship,Scottish Premiership,0,1,10,12
2004,Scottish League One,Scottish Championship,5,0,9,15
2004,Scottish League One,Scottish League One,144,90,144,418
2004,Scottish League One,Scottish League Two,11,2,3,21
2004,Scottish League One,Scottish Premiership,0,0,10,13
2004,Scottish League Two,Scottish Championship,2,0,8,11
2004,Scottish League Two,Scottish League One,3,2,11,21
2004,Scottish League Two,Scottish League Two,145,84,145,418
2004,Scottish League Two,Scottish Premiership,0,1,3,6
2004,Scottish Premiership,Dutch Eredivisie,0,0,2,2
2004,Scottish Premiership,French Ligue 1,0,0,1,1
2004,Scottish Premiership,German Bundesliga,0,0,1,1
2004,Scottish Premiership,Italian Serie A,0,1,1,2
2004,Scottish Premiership,Scottish Championship,10,1,0,12
2004,Scottish Premiership,Scottish League One,10,0,0,13
2004,Scottish Premiership,Scottish League Two,3,1,0,6
2004,Scottish Premiership,Scottish Premiership,202,98,202,614
2004,Scottish Premiership,Spanish Primera División,0,1,1,2
2004,Spanish Primera División,Dutch Eredivisie,1,1,1,3
2004,Spanish Primera División,English Premier League,2,1,2,5
2004,Spanish Primera División,French Ligue 1,0,0,3,3
2004,Spanish Primera División,German Bundesliga,0,1,3,4
2004,Spanish Primera División,Italian Serie A,5,3,4,12
2004,Spanish Primera División,Scottish Premiership,1,1,0,2
2004,Spanish Primera División,Spanish Primera División,281,204,281,776
2005,Australian A-League,Australian A-League,68,44,68,180
2005,Dutch Eredivisie,Dutch Eredivisie,262,128,262,700
2005,Dutch Eredivisie,English Premier League,0,2,1,3
2005,Dutch Eredivisie,French Ligue 1,0,0,5,5
2005,Dutch Eredivisie,German Bundesliga,1,0,1,2
2005,Dutch Eredivisie,Italian Serie A,1,2,1,5
2005,Dutch Eredivisie,Spanish Primera División,1,1,2,4
2005,English League Championship,English League Championship,394,352,394,1222
2005,English League Championship,English League One,12,1,4,17
2005,English League Championship,English League Two,14,2,6,22
2005,English League Championship,English National League,0,2,0,2
2005,English League Championship,English Premier League,3,7,23,35
2005,English League One,English League Championship,4,1,12,17
2005,English League One,English League One,400,358,400,1264
2005,English League One,English League Two,26,11,18,56
2005,English League One,English National League,8,0,8,18
2005,English League One,English Premier League,3,2,10,15
2005,English League Two,English League Championship,6,2,14,22
2005,English League Two,English League One,18,11,26,56
2005,English League Two,English League Two,393,362,393,1252
2005,English League Two,English National League,9,5,6,20
2005,English League Two,English Premier League,2,1,9,13
2005,English National League,English League Championship,0,2,0,2
2005,English National League,English League One,8,0,8,18
2005,English National League,English League Two,6,5,9,20
2005,English National League,English National League,346,248,346,1068
2005,English National League,English Premier League,0,1,1,3
2005,English Premier League,Dutch Eredivisie,1,2,0,3
2005,English Premier League,English League Championship,23,7,3,35
2005,English Premier League,English League One,10,2,3,15
2005,English Premier League,English League Two,9,1,2,13
2005,English Premier League,English National League,1,1,0,3
2005,English Premier League,English Premier League,333,172,333,1074
2005,English Premier League,French Ligue 1,0,2,2,4
2005,English Premier League,German Bundesliga,1,0,1,2
2005,English Premier League,Italian Serie A,2,1,1,4
2005,English Premier League,Spanish Primera División,4,7,8,19
2005,French Ligue 1,Dutch Eredivisie,5,0,0,5
2005,French Ligue 1,English Premier League,2,2,0,4
2005,French Ligue 1,French Ligue 1,262,238,262,984
2005,French Ligue 1,German Bundesliga,2,2,1,5
2005,French Ligue 1,Italian Serie A,3,3,2,8
2005,French Ligue 1,Spanish Primera División,4,4,4,12
2005,Fútbol Profesional Colombiano,Fútbol Profesional Colombiano,46,20,46,112
2005,Fútbol Profesional Colombiano,Liga Profesional Boliviana,0,1,1,2
2005,Fútbol Profesional Colombiano,Mexican Liga MX,1,1,2,4
2005,Fútbol Profesional Colombiano,Primera División de Argentina,1,0,1,2
2005,Fútbol Profesional Colombiano,Primera División de Chile,0,0,2,2
2005,Fútbol Profesional Colombiano,Primera División de Uruguay,0,2,0,2
2005,Fútbol Profesional Colombiano,Primera Profesional de Perú,2,0,0,2
2005,German Bundesliga,Dutch Eredivisie,1,0,1,2
2005,German Bundesliga,English Premier League,1,0,1,2
2005,German Bundesliga,French Ligue 1,1,2,2,5
2005,German Bundesliga,German Bundesliga,210,192,210,734
2005,German Bundesliga,Italian Serie A,4,4,5,13
2005,German Bundesliga,Spanish Primera División,3,3,4,10
2005,Italian Serie A,Dutch Eredivisie,1,2,1,5
2005,Italian Serie A,English Premier League,1,1,2,4
2005,Italian Serie A,French Ligue 1,2,3,3,8
2005,Italian Serie A,German Bundesliga,5,4,4,13
2005,Italian Serie A,Italian Serie A,272,218,272,806
2005,Italian Serie A,Scottish Premiership,1,1,0,2
2005,Italian Serie A,Spanish Primera División,1,2,4,7
2005,Liga Profesional Boliviana,Fútbol Profesional Colombiano,1,1,0,2
2005,Liga Profesional Boliviana,Liga Profesional Boliviana,37,22,37,96
2005,Liga Profesional Boliviana,Mexican Liga MX,1,0,1,2
2005,Liga Profesional Boliviana,Primera A de Ecuador,2,0,0,2
2005,Liga Profesional Boliviana,Primera División de Argentina,2,0,4,6
2005,Liga Profesional Boliviana,Primera División de Chile,0,0,2,2
2005,Liga Profesional Boliviana,Primera Profesional de Perú,0,0,2,2
2005,Major League Soccer,Major League Soccer,160,98,160,422
2005,Major League Soccer,Primera División de Chile,0,1,1,2
2005,Mexican Liga MX,Fútbol Profesional Colombiano,2,1,1,4
2005,Mexican Liga MX,Liga Profesional Boliviana,1,0,1,2
2005,Mexican Liga MX,Mexican Liga MX,236,162,236,638
2005,Mexican Liga MX,Primera División de Argentina,2,4,2,8
2005,Mexican Liga MX,Primera División de Chile,3,0,1,4
2005,Mexican Liga MX,Primera División de Paraguay,0,2,0,2
2005,Mexican Liga MX,Primera División de Uruguay,0,1,1,2
2005,Mexican Liga MX,Primera División de Venezuela,0,2,2,4
2005,Mexican Liga MX,Primera Profesional de Perú,1,1,0,2
2005,Primera A de Ecuador,Liga Profesional Boliviana,0,0,2,2
2005,Primera A de Ecuador,Primera A de Ecuador,33,18,33,84
2005,Primera A de Ecuador,Primera División de Argentina,1,1,2,4
2005,Primera A de Ecuador,Primera División de Paraguay,0,1,1,2
2005,Primera A de Ecuador,Primera División de Uruguay,1,0,1,2
2005,Primera A de Ecuador,Primera Profesional de Perú,2,0,0,2
2005,Primera División de Argentina,Fútbol Profesional Colombiano,1,0,1,2
2005,Primera División de Argentina,Liga Profesional Boliviana,4,0,2,6
2005,Primera División de Argentina,Mexican Liga MX,2,4,2,8
2005,Primera División de Argentina,Primera A de Ecuador,2,1,1,4
2005,Primera División de Argentina,Primera División de Argentina,270,232,270,772
2005,Primera División de Argentina,Primera División de Chile,2,2,0,4
2005,Primera División de Argentina,Primera División de Paraguay,3,2,3,8
2005,Primera División de Argentina,Primera División de Uruguay,2,0,0,2
2005,Primera División de Argentina,Primera Profesional de Perú,3,1,0,4
2005,Primera División de Chile,Fútbol Profesional Colombiano,2,0,0,2
2005,Primera División de Chile,Liga Profesional Boliviana,2,0,0,2
2005,Primera División de Chile,Major League Soccer,1,1,0,2
2005,Primera División de Chile,Mexican Liga MX,1,0,3,4
2005,Primera División de Chile,Primera División de Argentina,0,2,2,4
2005,Primera División de Chile,Primera División de Chile,152,110,152,414
2005,Primera División de Chile,Primera Profesional de Perú,1,0,1,2
2005,Primera División de Paraguay,Mexican Liga MX,0,2,0,2
2005,Primera División de Paraguay,Primera A de Ecuador,1,1,0,2
2005,Primera División de Paraguay,Primera División de Argentina,3,2,3,8
2005,Primera División de Paraguay,Primera División de Paraguay,69,46,69,184
2005,Primera División de Paraguay,Primera División de Uruguay,1,1,0,2
2005,Primera División de Paraguay,Primera Profesional de Perú,0,2,0,2
2005,Primera División de Uruguay,Fútbol Profesional Colombiano,0,2,0,2
2005,Primera División de Uruguay,Mexican Liga MX,1,1,0,2
2005,Primera División de Uruguay,Primera A de Ecuador,1,0,1,2
2005,Primera División de Uruguay,Primera División de Argentina,0,0,2,2
2005,Primera División de Uruguay,Primera División de Paraguay,0,1,1,2
2005,Primera División de Uruguay,Primera División de Uruguay,171,144,171,486
2005,Primera División de Uruguay,Primera División de Venezuela,1,1,0,2
2005,Primera División de Uruguay,Primera Profesional de Perú,0,2,0,2
2005,Primera División de Venezuela,Mexican Liga MX,2,2,0,4
2005,Primera División de Venezuela,Primera División de Uruguay,0,1,1,2
2005,Primera División de Venezuela,Primera División de Venezuela,122,120,122,364
2005,Primera División de Venezuela,Primera Profesional de Perú,1,0,1,2
2005,Primera Profesional de Perú,Fútbol Profesional Colombiano,0,0,2,2
2005,Primera Profesional de Perú,Liga Profesional Boliviana,2,0,0,2
2005,Primera Profesional de Perú,Mexican Liga MX,0,1,1,2
2005,Primera Profesional de Perú,Primera A de Ecuador,0,0,2,2
2005,Primera Profesional de Perú,Primera División de Argentina,0,1,3,4
2005,Primera Profesional de Perú,Primera División de Chile,1,0,1,2
2005,Primera Profesional de Perú,Primera División de Paraguay,0,2,0,2
2005,Primera Profesional de Perú,Primera División de Uruguay,0,2,0,2
2005,Primera Profesional de Perú,Primera División de Venezuela,1,0,1,2
2005,Primera Profesional de Perú,Primera Profesional de Perú,122,72,122,316
2005,Scottish Championship,Scottish Championship,131,130,131,424
2005,Scottish Championship,Scottish League One,9,5,9,23
2005,Scottish Championship,Scottish League Two,9,0,1,11
2005,Scottish Championship,Scottish Premiership,3,1,6,10
2005,Scottish League One,Scottish Championship,9,5,9,23
2005,Scottish League One,Scottish League One,155,72,155,442
2005,Scottish League One,Scottish League Two,14,2,4,22
2005,Scottish League One,Scottish Premiership,1,5,9,16
2005,Scottish League Two,Scottish Championship,1,0,9,11
2005,Scottish League Two,Scottish League One,4,2,14,22
2005,Scottish League Two,Scottish League Two,151,70,151,438
2005,Scottish League Two,Scottish Premiership,0,0,3,3
2005,Scottish Premiership,Italian Serie A,0,1,1,2
2005,Scottish Premiership,Scottish Championship,6,1,3,10
2005,Scottish Premiership,Scottish League One,9,5,1,16
2005,Scottish Premiership,Scottish League Two,3,0,0,3
2005,Scottish Premiership,Scottish Premiership,187,114,187,560
2005,Scottish Premiership,Spanish Primera División,0,2,0,2
2005,Spanish Primera División,Dutch Eredivisie,2,1,1,4
2005,Spanish Primera División,English Premier League,8,7,4,19
2005,Spanish Primera División,French Ligue 1,4,4,4,12
2005,Spanish Primera División,German Bundesliga,4,3,3,10
2005,Spanish Primera División,Italian Serie A,4,2,1,7
2005,Spanish Primera División,Scottish Premiership,0,2,0,2
2005,Spanish Primera División,Spanish Primera División,275,210,275,760
2006,Australian A-League,Australian A-League,68,44,68,180
2006,Austrian Bundesliga,Austrian Bundesliga,132,88,132,360
2006,Austrian Bundesliga,Belgian Jupiler League,0,0,1,1
2006,Austrian Bundesliga,Dutch Eredivisie,0,0,1,1
2006,Austrian Bundesliga,English Premier League,0,1,1,2
2006,Austrian Bundesliga,Italian Serie A,0,0,2,2
2006,Austrian Bundesliga,Portuguese Liga,0,1,1,2
2006,Austrian Bundesliga,Spanish Primera División,1,0,2,3
2006,Austrian Bundesliga,Swiss Super League,1,1,2,4
2006,Belgian Jupiler League,Austrian Bundesliga,1,0,0,1
2006,Belgian Jupiler League,Belgian Jupiler League,223,166,223,612
2006,Belgian Jupiler League,Dutch Eredivisie,0,0,1,1
2006,Belgian Jupiler League,English Premier League,0,0,3,3
2006,Belgian Jupiler League,French Ligue 1,0,2,0,2
2006,Belgian Jupiler League,German Bundesliga,0,1,0,1
2006,Belgian Jupiler League,Greek Super League,0,2,0,2
2006,Belgian Jupiler League,Italian Serie A,0,0,2,2
2006,Belgian Jupiler League,Russian Premier League,1,0,1,2
2006,Belgian Jupiler League,Spanish Primera División,0,0,3,3
2006,Belgian Jupiler League,Swiss Super League,0,1,1,2
2006,Belgian Jupiler League,Turkish Super Lig,0,0,1,1
2006,Danish SAS-Ligaen,Danish SAS-Ligaen,150,96,150,396
2006,Danish SAS-Ligaen,Dutch Eredivisie,2,0,1,3
2006,Danish SAS-Ligaen,English Premier League,1,0,1,2
2006,Danish SAS-Ligaen,French Ligue 1,0,1,0,1
