rk,team,league,str,ofs,dfs,sos
793,Hartlepool United,English League Two,0.497,0.769,1.548,0.831
794,Newport County,English League Two,0.495,0.735,1.485,0.834
795,Xelaju,Liga Nacional de Guatemala,0.495,0.679,1.372,0.724
796,FC Eindhoven,Dutch Eeerste Divisie,0.493,0.863,1.749,0.763
797,RKC Waalwijk,Dutch Eeerste Divisie,0.490,0.845,1.724,0.765
798,Concordia Chiajna,Romanian First Division,0.484,0.608,1.258,0.824
799,Macclesfield Town,English National League,0.484,0.692,1.428,0.704
800,Gefle IF,Swedish Allsvenskanliga,0.480,0.763,1.589,0.855
801,Yupanqui,Primera Division D de Argentina,0.478,0.651,1.361,0.748
802,ASA Targu Mures,Romanian First Division,0.472,0.631,1.335,0.825
803,Deportivo Paraguayo,Primera Division D de Argentina,0.463,0.618,1.334,0.749
804,Helmond Sport,Dutch Eeerste Divisie,0.455,0.765,1.682,0.757
805,FC Den Bosch,Dutch Eeerste Divisie,0.454,0.754,1.661,0.757
806,Marquense,Liga Nacional de Guatemala,0.453,0.664,1.466,0.734
807,Dundee United,Scottish Championship,0.453,0.745,1.645,0.639
808,Claypole,Primera Division D de Argentina,0.450,0.608,1.352,0.746
809,Falkirk,Scottish Championship,0.446,0.714,1.600,0.631
810,IK Start,Norwegian Tippeligaen,0.445,0.696,1.565,0.877
811,Petapa,Liga Nacional de Guatemala,0.443,0.663,1.497,0.744
812,Hamrun Spartans,Maltese Premier League,0.442,0.768,1.739,0.796
813,Metapan,Primera División de El Salvador,0.441,0.622,1.412,0.708
814,Centro Español,Primera Division D de Argentina,0.437,0.687,1.571,0.745
815,Chester FC,English National League,0.435,0.718,1.652,0.693
816,Leyton Orient,English League Two,0.434,0.706,1.628,0.842
817,Greenock Morton,Scottish Championship,0.433,0.605,1.395,0.656
818,SC Stormvogels Telstar,Dutch Eeerste Divisie,0.428,0.691,1.614,0.762
819,Lugano,Primera Division D de Argentina,0.423,0.628,1.484,0.748
820,Sutton United,English National League,0.420,0.648,1.543,0.717
821,Boreham Wood,English National League,0.420,0.577,1.375,0.704
822,Municipal Limeño,Primera División de El Salvador,0.419,0.627,1.497,0.707
823,Derry City,League of Ireland Premier Division,0.417,0.625,1.499,0.604
824,FC Oss,Dutch Eeerste Divisie,0.414,0.915,2.210,0.773
825,Eastleigh,English National League,0.411,0.676,1.645,0.700
826,Fortuna Sittard,Dutch Eeerste Divisie,0.401,0.708,1.767,0.760
827,CD FAS,Primera División de El Salvador,0.396,0.614,1.552,0.719
828,Central Ballester,Primera Division D de Argentina,0.395,0.574,1.454,0.750
829,Puerto Nuevo,Primera Division D de Argentina,0.394,0.561,1.425,0.754
830,Dunfermline Athletic,Scottish Championship,0.387,0.664,1.715,0.648
831,Suchitepequez,Liga Nacional de Guatemala,0.385,0.709,1.843,0.753
832,Solihull Moors,English National League,0.380,0.697,1.835,0.703
833,Dordrecht '90,Dutch Eeerste Divisie,0.379,0.699,1.846,0.767
834,Torquay United,English National League,0.378,0.611,1.617,0.700
835,Shamrock Rovers,League of Ireland Premier Division,0.377,0.608,1.614,0.607
836,Queen of the South,Scottish Championship,0.377,0.672,1.783,0.643
837,Bromley,English National League,0.367,0.620,1.689,0.708
838,T.N.S.,Welsh Premier League,0.364,0.746,2.050,0.472
839,St Mirren,Scottish Championship,0.363,0.694,1.909,0.659
840,Wrexham,English National League,0.362,0.555,1.536,0.690
841,Guiseley,English National League,0.360,0.607,1.688,0.704
842,Woking,English National League,0.351,0.700,1.993,0.703
843,Sligo,League of Ireland Premier Division,0.350,0.572,1.635,0.608
844,Maidstone United,English National League,0.345,0.653,1.895,0.699
845,St Patricks,League of Ireland Premier Division,0.336,0.601,1.789,0.607
846,Luis Angel Firpo,Primera División de El Salvador,0.336,0.636,1.894,0.709
847,York City,English National League,0.334,0.616,1.845,0.701
848,Braintree Town,English National League,0.333,0.629,1.889,0.696
849,Falkenbergs FF,Swedish Allsvenskanliga,0.325,0.674,2.076,0.864
850,Mictlan,Liga Nacional de Guatemala,0.324,0.533,1.647,0.744
851,Raith Rovers,Scottish Championship,0.317,0.541,1.710,0.658
852,Bray,League of Ireland Premier Division,0.315,0.554,1.760,0.611
853,Dumbarton,Scottish Championship,0.301,0.631,2.095,0.652
854,Livingston,Scottish League One,0.298,0.621,2.082,0.492
855,Galway Utd,League of Ireland Premier Division,0.285,0.600,2.103,0.613
856,Ayr United,Scottish Championship,0.285,0.535,1.879,0.639
857,Alloa Athletic,Scottish League One,0.275,0.580,2.107,0.508
858,Bohemians,League of Ireland Premier Division,0.275,0.479,1.740,0.629
859,Southport,English National League,0.267,0.607,2.269,0.703
860,North Ferriby United,English National League,0.251,0.467,1.861,0.695
861,Bidvest Wits,South African Premiership,0.231,0.487,2.105,0.453
862,Connah's Quay,Welsh Premier League,0.229,0.451,1.971,0.501
863,Linfield,Northern Irish Premiership,0.221,0.484,2.192,0.406
864,Finn Harps,League of Ireland Premier Division,0.221,0.432,1.954,0.620
865,Mamelodi Sundowns,South African Premiership,0.219,0.467,2.136,0.474
866,SuperSport United,South African Premiership,0.217,0.454,2.094,0.455
867,East Fife,Scottish League One,0.209,0.438,2.092,0.495
868,Wexford Youths,League of Ireland Premier Division,0.197,0.499,2.531,0.622
869,Kaizer Chiefs,South African Premiership,0.196,0.414,2.110,0.454
870,Newtown,Welsh Premier League,0.193,0.511,2.652,0.449
871,Crusaders,Northern Irish Premiership,0.187,0.472,2.531,0.422
872,Stranraer,Scottish League One,0.185,0.447,2.415,0.519
873,Albion Rovers,Scottish League One,0.184,0.433,2.359,0.517
874,Bangor City,Welsh Premier League,0.182,0.504,2.760,0.488
875,Queen's Park,Scottish League One,0.180,0.414,2.295,0.508
876,Longford Town,League of Ireland Premier Division,0.180,0.457,2.541,0.625
877,Carmarthen,Welsh Premier League,0.178,0.454,2.549,0.489
878,Airdrieonians,Scottish League One,0.177,0.536,3.023,0.503
879,Peterhead,Scottish League One,0.173,0.457,2.638,0.515
880,Brechin City,Scottish League One,0.173,0.436,2.521,0.510
881,Cape Town City FC,South African Premiership,0.169,0.379,2.249,0.463
882,Platinum Stars,South African Premiership,0.168,0.385,2.291,0.456
883,Buriram United,Thai Premier League,0.166,0.417,2.505,0.501
884,Bangkok United,Thai Premier League,0.163,0.454,2.785,0.411
885,Newi Cefn Druids,Welsh Premier League,0.162,0.409,2.527,0.455
886,Bangkok Glass,Thai Premier League,0.161,0.447,2.786,0.411
887,Polokwane City FC,South African Premiership,0.153,0.366,2.393,0.458
888,Elgin City,Scottish League Two,0.151,0.467,3.090,0.421
889,Forfar Athletic,Scottish League Two,0.148,0.458,3.091,0.416
890,Ajax Cape Town,South African Premiership,0.144,0.373,2.583,0.459
891,Maritzburg Utd,South African Premiership,0.144,0.372,2.583,0.458
892,Golden Arrows,South African Premiership,0.142,0.387,2.731,0.460
893,Cliftonville,Northern Irish Premiership,0.140,0.377,2.702,0.396
894,Stenhousemuir,Scottish League One,0.139,0.432,3.103,0.518
895,Coleraine,Northern Irish Premiership,0.139,0.358,2.584,0.396
896,Chonburi,Thai Premier League,0.138,0.406,2.932,0.441
897,Arbroath,Scottish League Two,0.137,0.407,2.977,0.419
898,Orlando Pirates,South African Premiership,0.135,0.385,2.850,0.461
899,Free State Stars,South African Premiership,0.135,0.340,2.530,0.458
900,Aberystwyth,Welsh Premier League,0.134,0.416,3.102,0.461
901,Bloem Celtic,South African Premiership,0.130,0.305,2.357,0.461
902,Suphanburi,Thai Premier League,0.125,0.353,2.816,0.417
903,Army United,Thai Premier League,0.123,0.368,2.990,0.417
904,Glenavon,Northern Irish Premiership,0.123,0.382,3.106,0.396
905,Airbus UK,Welsh Premier League,0.122,0.407,3.334,0.464
906,Annan Athletic,Scottish League Two,0.120,0.397,3.306,0.418
907,BEC-Tero Sasana,Thai Premier League,0.118,0.413,3.511,0.418
908,Ballymena,Northern Irish Premiership,0.118,0.474,4.030,0.399
909,Stirling Albion,Scottish League Two,0.118,0.397,3.366,0.414
910,Clyde,Scottish League Two,0.117,0.393,3.358,0.418
911,Dungannon Swifts,Northern Irish Premiership,0.117,0.401,3.424,0.385
912,Rhyl,Welsh Premier League,0.115,0.427,3.708,0.466
913,Montrose,Scottish League Two,0.109,0.337,3.099,0.417
914,Osotspa M150,Thai Premier League,0.108,0.364,3.366,0.420
915,Glentoran,Northern Irish Premiership,0.107,0.336,3.130,0.397
916,Berwick Rangers,Scottish League Two,0.106,0.375,3.552,0.421
917,Edinburgh City,Scottish League Two,0.105,0.298,2.827,0.425
918,Navy Football Club,Thai Premier League,0.104,0.323,3.099,0.421
919,Cowdenbeath,Scottish League Two,0.102,0.338,3.310,0.429
920,Ards,Northern Irish Premiership,0.093,0.366,3.928,0.389
921,Ballinamallard Utd,Northern Irish Premiership,0.083,0.316,3.794,0.391
922,Portadown,Northern Irish Premiership,0.072,0.271,3.766,0.394
923,Carrick,Northern Irish Premiership,0.072,0.276,3.806,0.394
