Round Number,Date,Location,Home Team,Away Team,Result
18,25/01/2018 08:50,AAMI Park,Melbourne City,Newcastle Jets,2 - 2
18,26/01/2018 08:50,AAMI Park,Melbourne Victory,Sydney FC,1 - 3
18,27/01/2018 06:35,Westpac Stadium,Wellington Phoenix,Adelaide United,0 - 1
18,27/01/2018 08:50,Central Coast Stadium,Central Coast Mariners,Brisbane Roar,1 - 2
18,28/01/2018 09:30,nib Stadium,Perth Glory,Western Sydney Wanderers,3 - 1
19,02/02/2018 08:50,Allianz Stadium,Sydney FC,Wellington Phoenix,4 - 0
19,03/02/2018 06:35,McDonald Jones Stadium,Newcastle Jets,Melbourne Victory,2 - 0
19,03/02/2018 08:50,Coopers Stadium,Adelaide United,Perth Glory,2 - 1
19,04/02/2018 06:00,Central Coast Stadium,Central Coast Mariners,Western Sydney Wanderers,1 - 2
19,04/02/2018 08:00,Suncorp Stadium,Brisbane Roar,Melbourne City,1 - 2
20,09/02/2018 08:50,AAMI Park,Melbourne Victory,Brisbane Roar,1 - 2
20,10/02/2018 08:50,AAMI Park,Melbourne City,Sydney FC,0 - 4
20,11/02/2018 08:00,ANZ Stadium,Western Sydney Wanderers,Wellington Phoenix,4 - 0
20,16/02/2018 08:50,Spotless Stadium,Western Sydney Wanderers,Newcastle Jets,2 - 2
20,17/02/2018 06:35,Westpac Stadium,Wellington Phoenix,Perth Glory,2 - 1
20,17/02/2018 08:50,Coopers Stadium,Adelaide United,Central Coast Mariners,2 - 2
21,23/02/2018 08:50,Central Coast Stadium,Central Coast Mariners,Wellington Phoenix,1 - 0
21,24/02/2018 06:35,Suncorp Stadium,Brisbane Roar,Newcastle Jets,0 - 1
21,24/02/2018 08:50,AAMI Park,Melbourne Victory,Adelaide United,3 - 0
21,24/02/2018 11:00,nib Stadium,Perth Glory,Melbourne City,2 - 1
21,25/02/2018 07:30,Allianz Stadium,Sydney FC,Western Sydney Wanderers,3 - 1
22,02/03/2018 08:50,AAMI Park,Melbourne City,Melbourne Victory,1 - 2
22,03/03/2018 06:35,McDonald Jones Stadium,Newcastle Jets,Sydney FC,2 - 1
22,03/03/2018 08:50,Suncorp Stadium,Brisbane Roar,Adelaide United,1 - 0
22,10/03/2018 08:50,Spotless Stadium,Western Sydney Wanderers,Wellington Phoenix,4 - 1
22,10/03/2018 11:00,nib Stadium,Perth Glory,Central Coast Mariners,3 - 1
23,04/03/2018 06:00,Spotless Stadium,Western Sydney Wanderers,Perth Glory,1 - 1
23,16/03/2018 08:50,Coopers Stadium,Adelaide United,Melbourne City,1 - 1
23,17/03/2018 06:35,QBE Stadium,Wellington Phoenix,Newcastle Jets,0 - 1
23,17/03/2018 08:50,Allianz Stadium,Sydney FC,Brisbane Roar,1 - 2
23,18/03/2018 06:00,AAMI Park,Melbourne Victory,Central Coast Mariners,5 - 2
24,23/03/2018 08:50,Coopers Stadium,Adelaide United,Newcastle Jets,5 - 2
24,24/03/2018 06:35,Central Coast Stadium,Central Coast Mariners,Sydney FC,1 - 2
24,24/03/2018 08:50,AAMI Park,Melbourne City,Western Sydney Wanderers,3 - 0
24,25/03/2018 06:00,Westpac Stadium,Wellington Phoenix,Brisbane Roar,2 - 2
24,25/03/2018 08:00,nib Stadium,Perth Glory,Melbourne Victory,1 - 0
25,29/03/2018 10:30,nib Stadium,Perth Glory,Sydney FC,2 - 3
25,30/03/2018 08:50,Coopers Stadium,Adelaide United,Wellington Phoenix,3 - 1
25,31/03/2018 06:35,Suncorp Stadium,Brisbane Roar,Central Coast Mariners,1 - 0
25,31/03/2018 08:50,AAMI Park,Melbourne Victory,Western Sydney Wanderers,3 - 1
25,01/04/2018 07:00,McDonald Jones Stadium,Newcastle Jets,Melbourne City,0 - 3
26,06/04/2018 09:50,McDonald Jones Stadium,Newcastle Jets,Perth Glory,0 - 2
26,07/04/2018 07:35,ANZ Stadium,Western Sydney Wanderers,Brisbane Roar,3 - 0
26,07/04/2018 09:50,AAMI Park,Melbourne City,Central Coast Mariners,1 - 0
26,08/04/2018 07:00,AAMI Park,Melbourne Victory,Wellington Phoenix,2 - 1
26,08/04/2018 09:00,Allianz Stadium,Sydney FC,Adelaide United,3 - 0
27,13/04/2018 09:50,Allianz Stadium,Sydney FC,Melbourne Victory,1 - 0
27,14/04/2018 07:35,QBE Stadium,Wellington Phoenix,Melbourne City,2 - 1
27,14/04/2018 09:50,Central Coast Stadium,Central Coast Mariners,Newcastle Jets,2 - 8
27,14/04/2018 12:00,nib Stadium,Perth Glory,Brisbane Roar,2 - 3
27,15/04/2018 07:00,ANZ Stadium,Western Sydney Wanderers,Adelaide United,2 - 3
