Round Number,Date,Location,Home Team,Away Team,Result
13,13/01/2019 09:00,HBF Park,Perth Glory,Western Sydney Wanderers,4 - 3
14,15/01/2019 08:50,Suncorp Stadium,Brisbane Roar,Melbourne Victory,0 - 5
14,22/01/2019 08:50,AAMI Park,Melbourne City,Western Sydney Wanderers,4 - 3
14,23/01/2019 06:35,Westpac Stadium,Wellington Phoenix,Sydney FC,0 - 1
14,23/01/2019 08:50,McDonald Jones Stadium,Newcastle Jets,Central Coast Mariners,1 - 0
14,23/01/2019 11:00,HBF Park,Perth Glory,Adelaide United,0 - 0
15,18/01/2019 08:50,ANZ Stadium,Western Sydney Wanderers,Adelaide United,1 - 2
15,19/01/2019 06:35,Jubilee Oval,Sydney FC,Newcastle Jets,1 - 0
15,19/01/2019 08:50,AAMI Park,Melbourne City,Perth Glory,0 - 0
15,20/01/2019 06:00,AAMI Park,Melbourne Victory,Wellington Phoenix,3 - 3
15,20/01/2019 08:00,Central Coast Stadium,Central Coast Mariners,Brisbane Roar,1 - 1
16,25/01/2019 08:50,Suncorp Stadium,Brisbane Roar,Western Sydney Wanderers,2 - 2
16,26/01/2019 06:35,Westpac Stadium,Wellington Phoenix,Melbourne City,1 - 0
16,26/01/2019 08:50,AAMI Park,Melbourne Victory,Sydney FC,2 - 1
16,27/01/2019 07:00,Coopers Stadium,Adelaide United,Central Coast Mariners,2 - 1
16,27/01/2019 09:00,HBF Park,Perth Glory,Newcastle Jets,2 - 0
17,01/02/2019 08:50,ANZ Stadium,Western Sydney Wanderers,Newcastle Jets,1 - 5
17,02/02/2019 06:35,Central Coast Stadium,Central Coast Mariners,Melbourne Victory,2 - 3
17,02/02/2019 08:50,Coopers Stadium,Adelaide United,Brisbane Roar,4 - 3
17,02/02/2019 11:00,HBF Park,Perth Glory,Wellington Phoenix,3 - 0
17,03/02/2019 06:00,Jubilee Oval,Sydney FC,Melbourne City,2 - 0
18,07/02/2019 08:50,McDonald Jones Stadium,Newcastle Jets,Wellington Phoenix,1 - 1
18,08/02/2019 08:50,Suncorp Stadium,Brisbane Roar,Sydney FC,2 - 1
18,09/02/2019 06:35,Spotless Stadium,Western Sydney Wanderers,Central Coast Mariners,2 - 0
18,09/02/2019 08:50,AAMI Park,Melbourne City,Adelaide United,1 - 1
18,10/02/2019 06:00,AAMI Park,Melbourne Victory,Perth Glory,1 - 2
19,15/02/2019 06:35,Eden Park,Wellington Phoenix,Melbourne Victory,1 - 1
19,15/02/2019 08:50,McDonald Jones Stadium,Newcastle Jets,Melbourne City,3 - 1
19,16/02/2019 08:50,Coopers Stadium,Adelaide United,Western Sydney Wanderers,1 - 3
19,16/02/2019 11:00,HBF Park,Perth Glory,Brisbane Roar,4 - 0
19,17/02/2019 06:00,Leichhardt Oval,Sydney FC,Central Coast Mariners,1 - 1
20,22/02/2019 08:50,Central Coast Stadium,Central Coast Mariners,Brisbane Roar,3 - 5
20,23/02/2019 06:35,Campbelltown Stadium,Wellington Phoenix,Sydney FC,0 - 1
20,23/02/2019 08:50,Marvel Stadium,Melbourne Victory,Melbourne City,1 - 1
20,24/02/2019 06:00,McDonald Jones Stadium,Newcastle Jets,Adelaide United,0 - 0
20,24/02/2019 08:00,Spotless Stadium,Western Sydney Wanderers,Perth Glory,1 - 1
21,01/03/2019 08:50,Leichhardt Oval,Sydney FC,Adelaide United,2 - 0
21,02/03/2019 08:50,GMHBA Stadium,Melbourne Victory,Newcastle Jets,0 - 2
21,03/03/2019 06:00,AAMI Park,Melbourne City,Perth Glory,2 - 2
21,08/03/2019 08:50,Suncorp Stadium,Brisbane Roar,Western Sydney Wanderers,1 - 4
21,09/03/2019 08:50,Central Coast Stadium,Central Coast Mariners,Wellington Phoenix,2 - 8
22,15/03/2019 08:50,Coopers Stadium,Adelaide United,Perth Glory,0 - 2
22,16/03/2019 06:35,McDonald Jones Stadium,Newcastle Jets,Central Coast Mariners,2 - 3
22,16/03/2019 08:50,Marvel Stadium,Melbourne Victory,Brisbane Roar,2 - 1
22,17/03/2019 06:00,Westpac Stadium,Wellington Phoenix,Western Sydney Wanderers,3 - 1
22,17/03/2019 08:00,Leichhardt Oval,Sydney FC,Melbourne City,0 - 2
23,29/03/2019 08:50,Suncorp Stadium,Brisbane Roar,Sydney FC,1 - 3
23,30/03/2019 06:35,Westpac Stadium,Wellington Phoenix,Newcastle Jets,4 - 1
23,30/03/2019 08:50,ANZ Stadium,Western Sydney Wanderers,Melbourne City,3 - 0
23,30/03/2019 11:00,HBF Park,Perth Glory,Melbourne Victory,0 - 2
23,31/03/2019 06:00,Central Coast Stadium,Central Coast Mariners,Adelaide United,0 - 1
24,05/04/2019 08:50,AAMI Park,Melbourne City,Brisbane Roar,4 - 1
24,06/04/2019 06:35,McDonald Jones Stadium,Newcastle Jets,Western Sydney Wanderers,3 - 2
24,06/04/2019 08:50,Sydney Cricket Ground,Sydney FC,Melbourne Victory,2 - 1
24,07/04/2019 07:00,Coopers Stadium,Adelaide United,Wellington Phoenix,3 - 1
24,07/04/2019 09:00,Central Coast Stadium,Central Coast Mariners,Perth Glory,0 - 3
25,12/04/2019 09:50,Suncorp Stadium,Brisbane Roar,Wellington Phoenix,2 - 1
25,13/04/2019 07:35,AAMI Park,Melbourne City,Adelaide United,0 - 0
25,13/04/2019 09:50,ANZ Stadium,Western Sydney Wanderers,Sydney FC,1 - 1
25,14/04/2019 07:00,AAMI Park,Melbourne Victory,Central Coast Mariners,2 - 1
25,14/04/2019 09:00,HBF Park,Perth Glory,Newcastle Jets,1 - 0
26,18/04/2019 09:50,Jubilee Oval,Sydney FC,Perth Glory,1 - 0
26,19/04/2019 09:50,Coopers Stadium,Adelaide United,Melbourne Victory,1 - 0
26,20/04/2019 07:35,Suncorp Stadium,Brisbane Roar,Newcastle Jets,1 - 6
26,20/04/2019 09:50,Central Coast Stadium,Central Coast Mariners,Western Sydney Wanderers,3 - 1
26,21/04/2019 07:00,Westpac Stadium,Wellington Phoenix,Melbourne City,3 - 2
27,25/04/2019 04:00,Suncorp Stadium,Brisbane Roar,Adelaide United,3 - 5
27,26/04/2019 09:50,AAMI Park,Melbourne City,Central Coast Mariners,5 - 0
27,27/04/2019 07:35,McDonald Jones Stadium,Newcastle Jets,Sydney FC,2 - 0
27,27/04/2019 09:50,ANZ Stadium,Western Sydney Wanderers,Melbourne Victory,0 - 1
27,28/04/2019 09:00,HBF Park,Perth Glory,Wellington Phoenix,5 - 0
Elim Finals,03/05/2019 09:50,AAMI Park,Melbourne Victory,Wellington Phoenix,3 - 1
Elim Finals,05/05/2019 09:00,Coopers Stadium,Adelaide United,Melbourne City,1 - 0
Semi Finals,10/05/2019 10:30,HBF Park,Perth Glory,Adelaide United,3 - 3
Semi Finals,12/05/2019 09:00,Jubilee Oval,Sydney FC,Melbourne Victory,6 - 1
Grand Final,19/05/2019 08:30,Optus Stadium,Perth Glory,Sydney FC,0 - 0
