Round Number,Date,Location,Home Team,Away Team,Result
12,26/12/2016 06:35,Hunter Stadium,Newcastle Jets,Wellington Phoenix,2 - 2
12,26/12/2016 08:50,Coopers Stadium,Adelaide United,Sydney FC,0 - 4
12,27/12/2016 08:50,AAMI Park,Melbourne City,Perth Glory,3 - 3
12,28/12/2016 08:50,AAMI Park,Melbourne Victory,Central Coast Mariners,4 - 1
13,30/12/2016 08:50,Allianz Stadium,Sydney FC,Brisbane Roar,2 - 0
13,31/12/2016 08:00,Central Coast Stadium,Central Coast Mariners,Melbourne City,2 - 2
13,01/01/2017 06:35,Westpac Stadium,Wellington Phoenix,Adelaide United,0 - 0
13,01/01/2017 08:50,ANZ Stadium,Western Sydney Wanderers,Perth Glory,1 - 1
13,02/01/2017 08:50,Simonds Stadium,Melbourne Victory,Newcastle Jets,4 - 2
14,05/01/2017 10:00,nib Stadium,Perth Glory,Wellington Phoenix,2 - 1
14,06/01/2017 08:50,AAMI Park,Melbourne City,Western Sydney Wanderers,1 - 0
14,07/01/2017 06:35,Suncorp Stadium,Brisbane Roar,Newcastle Jets,2 - 3
14,07/01/2017 08:50,Coopers Stadium,Adelaide United,Melbourne Victory,0 - 2
14,08/01/2017 06:00,Central Coast Stadium,Central Coast Mariners,Sydney FC,2 - 3
15,12/01/2017 08:50,Coopers Stadium,Adelaide United,Melbourne City,2 - 1
15,13/01/2017 08:50,AAMI Park,Melbourne Victory,Brisbane Roar,3 - 2
15,14/01/2017 06:35,Westpac Stadium,Wellington Phoenix,Central Coast Mariners,1 - 0
15,14/01/2017 08:50,Allianz Stadium,Sydney FC,Western Sydney Wanderers,0 - 0
15,15/01/2017 06:00,Hunter Stadium,Newcastle Jets,Perth Glory,2 - 2
15,17/01/2017 06:45,Westpac Stadium,Wellington Phoenix,Melbourne Victory,3 - 0
16,19/01/2017 08:50,AAMI Park,Melbourne City,Central Coast Mariners,2 - 1
16,20/01/2017 08:50,Allianz Stadium,Sydney FC,Adelaide United,2 - 0
16,21/01/2017 06:35,Westpac Stadium,Wellington Phoenix,Brisbane Roar,0 - 1
16,21/01/2017 09:00,nib Stadium,Perth Glory,Melbourne Victory,2 - 1
16,22/01/2017 06:00,Campelltown Stadium,Western Sydney Wanderers,Newcastle Jets,2 - 0
17,26/01/2017 08:50,Etihad Stadium,Melbourne Victory,Sydney FC,1 - 2
17,27/01/2017 08:50,C.ex Coffs Int Stadium,Newcastle Jets,Melbourne City,2 - 1
17,28/01/2017 06:35,Central Coast Stadium,Central Coast Mariners,Perth Glory,2 - 0
17,28/01/2017 08:50,Suncorp Stadium,Brisbane Roar,Western Sydney Wanderers,2 - 1
17,29/01/2017 06:00,Coopers Stadium,Adelaide United,Wellington Phoenix,2 - 2
18,03/02/2017 08:50,Suncorp Stadium,Brisbane Roar,Sydney FC,0 - 0
18,04/02/2017 06:35,Yarrow Stadium,Wellington Phoenix,Western Sydney Wanderers,1 - 3
18,04/02/2017 08:50,Etihad Stadium,Melbourne Victory,Melbourne City,2 - 1
18,04/02/2017 09:00,nib Stadium,Perth Glory,Newcastle Jets,3 - 2
18,05/02/2017 06:00,GIO Stadium,Central Coast Mariners,Adelaide United,2 - 1
19,09/02/2017 08:50,Allianz Stadium,Sydney FC,Wellington Phoenix,3 - 1
19,10/02/2017 08:50,Coopers Stadium,Adelaide United,Perth Glory,0 - 5
19,11/02/2017 08:50,AAMI Park,Melbourne City,Brisbane Roar,2 - 2
19,12/02/2017 06:00,Spotless Stadium,Western Sydney Wanderers,Central Coast Mariners,0 - 2
19,13/02/2017 08:50,Hunter Stadium,Newcastle Jets,Melbourne Victory,0 - 0
20,17/02/2017 08:50,Coopers Stadium,Adelaide United,Newcastle Jets,1 - 0
20,18/02/2017 06:35,Westpac Stadium,Wellington Phoenix,Melbourne City,1 - 5
20,18/02/2017 08:50,ANZ Stadium,Western Sydney Wanderers,Sydney FC,1 - 0
20,18/02/2017 11:00,nib Stadium,Perth Glory,Brisbane Roar,2 - 2
20,19/02/2017 06:00,Central Coast Stadium,Central Coast Mariners,Melbourne Victory,0 - 3
21,24/02/2017 08:50,AAMI Park,Melbourne City,Sydney FC,1 - 3
21,25/02/2017 06:35,Suncorp Stadium,Brisbane Roar,Wellington Phoenix,1 - 2
21,25/02/2017 08:50,AAMI Park,Melbourne Victory,Adelaide United,2 - 1
21,25/02/2017 11:00,nib Stadium,Perth Glory,Western Sydney Wanderers,2 - 0
21,26/02/2017 06:00,Hunter Stadium,Newcastle Jets,Central Coast Mariners,1 - 1
22,03/03/2017 08:50,Allianz Stadium,Sydney FC,Melbourne Victory,1 - 0
22,04/03/2017 06:35,QBE Stadium,Wellington Phoenix,Perth Glory,3 - 3
22,04/03/2017 08:50,Spotless Stadium,Western Sydney Wanderers,Adelaide United,0 - 0
22,05/03/2017 06:00,Central Coast Stadium,Central Coast Mariners,Melbourne City,2 - 3
22,05/03/2017 08:00,Hunter Stadium,Newcastle Jets,Brisbane Roar,1 - 3
23,10/03/2017 08:50,Allianz Stadium,Sydney FC,Central Coast Mariners,1 - 0
23,11/03/2017 08:50,AAMI Park,Melbourne Victory,Perth Glory,4 - 1
23,18/03/2017 08:50,AAMI Park,Melbourne City,Newcastle Jets,4 - 0
23,19/03/2017 06:00,Coopers Stadium,Adelaide United,Brisbane Roar,2 - 1
23,19/03/2017 06:00,Spotless Stadium,Western Sydney Wanderers,Wellington Phoenix,3 - 1
24,24/03/2017 08:50,Spotless Stadium,Western Sydney Wanderers,Melbourne City,3 - 1
24,25/03/2017 06:35,Central Coast Stadium,Central Coast Mariners,Adelaide United,2 - 3
24,25/03/2017 08:50,Suncorp Stadium,Brisbane Roar,Melbourne Victory,1 - 0
24,26/03/2017 06:00,Westpac Stadium,Wellington Phoenix,Newcastle Jets,5 - 0
24,26/03/2017 08:00,nib Stadium,Perth Glory,Sydney FC,0 - 3
25,31/03/2017 08:50,Coopers Stadium,Adelaide United,Perth Glory,1 - 1
25,01/04/2017 06:35,Hunter Stadium,Newcastle Jets,Western Sydney Wanderers,0 - 3
25,01/04/2017 08:50,Allianz Stadium,Sydney FC,Melbourne City,3 - 0
25,02/04/2017 07:00,AAMI Park,Melbourne Victory,Wellington Phoenix,0 - 3
25,02/04/2017 09:00,Suncorp Stadium,Brisbane Roar,Central Coast Mariners,5 - 1
26,07/04/2017 09:50,AAMI Park,Melbourne City,Adelaide United,1 - 0
26,08/04/2017 09:35,Westpac Stadium,Wellington Phoenix,Sydney FC,1 - 1
26,08/04/2017 09:50,ANZ Stadium,Western Sydney Wanderers,Melbourne Victory,0 - 0
26,08/04/2017 12:00,nib Stadium,Perth Glory,Brisbane Roar,3 - 1
26,09/04/2017 07:00,Central Coast Stadium,Central Coast Mariners,Newcastle Jets,2 - 0
27,14/04/2017 09:50,AAMI Park,Melbourne Victory,Central Coast Mariners,1 - 0
27,15/04/2017 07:35,Allianz Stadium,Sydney FC,Newcastle Jets,2 - 0
27,15/04/2017 09:50,Coopers Stadium,Adelaide United,Western Sydney Wanderers,2 - 2
27,16/04/2017 07:00,Suncorp Stadium,Brisbane Roar,Wellington Phoenix,4 - 3
27,16/04/2017 09:00,nib Stadium,Perth Glory,Melbourne City,5 - 4
