Round Number,Date,Location,Home Team,Away Team,Result
12,28/12/2019 06:00,Mars Stadium,Western United FC,Wellington Phoenix,1 - 3
12,28/12/2019 08:30,McDonald Jones Stadium,Newcastle Jets,Brisbane Roar FC,1 - 1
12,29/12/2019 07:30,Netstrata Jubilee Stadium,Sydney FC,Melbourne City FC,2 - 1
12,31/12/2019 08:00,Central Coast Stadium,Central Coast Mariners,Perth Glory,0 - 3
13,01/01/2020 08:30,Bankwest Stadium,Western Sydney Wanderers FC,Brisbane Roar FC,1 - 2
13,03/01/2020 08:30,AAMI Park,Melbourne City FC,Western United FC,3 - 2
13,04/01/2020 06:00,Sky Stadium,Wellington Phoenix,Central Coast Mariners,2 - 1
13,04/01/2020 08:30,Netstrata Jubilee Stadium,Sydney FC,Adelaide United,2 - 1
13,05/01/2020 07:30,AAMI Park,Melbourne Victory,Newcastle Jets,4 - 0
14,10/01/2020 08:30,McDonald Jones Stadium,Newcastle Jets,Sydney FC,1 - 2
14,11/01/2020 03:45,Sky Stadium,Wellington Phoenix,Western Sydney Wanderers FC,2 - 0
14,11/01/2020 06:00,Suncorp Stadium,Brisbane Roar FC,Melbourne City FC,2 - 2
14,11/01/2020 08:30,HBF Park,Perth Glory,Adelaide United,3 - 0
14,12/01/2020 07:00,Central Coast Stadium,Central Coast Mariners,Melbourne Victory,3 - 2
15,17/01/2020 08:30,Coopers Stadium,Adelaide United,Melbourne Victory,1 - 0
15,18/01/2020 06:00,Suncorp Stadium,Brisbane Roar FC,Wellington Phoenix,1 - 0
15,18/01/2020 08:30,AAMI Park,Melbourne City FC,Newcastle Jets,2 - 0
15,19/01/2020 05:00,GMHBA Stadium,Western United FC,Central Coast Mariners,3 - 0
15,19/01/2020 07:30,Bankwest Stadium,Western Sydney Wanderers FC,Perth Glory,0 - 1
16,24/01/2020 06:15,Sky Stadium,Wellington Phoenix,Newcastle Jets,2 - 1
16,24/01/2020 08:30,AAMI Park,Melbourne Victory,Sydney FC,0 - 3
16,25/01/2020 06:00,Central Coast Stadium,Central Coast Mariners,Brisbane Roar FC,0 - 1
16,25/01/2020 08:30,AAMI Park,Melbourne City FC,Perth Glory,0 - 0
16,26/01/2020 07:00,GMHBA Stadium,Western United FC,Adelaide United,3 - 4
17,31/01/2020 08:30,Netstrata Jubilee Stadium,Sydney FC,Brisbane Roar FC,1 - 0
17,01/02/2020 06:00,McDonald Jones Stadium,Newcastle Jets,Western United FC,0 - 0
17,01/02/2020 08:30,Coopers Stadium,Adelaide United,Melbourne City FC,3 - 1
17,01/02/2020 10:45,HBF Park,Perth Glory,Melbourne Victory,2 - 2
17,02/02/2020 05:00,Central Coast Stadium,Central Coast Mariners,Western Sydney Wanderers FC,1 - 3
18,07/02/2020 08:30,AAMI Park,Melbourne City FC,Melbourne Victory,2 - 1
18,07/02/2020 10:45,HBF Park,Perth Glory,Wellington Phoenix,4 - 2
18,08/02/2020 08:30,Suncorp Stadium,Brisbane Roar FC,Adelaide United,2 - 1
18,09/02/2020 05:00,McDonald Jones Stadium,Newcastle Jets,Central Coast Mariners,4 - 3
19,14/02/2020 08:30,Coopers Stadium,Adelaide United,Central Coast Mariners,2 - 0
19,15/02/2020 06:00,Eden Park,Wellington Phoenix,Melbourne City FC,1 - 0
19,15/02/2020 08:50,Bankwest Stadium,Western Sydney Wanderers FC,Newcastle Jets,1 - 1
19,16/02/2020 05:00,Mars Stadium,Western United FC,Brisbane Roar FC,0 - 1
20,21/02/2020 06:15,Sky Stadium,Wellington Phoenix,Western United FC,2 - 0
20,21/02/2020 08:30,Bankwest Stadium,Western Sydney Wanderers FC,Adelaide United,5 - 2
20,22/02/2020 06:00,Dolphin Stadium,Brisbane Roar FC,Perth Glory,1 - 1
20,22/02/2020 08:30,McDonald Jones Stadium,Newcastle Jets,Melbourne Victory,1 - 1
20,23/02/2020 07:00,Central Coast Stadium,Central Coast Mariners,Sydney FC,0 - 3
21,28/02/2020 09:00,Netstrata Jubilee Stadium,Sydney FC,Western Sydney Wanderers FC,0 - 1
21,29/02/2020 06:00,McDonald Jones Stadium,Newcastle Jets,Perth Glory,2 - 1
21,29/02/2020 08:30,Marvel Stadium,Melbourne Victory,Adelaide United,2 - 1
21,01/03/2020 05:00,GMHBA Stadium,Western United FC,Central Coast Mariners,6 - 2
21,01/03/2020 07:30,AAMI Park,Melbourne City FC,Brisbane Roar FC,1 - 0
22,06/03/2020 09:30,Suncorp Stadium,Brisbane Roar FC,Western Sydney Wanderers FC,3 - 1
22,07/03/2020 06:00,Coopers Stadium,Adelaide United,Western United FC,1 - 5
22,07/03/2020 08:30,Marvel Stadium,Melbourne Victory,Sydney FC,1 - 4
22,08/03/2020 05:00,Central Coast Stadium,Central Coast Mariners,Wellington Phoenix,1 - 3
22,08/03/2020 07:00,HBF Park,Perth Glory,Melbourne City FC,2 - 3
23,13/03/2020 08:30,Suncorp Stadium,Brisbane Roar FC,Central Coast Mariners,1 - 0
23,14/03/2020 06:00,Netstrata Jubilee Stadium,Sydney FC,Perth Glory,0 - 0
23,14/03/2020 08:30,AAMI Park,Melbourne City FC,Western Sydney Wanderers FC,1 - 1
23,15/03/2020 05:20,Sky Stadium,Wellington Phoenix,Melbourne Victory,3 - 0
23,15/03/2020 07:20,Coopers Stadium,Adelaide United,Newcastle Jets,0 - 3
24,20/03/2020 06:30,Central Coast Stadium,Central Coast Mariners,Melbourne City FC,2 - 4
24,20/03/2020 08:30,Cbus Super Stadium,Brisbane Roar FC,Newcastle Jets,1 - 0
24,21/03/2020 08:30,Bankwest Stadium,Western Sydney Wanderers FC,Sydney FC,1 - 1
24,23/03/2020 08:30,McDonald Jones Stadium,Newcastle Jets,Melbourne City FC,2 - 1
25,17/07/2020 09:30,Netstrata Jubilee Stadium,Sydney FC,Wellington Phoenix,3 - 1
25,18/07/2020 07:00,Central Coast Stadium,Perth Glory,Central Coast Mariners,1 - 0
25,19/07/2020 09:30,Cbus Super Stadium,Brisbane Roar FC,Adelaide United,0 - 1
25,21/07/2020 09:30,Netstrata Jubilee Stadium,Sydney FC,Newcastle Jets,1 - 2
26,22/07/2020 09:30,Bankwest Stadium,Perth Glory,Wellington Phoenix,1 - 2
26,24/07/2020 09:30,Central Coast Stadium,Central Coast Mariners,Newcastle Jets,0 - 0
26,25/07/2020 07:00,Bankwest Stadium,Wellington Phoenix,Adelaide United,1 - 1
26,25/07/2020 09:35,Bankwest Stadium,Melbourne Victory,Western United FC,1 - 2
26,27/07/2020 09:30,Central Coast Stadium,Central Coast Mariners,Western Sydney Wanderers FC,1 - 1
26,29/07/2020 09:30,Bankwest Stadium,Melbourne Victory,Brisbane Roar FC,1 - 2
27,30/07/2020 09:30,Bankwest Stadium,Adelaide United,Perth Glory,5 - 3
27,31/07/2020 09:30,Bankwest Stadium,Western Sydney Wanderers FC,Wellington Phoenix,1 - 0
27,01/08/2020 07:00,ANZ Stadium,Melbourne City FC,Sydney FC,2 - 0
27,02/08/2020 09:30,McDonald Jones Stadium,Newcastle Jets,Western United FC,1 - 0
27,03/08/2020 09:30,Netstrata Jubilee Stadium,Melbourne Victory,Central Coast Mariners,2 - 3
27,04/08/2020 09:30,Bankwest Stadium,Western Sydney Wanderers FC,Perth Glory,1 - 3
27,05/08/2020 08:00,McDonald Jones Stadium,Wellington Phoenix,Brisbane Roar FC,1 - 1
28,06/08/2020 09:30,ANZ Stadium,Adelaide United,Sydney FC,1 - 1
28,07/08/2020 09:30,Netstrata Jubilee Stadium,Western United FC,Western Sydney Wanderers FC,5 - 3
28,08/08/2020 07:00,Netstrata Jubilee Stadium,Perth Glory,Melbourne Victory,0 - 4
28,10/08/2020 09:30,McDonald Jones Stadium,Brisbane Roar FC,Sydney FC,1 - 1
28,11/08/2020 09:30,ANZ Stadium,Melbourne City FC,Adelaide United,2 - 2
28,12/08/2020 07:35,Bankwest Stadium,Perth Glory,Western United FC,0 - 2
28,12/08/2020 10:10,Bankwest Stadium,Western Sydney Wanderers FC,Melbourne Victory,2 - 1
29,13/08/2020 09:30,Netstrata Jubilee Stadium,Newcastle Jets,Wellington Phoenix,3 - 0
29,15/08/2020 07:00,Leichhardt Oval,Sydney FC,Western United FC,1 - 2
29,19/08/2020 09:30,Netstrata Jubilee Stadium,Western United FC,Melbourne City FC,1 - 3
Elim Finals,22/08/2020 07:00,Bankwest Stadium,Wellington Phoenix,Perth Glory,0 - 1
Elim Finals,23/08/2020 08:00,Bankwest Stadium,Brisbane Roar FC,Western United FC,0 - 1
Semi Finals,26/08/2020 07:00,Bankwest Stadium,Melbourne City FC,Western United FC,2 - 0
Semi Finals,26/08/2020 10:10,Bankwest Stadium,Sydney FC,Perth Glory,2 - 0
Grand Final,30/08/2020 08:30,Bankwest Stadium,Sydney FC,Melbourne City FC,1 - 0
