Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
37,Wed,2020-07-29,19:30 (13:30),Lazio,4.4,2–0,0.7,Brescia,,Stadio Olimpico,Luca Massimi,Match Report,
37,Wed,2020-07-29,21:45 (15:45),Fiorentina,2.2,4–0,1.6,Bologna,,Stadio Artemio Franchi,Marco Di Bello,Match Report,
37,Wed,2020-07-29,21:45 (15:45),Cagliari,0.9,2–0,1.7,Juventus,,Sardegna Arena,Davide Ghersini,Match Report,
37,Wed,2020-07-29,21:45 (15:45),Torino,0.9,2–3,2.6,Roma,,Stadio Olimpico di Torino,Marco Piccinini,Match Report,
38,Sat,2020-08-01,18:00 (12:00),Brescia,1.7,1–1,2.3,Sampdoria,,Stadio Mario Rigamonti,Michael Fabbri,Match Report,
38,Sat,2020-08-01,20:45 (14:45),Atalanta,1.1,0–2,1.2,Inter,,Stadio Atleti Azzurri d'Italia,Piero Giacomelli,Match Report,
38,Sat,2020-08-01,20:45 (14:45),Napoli,2.1,3–1,0.6,Lazio,,Stadio San Paolo,Giampaolo Calvarese,Match Report,
38,Sat,2020-08-01,20:45 (14:45),Juventus,0.9,1–3,1.9,Roma,,Allianz Stadium,Gianluca Rocchi,Match Report,
38,Sat,2020-08-01,20:45 (14:45),Milan,3.0,3–0,0.5,Cagliari,,Stadio Giuseppe Meazza,Marco Serra,Match Report,
38,Sun,2020-08-02,18:00 (12:00),SPAL,0.6,1–3,2.9,Fiorentina,,Stadio Paolo Mazza,Alessandro Prontera,Match Report,
38,Sun,2020-08-02,20:45 (14:45),Genoa,1.1,3–0,1.1,Hellas Verona,,Stadio Comunale Luigi Ferraris,Massimiliano Irrati,Match Report,
38,Sun,2020-08-02,20:45 (14:45),Lecce,2.3,3–4,3.2,Parma,,Stadio Comunale Via Del Mare,Maurizio Mariani,Match Report,
38,Sun,2020-08-02,20:45 (14:45),Bologna,1.1,1–1,1.3,Torino,,Stadio Renato Dall'Ara,Antonio Di Martino,Match Report,
38,Sun,2020-08-02,20:45 (14:45),Sassuolo,1.5,0–1,2.1,Udinese,,Stadio Città del Tricolore,Daniel Amabile,Match Report,
