home,away,w,d,l
Everton,AFC Bournemouth,0.468525233434795,0.271498057799212,0.259976698636347
Everton,Norwich City,0.464758137624636,0.27104230490728,0.264199546227159
Leicester City,Liverpool,0.469542571042916,0.26570667654527,0.26475073566965
Leicester City,Norwich City,0.476855057813268,0.266470739882177,0.256674188563781
Leicester City,West Bromwich Albion,0.495643849080811,0.268083115020707,0.236273027793514
Leicester City,Newcastle United,0.486075617227869,0.267324962650449,0.246599409476456
Leicester City,Southampton,0.463222492111814,0.264984350865855,0.271793137227784
Leicester City,West Ham United,0.450992311261555,0.263422657829467,0.285585003758035
Leicester City,Swansea City,0.495911459149745,0.268102446368802,0.235986086439012
Leicester City,Everton,0.438634644303589,0.261623859455843,0.299741459249523
Liverpool,Sunderland,0.419791470291397,0.287519307320178,0.292689217314646
Liverpool,Manchester City,0.367241556816192,0.273514067230146,0.359244355353205
Liverpool,Chelsea,0.407555636983937,0.284647522200237,0.307796833670316
Liverpool,Tottenham Hotspur,0.379270976374574,0.277108550356725,0.343620458097866
Liverpool,Stoke City,0.430326488454327,0.289806549313519,0.279866852759118
Liverpool,Newcastle United,0.428483805791531,0.289418791638297,0.282097288398331
Liverpool,Watford,0.421505153970327,0.287902991081686,0.290591850116113
Manchester City,Leicester City,0.441744447380667,0.256856892650083,0.30139860530907
Manchester City,Tottenham Hotspur,0.446393349748955,0.257508504211157,0.29609809717115
Manchester City,Aston Villa,0.519676680802498,0.263700989278918,0.216622323092712
Manchester City,Manchester United,0.487099130851783,0.261888692236905,0.251012159651546
Manchester City,West Bromwich Albion,0.507358089498402,0.263191307964293,0.229450592730987
Manchester City,Stoke City,0.499665911051331,0.262764882526937,0.237569194215867
Manchester City,Arsenal,0.457785509584565,0.258973405573669,0.283241047906846
Manchester United,Stoke City,0.421592904719624,0.293046166756475,0.285360765702705
Manchester United,Arsenal,0.381672820637803,0.282588794144902,0.335738375450425
Manchester United,Watford,0.412831125881277,0.290965937650194,0.296202821173056
Manchester United,Crystal Palace,0.422397437576607,0.293231200754506,0.284371202101177
Manchester United,Everton,0.37441450795554,0.280414080229857,0.345171399981813
Manchester United,Aston Villa,0.440909570028849,0.297213378824032,0.261876952224188
Manchester United,Leicester City,0.366564915397265,0.277965570612794,0.355469499478021
Manchester United,AFC Bournemouth,0.414528951664314,0.291378377138587,0.294092560215275
Newcastle United,West Bromwich Albion,0.413181327052813,0.300724363629333,0.286094204142455
Newcastle United,AFC Bournemouth,0.398901900745331,0.296850784690789,0.304247163243355
Newcastle United,Sunderland,0.395549836894235,0.295894373954956,0.308555624683417
Newcastle United,Swansea City,0.413436854177229,0.300790739552067,0.285772301792086
Newcastle United,Crystal Palace,0.406664219622691,0.298996620188168,0.294339035790595
Newcastle United,Tottenham Hotspur,0.355987381161999,0.283223473329214,0.360789135816041
Norwich City,Tottenham Hotspur,0.368956080796721,0.27986286181922,0.351181044905517
Norwich City,West Ham United,0.384144955266227,0.284482860917858,0.331372175476384
Norwich City,Chelsea,0.396948863576442,0.288088039533228,0.314963091019314
Norwich City,Manchester City,0.357065078956433,0.275981845288514,0.366953058802784
Norwich City,Newcastle United,0.41769080588839,0.293376489241763,0.288932539857773
Norwich City,Sunderland,0.409072777020807,0.291261340237925,0.299665878574485
Norwich City,Watford,0.410771361070215,0.291687449584366,0.297541078053885
Norwich City,Manchester United,0.407488278273205,0.290859790540585,0.301651926825757
Southampton,West Ham United,0.403691768341728,0.278599986281499,0.317708233400225
Southampton,Chelsea,0.416725506157139,0.281621539709565,0.301652945693956
Southampton,Sunderland,0.429050192023856,0.284237976556904,0.286711825424287
Southampton,Liverpool,0.421688964677983,0.282703236166546,0.295607791792068
Southampton,Newcastle United,0.437801187529092,0.285955095195147,0.27624371260644
Southampton,Manchester City,0.376064298034489,0.271315061894312,0.352620615772593
Southampton,Crystal Palace,0.440470813057343,0.286455830428083,0.273073352193384
Stoke City,Everton,0.356732318364315,0.285120346565837,0.358147326677974
Stoke City,Aston Villa,0.422087129612153,0.304819415370733,0.273093381420394
Stoke City,Newcastle United,0.401256137408075,0.299288899264619,0.299454836322422
Stoke City,Southampton,0.379690609789752,0.292832247504345,0.327477138246442
Stoke City,Swansea City,0.410605005614146,0.301855850885517,0.287539043665873
Stoke City,Tottenham Hotspur,0.353322452887323,0.283899708171736,0.362777829747908
Stoke City,Sunderland,0.392764584059375,0.296836303559138,0.310398955192851
Stoke City,West Ham United,0.368239260052518,0.289095173508186,0.342665560301111
Sunderland,Manchester City,0.356718288599031,0.276064630139422,0.367217064422983
Sunderland,Manchester United,0.407122768777829,0.290985122731473,0.301892104159786
Sunderland,Crystal Palace,0.41995203223442,0.294135481019531,0.285912333156761
Sunderland,Everton,0.372076946543015,0.281048238267588,0.346874803872626
Sunderland,West Bromwich Albion,0.426541833118903,0.295654007604326,0.277804029376352
Sunderland,Leicester City,0.364247921510007,0.278556569683212,0.357195494926767
Sunderland,Arsenal,0.379316983852661,0.283263148478708,0.337419858328283
Sunderland,Chelsea,0.396586842141708,0.288204329525301,0.315208822501663
Swansea City,Crystal Palace,0.392073289843295,0.30423117122108,0.303695440908587
Swansea City,Southampton,0.368207905009,0.296346799198263,0.335445117263383
Swansea City,Norwich City,0.380885633251164,0.300652059949478,0.318462176349882
Swansea City,Aston Villa,0.410113249572952,0.309574988568666,0.280311701224828
Swansea City,Chelsea,0.369332326977985,0.29673945804316,0.333928041278984
Swansea City,Liverpool,0.374074487130187,0.298372239743841,0.327553118529365
Swansea City,Manchester City,0.330713783895848,0.282020265012772,0.387265941105013
Tottenham Hotspur,Watford,0.472136043273865,0.26924883506003,0.258615110034771
Tottenham Hotspur,Swansea City,0.489133416335539,0.270907833992294,0.23995874247986
Tottenham Hotspur,Arsenal,0.439645828861858,0.26491438343514,0.295439760322998
Tottenham Hotspur,AFC Bournemouth,0.473896946718719,0.26943999777142,0.256663044430947
Tottenham Hotspur,Manchester United,0.468722100536559,0.268865472124835,0.262412414565668
Tottenham Hotspur,West Bromwich Albion,0.488866336653761,0.270884971527187,0.240248684570785
Tottenham Hotspur,Southampton,0.45652827043785,0.267358433449772,0.276113278397448
Watford,Chelsea,0.394019383651683,0.289026888834584,0.316953721957128
Watford,AFC Bournemouth,0.409495406243804,0.293155144341068,0.297349270174134
Watford,Leicester City,0.361767148921043,0.279185214672792,0.35904762317598
Watford,Stoke City,0.416529915054591,0.294906716203473,0.288563218334024
Watford,Everton,0.369573802387505,0.281723294511126,0.348702892315214
Watford,Aston Villa,0.435772825464731,0.299304819068329,0.264922264121006
Watford,Sunderland,0.406110547378863,0.29228462654619,0.30160471623866
West Bromwich Albion,Swansea City,0.399153154405917,0.306123146694096,0.294723616058792
West Bromwich Albion,Crystal Palace,0.39247055153844,0.304090098563463,0.303439251223361
West Bromwich Albion,Manchester United,0.379969031884934,0.300091505740494,0.319939326678795
West Bromwich Albion,Norwich City,0.381278227545693,0.300522265298457,0.318199375846884
West Bromwich Albion,Watford,0.383165094391894,0.301138129990082,0.315696650408376
West Bromwich Albion,West Ham United,0.357290324872642,0.292176823725946,0.350532846464548
West Bromwich Albion,Liverpool,0.374464108131424,0.298249254131575,0.32728648212354
West Ham United,Aston Villa,0.477414112883152,0.282015496044318,0.240570220253775
West Ham United,Sunderland,0.446949582696536,0.277767397293053,0.275283011800075
West Ham United,Tottenham Hotspur,0.40554661531181,0.269775524725956,0.324677835507974
West Ham United,Watford,0.448695093270976,0.278047788243306,0.273257110665515
West Ham United,Crystal Palace,0.458497097190806,0.279538472110545,0.261964424776264
West Ham United,Arsenal,0.416641320154684,0.272171667848427,0.311186993541995
West Ham United,Manchester United,0.445320860934869,0.27750168245304,0.277177448022038
West Ham United,Swansea City,0.465516092279805,0.280518797371007,0.253965105520067
