year	league_id	league_key	club_id	club_key	club_name	club_url
2000	10	german+bundesliga	138	vfl-wolfsburg	VfL Wolfsburg	http://www.espnfc.us/club/vfl-wolfsburg/138/index
2000	10	german+bundesliga	126	sc-freiburg	SC Freiburg	http://www.espnfc.us/club/sc-freiburg/126/index
2000	10	german+bundesliga	128	hansa-rostock	Hansa Rostock	http://www.espnfc.us/club/hansa-rostock/128/index
2000	10	german+bundesliga	135	tsv-1860-munich	TSV 1860 Munich	http://www.espnfc.us/club/tsv-1860-munich/135/index
2000	10	german+bundesliga	127	hamburg-sv	Hamburg SV	http://www.espnfc.us/club/hamburg-sv/127/index
2000	10	german+bundesliga	123	energie-cottbus	Energie Cottbus	http://www.espnfc.us/club/energie-cottbus/123/index
2000	10	german+bundesliga	125	eintracht-frankfurt	Eintracht Frankfurt	http://www.espnfc.us/club/eintracht-frankfurt/125/index
2000	10	german+bundesliga	136	spvgg-unterhaching	SpVgg Unterhaching	http://www.espnfc.us/club/spvgg-unterhaching/136/index
2000	10	german+bundesliga	134	vfb-stuttgart	VfB Stuttgart	http://www.espnfc.us/club/vfb-stuttgart/134/index
2000	10	german+bundesliga	121	vfl-bochum	VfL Bochum	http://www.espnfc.us/club/vfl-bochum/121/index
2000	12	italian+serie+a	104	as-roma	AS Roma	http://www.espnfc.us/club/as-roma/104/index
2000	12	italian+serie+a	111	juventus	Juventus	http://www.espnfc.us/club/juventus/111/index
2000	12	italian+serie+a	112	lazio	Lazio	http://www.espnfc.us/club/lazio/112/index
2000	12	italian+serie+a	115	parma	Parma	http://www.espnfc.us/club/parma/115/index
2000	12	italian+serie+a	110	internazionale	Internazionale	http://www.espnfc.us/club/internazionale/110/index
2000	12	italian+serie+a	105	atalanta	Atalanta	http://www.espnfc.us/club/atalanta/105/index
2000	12	italian+serie+a	103	ac-milan	AC Milan	http://www.espnfc.us/club/ac-milan/103/index
2000	12	italian+serie+a	107	bologna	Bologna	http://www.espnfc.us/club/bologna/107/index
2000	12	italian+serie+a	116	perugia	Perugia	http://www.espnfc.us/club/perugia/116/index
2000	12	italian+serie+a	109	fiorentina	Fiorentina	http://www.espnfc.us/club/fiorentina/109/index
2000	12	italian+serie+a	113	lecce	Lecce	http://www.espnfc.us/club/lecce/113/index
2000	12	italian+serie+a	118	udinese	Udinese	http://www.espnfc.us/club/udinese/118/index
2000	12	italian+serie+a	119	hellas-verona	Hellas Verona	http://www.espnfc.us/club/hellas-verona/119/index
2000	12	italian+serie+a	120	vicenza	Vicenza	http://www.espnfc.us/club/vicenza/120/index
2000	12	italian+serie+a	114	napoli	Napoli	http://www.espnfc.us/club/napoli/114/index
2000	12	italian+serie+a	108	brescia	Brescia	http://www.espnfc.us/club/brescia/108/index
2000	12	italian+serie+a	117	reggina	Reggina	http://www.espnfc.us/club/reggina/117/index
2000	12	italian+serie+a	106	bari	Bari	http://www.espnfc.us/club/bari/106/index
2000	9	french+ligue+1	165	nantes	Nantes	http://www.espnfc.us/club/nantes/165/index
2000	9	french+ligue+1	166	lille	Lille	http://www.espnfc.us/club/lille/166/index
2000	9	french+ligue+1	167	lyon	Lyon	http://www.espnfc.us/club/lyon/167/index
2000	9	french+ligue+1	159	bordeaux	Bordeaux	http://www.espnfc.us/club/bordeaux/159/index
2000	9	french+ligue+1	168	sedan	Sedan	http://www.espnfc.us/club/sedan/168/index
2000	9	french+ligue+1	169	stade-rennes	Stade Rennes	http://www.espnfc.us/club/stade-rennes/169/index
2000	9	french+ligue+1	170	troyes	Troyes	http://www.espnfc.us/club/troyes/170/index
2000	9	french+ligue+1	171	guingamp	Guingamp	http://www.espnfc.us/club/guingamp/171/index
2000	9	french+ligue+1	172	aj-auxerre	AJ Auxerre	http://www.espnfc.us/club/aj-auxerre/172/index
2000	9	french+ligue+1	173	bastia	Bastia	http://www.espnfc.us/club/bastia/173/index
2000	9	french+ligue+1	174	as-monaco	AS Monaco	http://www.espnfc.us/club/as-monaco/174/index
2000	9	french+ligue+1	160	paris-saint-germain	Paris Saint-Germain	http://www.espnfc.us/club/paris-saint-germain/160/index
2000	9	french+ligue+1	175	lens	Lens	http://www.espnfc.us/club/lens/175/index
2000	9	french+ligue+1	176	marseille	Marseille	http://www.espnfc.us/club/marseille/176/index
2000	9	french+ligue+1	177	metz	Metz	http://www.espnfc.us/club/metz/177/index
2000	9	french+ligue+1	178	st-etienne	St Etienne	http://www.espnfc.us/club/st-etienne/178/index
2000	9	french+ligue+1	179	toulouse	Toulouse	http://www.espnfc.us/club/toulouse/179/index
2000	9	french+ligue+1	180	strasbourg	Strasbourg	http://www.espnfc.us/club/strasbourg/180/index
2000	11	dutch+eredivisie	148	psv-eindhoven	PSV Eindhoven	http://www.espnfc.us/club/psv-eindhoven/148/index
2000	11	dutch+eredivisie	142	feyenoord-rotterdam	Feyenoord Rotterdam	http://www.espnfc.us/club/feyenoord-rotterdam/142/index
2000	11	dutch+eredivisie	139	ajax-amsterdam	Ajax Amsterdam	http://www.espnfc.us/club/ajax-amsterdam/139/index
2000	11	dutch+eredivisie	155	rkc-waalwijk	RKC Waalwijk	http://www.espnfc.us/club/rkc-waalwijk/155/index
2000	11	dutch+eredivisie	154	vitesse-arnhem	Vitesse Arnhem	http://www.espnfc.us/club/vitesse-arnhem/154/index
2000	11	dutch+eredivisie	149	roda-jc-kerkrade	Roda JC Kerkrade	http://www.espnfc.us/club/roda-jc-kerkrade/149/index
2000	11	dutch+eredivisie	156	willem-ii-tilburg	Willem II Tilburg	http://www.espnfc.us/club/willem-ii-tilburg/156/index
2000	11	dutch+eredivisie	153	fc-utrecht	FC Utrecht	http://www.espnfc.us/club/fc-utrecht/153/index
2000	11	dutch+eredivisie	147	nec-nijmegen	NEC Nijmegen	http://www.espnfc.us/club/nec-nijmegen/147/index
2000	11	dutch+eredivisie	146	heerenveen	Heerenveen	http://www.espnfc.us/club/heerenveen/146/index
2000	11	dutch+eredivisie	141	nac-breda	NAC Breda	http://www.espnfc.us/club/nac-breda/141/index
2000	11	dutch+eredivisie	152	twente-enschede	Twente Enschede	http://www.espnfc.us/club/twente-enschede/152/index
2000	11	dutch+eredivisie	145	fc-groningen	FC Groningen	http://www.espnfc.us/club/fc-groningen/145/index
2000	11	dutch+eredivisie	140	az-alkmaar	AZ Alkmaar	http://www.espnfc.us/club/az-alkmaar/140/index
2000	11	dutch+eredivisie	151	sparta-rotterdam	Sparta Rotterdam	http://www.espnfc.us/club/sparta-rotterdam/151/index
2000	11	dutch+eredivisie	144	de-graafschap	De Graafschap	http://www.espnfc.us/club/de-graafschap/144/index
2000	11	dutch+eredivisie	143	fortuna-sittard	Fortuna Sittard	http://www.espnfc.us/club/fortuna-sittard/143/index
2000	11	dutch+eredivisie	150	rbc-roosendaal	RBC Roosendaal	http://www.espnfc.us/club/rbc-roosendaal/150/index
