Season,Round,Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
2020,Regular Season,19,Sat,2020-01-25,15:30 (09:30),Eint Frankfurt,1.2,2–0,1.3,RB Leipzig,50300,Commerzbank-Arena,Daniel Siebert,Match Report,
2020,Regular Season,19,Sat,2020-01-25,15:30 (09:30),M'Gladbach,2.3,3–1,0.7,Mainz 05,49175,Stadion im Borussia-Park,Felix Zwayer,Match Report,
2020,Regular Season,19,Sat,2020-01-25,15:30 (09:30),Freiburg,1.4,0–2,1.8,Paderborn 07,23500,Schwarzwald-Stadion,Christian Dingert,Match Report,
2020,Regular Season,19,Sat,2020-01-25,15:30 (09:30),Union Berlin,1.0,2–0,1.6,Augsburg,22012,Stadion An der Alten Försterei,Bibiana Steinhaus,Match Report,
2020,Regular Season,19,Sat,2020-01-25,15:30 (09:30),Wolfsburg,1.1,1–2,1.8,Hertha BSC,24894,Volkswagen Arena,Markus Schmidt,Match Report,
2020,Regular Season,19,Sat,2020-01-25,18:30 (12:30),Bayern Munich,3.4,5–0,0.4,Schalke 04,75000,Allianz Arena,Manuel Gräfe,Match Report,
2020,Regular Season,19,Sun,2020-01-26,15:30 (09:30),Werder Bremen,0.7,0–3,0.9,Hoffenheim,40000,Weserstadion,Martin Petersen,Match Report,
2020,Regular Season,19,Sun,2020-01-26,18:00 (12:00),Leverkusen,3.7,3–0,0.7,Düsseldorf,26250,BayArena,Daniel Schlager,Match Report,
2020,Regular Season,20,Fri,2020-01-31,20:30 (14:30),Hertha BSC,0.4,0–0,0.7,Schalke 04,47863,Olympiastadion Berlin,Sascha Stegemann,Match Report,
2020,Regular Season,20,Sat,2020-02-01,15:30 (09:30),Augsburg,1.1,2–1,0.5,Werder Bremen,29432,WWK Arena,Marco Fritz,Match Report,
2020,Regular Season,20,Sat,2020-02-01,15:30 (09:30),Mainz 05,0.3,1–3,1.5,Bayern Munich,33305,Opel Arena,Bastian Dankert,Match Report,
2020,Regular Season,20,Sat,2020-02-01,15:30 (09:30),Dortmund,3.3,5–0,0.3,Union Berlin,81365,Signal Iduna Park,Benjamin Cortus,Match Report,
2020,Regular Season,20,Sat,2020-02-01,15:30 (09:30),Düsseldorf,0.3,1–1,1.0,Eint Frankfurt,45018,Merkur Spielarena,Frank Willenborg,Match Report,
2020,Regular Season,20,Sat,2020-02-01,15:30 (09:30),Hoffenheim,3.1,2–1,2.5,Leverkusen,24489,PreZero Arena,Deniz Aytekin,Match Report,
2020,Regular Season,20,Sat,2020-02-01,18:30 (12:30),RB Leipzig,1.6,2–2,1.2,M'Gladbach,42146,Red Bull Arena,Tobias Stieler,Match Report,
2020,Regular Season,20,Sun,2020-02-02,15:30 (09:30),Köln,3.6,4–0,0.6,Freiburg,50000,RheinEnergieSTADION,Robert Kampka,Match Report,
2020,Regular Season,20,Sun,2020-02-02,18:00 (12:00),Paderborn 07,1.0,2–4,1.5,Wolfsburg,13926,Benteler-Arena,Patrick Ittrich,Match Report,
2020,Regular Season,21,Fri,2020-02-07,20:30 (14:30),Eint Frankfurt,2.3,5–0,0.5,Augsburg,48800,Commerzbank-Arena,Manuel Gräfe,Match Report,
2020,Regular Season,21,Sat,2020-02-08,15:30 (09:30),Wolfsburg,1.0,1–1,0.8,Düsseldorf,23445,Volkswagen Arena,Tobias Stieler,Match Report,
2020,Regular Season,21,Sat,2020-02-08,15:30 (09:30),Schalke 04,1.3,1–1,0.8,Paderborn 07,61614,Veltins-Arena,Felix Brych,Match Report,
2020,Regular Season,21,Sat,2020-02-08,15:30 (09:30),Freiburg,1.7,1–0,1.5,Hoffenheim,24000,Schwarzwald-Stadion,Sven Jablonski,Match Report,
2020,Regular Season,21,Sat,2020-02-08,15:30 (09:30),Hertha BSC,0.7,1–3,2.2,Mainz 05,35049,Olympiastadion Berlin,Martin Petersen,Match Report,
2020,Regular Season,21,Sat,2020-02-08,15:30 (09:30),Werder Bremen,1.3,0–2,1.4,Union Berlin,42100,Weserstadion,Daniel Schlager,Match Report,
2020,Regular Season,21,Sat,2020-02-08,18:30 (12:30),Leverkusen,1.5,4–3,0.8,Dortmund,30210,BayArena,Markus Schmidt,Match Report,
2020,Regular Season,21,Sun,2020-02-09,18:00 (12:00),Bayern Munich,1.4,0–0,1.3,RB Leipzig,75000,Allianz Arena,Marco Fritz,Match Report,
2020,Regular Season,22,Fri,2020-02-14,20:30 (14:30),Dortmund,1.2,4–0,0.0,Eint Frankfurt,81365,Signal Iduna Park,Bastian Dankert,Match Report,
2020,Regular Season,22,Sat,2020-02-15,15:30 (09:30),RB Leipzig,1.3,3–0,0.4,Werder Bremen,41308,Red Bull Arena,Benjamin Cortus,Match Report,
2020,Regular Season,22,Sat,2020-02-15,15:30 (09:30),Paderborn 07,0.8,1–2,1.8,Hertha BSC,14687,Benteler-Arena,Bibiana Steinhaus,Match Report,
2020,Regular Season,22,Sat,2020-02-15,15:30 (09:30),Union Berlin,1.3,2–3,1.0,Leverkusen,22012,Stadion An der Alten Försterei,Harm Osmers,Match Report,
2020,Regular Season,22,Sat,2020-02-15,15:30 (09:30),Augsburg,0.9,1–1,1.3,Freiburg,26822,WWK Arena,Patrick Ittrich,Match Report,
2020,Regular Season,22,Sat,2020-02-15,15:30 (09:30),Hoffenheim,2.5,2–3,2.7,Wolfsburg,22506,PreZero Arena,Sören Storks,Match Report,
2020,Regular Season,22,Sat,2020-02-15,18:30 (12:30),Düsseldorf,1.0,1–4,2.3,M'Gladbach,51000,Merkur Spielarena,Daniel Siebert,Match Report,
2020,Regular Season,22,Sun,2020-02-16,15:30 (09:30),Köln,2.5,1–4,2.6,Bayern Munich,50000,RheinEnergieSTADION,Felix Zwayer,Match Report,
2020,Regular Season,22,Sun,2020-02-16,18:00 (12:00),Mainz 05,1.3,0–0,0.8,Schalke 04,27482,Opel Arena,Guido Winkmann,Match Report,
2020,Regular Season,23,Fri,2020-02-21,20:30 (14:30),Bayern Munich,2.6,3–2,1.3,Paderborn 07,75000,Allianz Arena,Markus Schmidt,Match Report,
2020,Regular Season,23,Sat,2020-02-22,15:30 (09:30),Freiburg,0.9,0–2,0.8,Düsseldorf,24000,Schwarzwald-Stadion,Frank Willenborg,Match Report,
2020,Regular Season,23,Sat,2020-02-22,15:30 (09:30),M'Gladbach,2.4,1–1,1.6,Hoffenheim,50250,Stadion im Borussia-Park,Felix Brych,Match Report,
2020,Regular Season,23,Sat,2020-02-22,15:30 (09:30),Hertha BSC,0.6,0–5,2.6,Köln,46207,Olympiastadion Berlin,Daniel Schlager,Match Report,
2020,Regular Season,23,Sat,2020-02-22,15:30 (09:30),Werder Bremen,0.2,0–2,1.1,Dortmund,42100,Weserstadion,Marco Fritz,Match Report,
2020,Regular Season,23,Sat,2020-02-22,18:30 (12:30),Schalke 04,0.2,0–5,2.6,RB Leipzig,61433,Veltins-Arena,Sascha Stegemann,Match Report,
2020,Regular Season,23,Sun,2020-02-23,15:30 (09:30),Leverkusen,0.9,2–0,0.6,Augsburg,23703,BayArena,Sven Jablonski,Match Report,
2020,Regular Season,23,Sun,2020-02-23,18:00 (12:00),Wolfsburg,2.8,4–0,0.9,Mainz 05,21058,Volkswagen Arena,Benjamin Cortus,Match Report,
2020,Regular Season,23,Mon,2020-02-24,20:30 (14:30),Eint Frankfurt,1.8,1–2,1.5,Union Berlin,47000,Commerzbank-Arena,Deniz Aytekin,Match Report,
2020,Regular Season,24,Fri,2020-02-28,20:30 (14:30),Düsseldorf,1.4,3–3,2.9,Hertha BSC,31632,Merkur Spielarena,Tobias Stieler,Match Report,
2020,Regular Season,24,Sat,2020-02-29,15:30 (09:30),Hoffenheim,0.4,0–6,3.5,Bayern Munich,30150,PreZero Arena,Christian Dingert,Match Report,
2020,Regular Season,24,Sat,2020-02-29,15:30 (09:30),Augsburg,1.1,2–3,2.5,M'Gladbach,29303,WWK Arena,Markus Schmidt,Match Report,
2020,Regular Season,24,Sat,2020-02-29,15:30 (09:30),Mainz 05,1.0,2–0,0.6,Paderborn 07,24231,Opel Arena,Harm Osmers,Match Report,
2020,Regular Season,24,Sat,2020-02-29,15:30 (09:30),Dortmund,1.6,1–0,1.1,Freiburg,81365,Signal Iduna Park,Robert Hartmann,Match Report,
2020,Regular Season,24,Sat,2020-02-29,18:30 (12:30),Köln,1.1,3–0,0.8,Schalke 04,50000,RheinEnergieSTADION,Manuel Gräfe,Match Report,
2020,Regular Season,24,Sun,2020-03-01,13:30 (07:30),Union Berlin,0.6,2–2,1.0,Wolfsburg,22012,Stadion An der Alten Försterei,Bastian Dankert,Match Report,
2020,Regular Season,24,Sun,2020-03-01,15:30 (09:30),RB Leipzig,0.6,1–1,1.3,Leverkusen,41216,Red Bull Arena,Felix Zwayer,Match Report,
2020,Regular Season,25,Fri,2020-03-06,20:00 (14:00),Paderborn 07,0.6,1–2,2.5,Köln,15000,Benteler-Arena,Daniel Siebert,Match Report,
2020,Regular Season,25,Sat,2020-03-07,15:30 (09:30),Freiburg,0.8,3–1,0.6,Union Berlin,24000,Schwarzwald-Stadion,Marco Fritz,Match Report,
2020,Regular Season,25,Sat,2020-03-07,15:30 (09:30),Schalke 04,0.8,1–1,0.6,Hoffenheim,58324,Veltins-Arena,Sven Jablonski,Match Report,
2020,Regular Season,25,Sat,2020-03-07,15:30 (09:30),Hertha BSC,1.1,2–2,0.9,Werder Bremen,58028,Olympiastadion Berlin,Guido Winkmann,Match Report,
2020,Regular Season,25,Sat,2020-03-07,15:30 (09:30),Leverkusen,2.3,4–0,0.8,Eint Frankfurt,30210,BayArena,Felix Brych,Match Report,
2020,Regular Season,25,Sat,2020-03-07,15:30 (09:30),Wolfsburg,0.8,0–0,1.2,RB Leipzig,27195,Volkswagen Arena,Daniel Schlager,Match Report,
2020,Regular Season,25,Sat,2020-03-07,18:30 (12:30),M'Gladbach,2.0,1–2,0.7,Dortmund,53877,Stadion im Borussia-Park,Sascha Stegemann,Match Report,
2020,Regular Season,25,Sun,2020-03-08,15:30 (10:30),Bayern Munich,2.9,2–0,0.7,Augsburg,75000,Allianz Arena,Bibiana Steinhaus,Match Report,
2020,Regular Season,25,Sun,2020-03-08,18:00 (13:00),Mainz 05,0.8,1–1,1.9,Düsseldorf,21409,Opel Arena,Harm Osmers,Match Report,
2020,Regular Season,21,Wed,2020-03-11,18:30 (13:30),M'Gladbach,0.9,2–1,0.8,Köln,,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
2020,Regular Season,26,Sat,2020-05-16,15:30 (09:30),RB Leipzig,2.1,1–1,0.3,Freiburg,,Red Bull Arena,Manuel Gräfe,Match Report,
2020,Regular Season,26,Sat,2020-05-16,15:30 (09:30),Düsseldorf,0.7,0–0,0.7,Paderborn 07,,Merkur Spielarena,Frank Willenborg,Match Report,
2020,Regular Season,26,Sat,2020-05-16,15:30 (09:30),Augsburg,1.1,1–2,1.5,Wolfsburg,,WWK Arena,Felix Brych,Match Report,
2020,Regular Season,26,Sat,2020-05-16,15:30 (09:30),Hoffenheim,2.5,0–3,1.5,Hertha BSC,,PreZero Arena,Christian Dingert,Match Report,
2020,Regular Season,26,Sat,2020-05-16,15:30 (09:30),Dortmund,1.6,4–0,0.5,Schalke 04,,Signal Iduna Park,Deniz Aytekin,Match Report,
2020,Regular Season,26,Sat,2020-05-16,18:30 (12:30),Eint Frankfurt,1.0,1–3,3.2,M'Gladbach,,Commerzbank-Arena,Felix Zwayer,Match Report,
2020,Regular Season,26,Sun,2020-05-17,15:30 (09:30),Köln,2.3,2–2,1.9,Mainz 05,,RheinEnergieSTADION,Guido Winkmann,Match Report,
2020,Regular Season,26,Sun,2020-05-17,18:00 (12:00),Union Berlin,0.5,0–2,1.5,Bayern Munich,,Stadion An der Alten Försterei,Bastian Dankert,Match Report,
2020,Regular Season,26,Mon,2020-05-18,20:30 (14:30),Werder Bremen,1.2,1–4,1.7,Leverkusen,,Weserstadion,Tobias Stieler,Match Report,
2020,Regular Season,27,Fri,2020-05-22,20:30 (14:30),Hertha BSC,1.6,4–0,0.2,Union Berlin,,Olympiastadion Berlin,Harm Osmers,Match Report,
2020,Regular Season,27,Sat,2020-05-23,15:30 (09:30),M'Gladbach,1.6,1–3,2.9,Leverkusen,,Stadion im Borussia-Park,Sören Storks,Match Report,
2020,Regular Season,27,Sat,2020-05-23,15:30 (09:30),Wolfsburg,0.4,0–2,0.9,Dortmund,,Volkswagen Arena,Daniel Siebert,Match Report,
2020,Regular Season,27,Sat,2020-05-23,15:30 (09:30),Freiburg,0.7,0–1,0.8,Werder Bremen,,Schwarzwald-Stadion,Robert Hartmann,Match Report,
2020,Regular Season,27,Sat,2020-05-23,15:30 (09:30),Paderborn 07,0.7,1–1,1.7,Hoffenheim,,Benteler-Arena,Bibiana Steinhaus,Match Report,
2020,Regular Season,27,Sat,2020-05-23,18:30 (12:30),Bayern Munich,2.7,5–2,1.0,Eint Frankfurt,,Allianz Arena,Marco Fritz,Match Report,
2020,Regular Season,27,Sun,2020-05-24,13:30 (07:30),Schalke 04,0.6,0–3,1.3,Augsburg,,Veltins-Arena,Sascha Stegemann,Match Report,
2020,Regular Season,27,Sun,2020-05-24,15:30 (09:30),Mainz 05,0.3,0–5,5.2,RB Leipzig,,Opel Arena,Markus Schmidt,Match Report,
2020,Regular Season,27,Sun,2020-05-24,18:00 (12:00),Köln,1.4,2–2,0.7,Düsseldorf,,RheinEnergieSTADION,Benjamin Cortus,Match Report,
2020,Regular Season,28,Tue,2020-05-26,18:30 (12:30),Dortmund,0.9,0–1,0.8,Bayern Munich,,Signal Iduna Park,Tobias Stieler,Match Report,
2020,Regular Season,28,Tue,2020-05-26,20:30 (14:30),Werder Bremen,0.8,0–0,0.5,M'Gladbach,,Weserstadion,Manuel Gräfe,Match Report,
2020,Regular Season,28,Tue,2020-05-26,20:30 (14:30),Eint Frankfurt,4.8,3–3,0.9,Freiburg,,Commerzbank-Arena,Martin Petersen,Match Report,
2020,Regular Season,28,Tue,2020-05-26,20:30 (14:30),Leverkusen,1.0,1–4,2.4,Wolfsburg,,BayArena,Daniel Schlager,Match Report,
2020,Regular Season,28,Wed,2020-05-27,18:30 (12:30),RB Leipzig,0.7,2–2,1.6,Hertha BSC,,Red Bull Arena,Bastian Dankert,Match Report,
2020,Regular Season,28,Wed,2020-05-27,20:30 (14:30),Hoffenheim,1.3,3–1,2.2,Köln,,PreZero Arena,Felix Brych,Match Report,
2020,Regular Season,28,Wed,2020-05-27,20:30 (14:30),Düsseldorf,1.9,2–1,0.6,Schalke 04,,Merkur Spielarena,Tobias Welz,Match Report,
2020,Regular Season,28,Wed,2020-05-27,20:30 (14:30),Union Berlin,0.4,1–1,1.0,Mainz 05,,Stadion An der Alten Försterei,Robert Schröder,Match Report,
2020,Regular Season,28,Wed,2020-05-27,20:30 (14:30),Augsburg,0.7,0–0,1.7,Paderborn 07,,WWK Arena,Deniz Aytekin,Match Report,
2020,Regular Season,29,Fri,2020-05-29,20:30 (14:30),Freiburg,0.9,0–1,0.6,Leverkusen,,Schwarzwald-Stadion,Marco Fritz,Match Report,
2020,Regular Season,29,Sat,2020-05-30,15:30 (09:30),Wolfsburg,1.6,1–2,1.6,Eint Frankfurt,,Volkswagen Arena,Guido Winkmann,Match Report,
2020,Regular Season,29,Sat,2020-05-30,15:30 (09:30),Schalke 04,0.7,0–1,0.5,Werder Bremen,,Veltins-Arena,Felix Zwayer,Match Report,
2020,Regular Season,29,Sat,2020-05-30,15:30 (09:30),Hertha BSC,2.1,2–0,0.6,Augsburg,,Olympiastadion Berlin,Sven Jablonski,Match Report,
2020,Regular Season,29,Sat,2020-05-30,15:30 (09:30),Mainz 05,0.9,0–1,1.7,Hoffenheim,,Opel Arena,Sascha Stegemann,Match Report,
2020,Regular Season,29,Sat,2020-05-30,18:30 (12:30),Bayern Munich,3.0,5–0,0.8,Düsseldorf,,Allianz Arena,Robert Hartmann,Match Report,
2020,Regular Season,29,Sun,2020-05-31,15:30 (09:30),M'Gladbach,2.2,4–1,0.9,Union Berlin,,Stadion im Borussia-Park,Frank Willenborg,Match Report,
2020,Regular Season,29,Sun,2020-05-31,18:00 (12:00),Paderborn 07,1.0,1–6,3.8,Dortmund,,Benteler-Arena,Daniel Siebert,Match Report,
2020,Regular Season,29,Mon,2020-06-01,20:30 (14:30),Köln,1.0,2–4,3.4,RB Leipzig,,RheinEnergieSTADION,Christian Dingert,Match Report,
2020,Regular Season,24,Wed,2020-06-03,20:30 (14:30),Werder Bremen,0.5,0–3,1.5,Eint Frankfurt,,Weserstadion,Patrick Ittrich,Match Report,
2020,Regular Season,30,Fri,2020-06-05,20:30 (14:30),Freiburg,1.1,1–0,2.4,M'Gladbach,,Schwarzwald-Stadion,Markus Schmidt,Match Report,
2020,Regular Season,30,Sat,2020-06-06,15:30 (09:30),Leverkusen,0.9,2–4,2.6,Bayern Munich,,BayArena,Manuel Gräfe,Match Report,
2020,Regular Season,30,Sat,2020-06-06,15:30 (09:30),Düsseldorf,2.2,2–2,0.9,Hoffenheim,,Merkur Spielarena,Sören Storks,Match Report,
2020,Regular Season,30,Sat,2020-06-06,15:30 (09:30),RB Leipzig,2.1,1–1,1.4,Paderborn 07,,Red Bull Arena,Deniz Aytekin,Match Report,
2020,Regular Season,30,Sat,2020-06-06,15:30 (09:30),Eint Frankfurt,0.4,0–2,2.0,Mainz 05,,Commerzbank-Arena,Felix Brych,Match Report,
2020,Regular Season,30,Sat,2020-06-06,18:30 (12:30),Dortmund,1.8,1–0,0.4,Hertha BSC,,Signal Iduna Park,Harm Osmers,Match Report,
2020,Regular Season,30,Sun,2020-06-07,13:30 (07:30),Werder Bremen,0.7,0–1,1.7,Wolfsburg,,Weserstadion,Bibiana Steinhaus,Match Report,
2020,Regular Season,30,Sun,2020-06-07,15:30 (09:30),Union Berlin,1.6,1–1,0.2,Schalke 04,,Stadion An der Alten Försterei,Tobias Stieler,Match Report,
2020,Regular Season,30,Sun,2020-06-07,18:00 (12:00),Augsburg,2.1,1–1,1.0,Köln,,WWK Arena,Benjamin Cortus,Match Report,
2020,Regular Season,31,Fri,2020-06-12,20:30 (14:30),Hoffenheim,1.8,0–2,1.6,RB Leipzig,,PreZero Arena,Tobias Welz,Match Report,
2020,Regular Season,31,Sat,2020-06-13,15:30 (09:30),Paderborn 07,1.7,1–5,2.6,Werder Bremen,,Benteler-Arena,Christian Dingert,Match Report,
2020,Regular Season,31,Sat,2020-06-13,15:30 (09:30),Hertha BSC,0.9,1–4,2.5,Eint Frankfurt,,Olympiastadion Berlin,Robert Hartmann,Match Report,
2020,Regular Season,31,Sat,2020-06-13,15:30 (09:30),Düsseldorf,0.5,0–1,0.6,Dortmund,,Merkur Spielarena,Sascha Stegemann,Match Report,
2020,Regular Season,31,Sat,2020-06-13,15:30 (09:30),Köln,1.1,1–2,1.1,Union Berlin,,RheinEnergieSTADION,Martin Petersen,Match Report,
2020,Regular Season,31,Sat,2020-06-13,15:30 (09:30),Wolfsburg,2.4,2–2,2.2,Freiburg,,Volkswagen Arena,Bastian Dankert,Match Report,
2020,Regular Season,31,Sat,2020-06-13,18:30 (12:30),Bayern Munich,1.5,2–1,0.7,M'Gladbach,,Allianz Arena,Felix Zwayer,Match Report,
2020,Regular Season,31,Sun,2020-06-14,15:30 (09:30),Mainz 05,1.7,0–1,0.9,Augsburg,,Opel Arena,Marco Fritz,Match Report,
2020,Regular Season,31,Sun,2020-06-14,18:00 (12:00),Schalke 04,1.3,1–1,1.2,Leverkusen,,Veltins-Arena,Daniel Siebert,Match Report,
2020,Regular Season,32,Tue,2020-06-16,18:30 (12:30),M'Gladbach,1.7,3–0,0.4,Wolfsburg,,Stadion im Borussia-Park,Robert Schröder,Match Report,
2020,Regular Season,32,Tue,2020-06-16,20:30 (14:30),Union Berlin,1.7,1–0,0.8,Paderborn 07,,Stadion An der Alten Försterei,Bibiana Steinhaus,Match Report,
2020,Regular Season,32,Tue,2020-06-16,20:30 (14:30),Werder Bremen,0.5,0–1,1.1,Bayern Munich,,Weserstadion,Harm Osmers,Match Report,
2020,Regular Season,32,Tue,2020-06-16,20:30 (14:30),Freiburg,1.9,2–1,1.8,Hertha BSC,,Schwarzwald-Stadion,Tobias Stieler,Match Report,
2020,Regular Season,32,Wed,2020-06-17,18:30 (12:30),Eint Frankfurt,2.5,2–1,0.8,Schalke 04,,Commerzbank-Arena,Guido Winkmann,Match Report,
2020,Regular Season,32,Wed,2020-06-17,20:30 (14:30),RB Leipzig,1.2,2–2,1.0,Düsseldorf,,Red Bull Arena,Manuel Gräfe,Match Report,
2020,Regular Season,32,Wed,2020-06-17,20:30 (14:30),Leverkusen,2.3,3–1,0.6,Köln,,BayArena,Sven Jablonski,Match Report,
2020,Regular Season,32,Wed,2020-06-17,20:30 (14:30),Dortmund,1.1,0–2,1.8,Mainz 05,,Signal Iduna Park,Frank Willenborg,Match Report,
2020,Regular Season,32,Wed,2020-06-17,20:30 (14:30),Augsburg,0.5,1–3,1.6,Hoffenheim,,WWK Arena,Deniz Aytekin,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Hoffenheim,2.1,4–0,0.4,Union Berlin,,PreZero Arena,Robert Hartmann,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Paderborn 07,0.6,1–3,4.0,M'Gladbach,,Benteler-Arena,Tobias Welz,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Schalke 04,0.9,1–4,2.1,Wolfsburg,,Veltins-Arena,Sascha Stegemann,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Hertha BSC,1.9,2–0,1.4,Leverkusen,,Olympiastadion Berlin,Felix Brych,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Mainz 05,1.9,3–1,2.0,Werder Bremen,,Opel Arena,Manuel Gräfe,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Düsseldorf,0.4,1–1,1.5,Augsburg,,Merkur Spielarena,Daniel Siebert,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Bayern Munich,2.0,3–1,1.8,Freiburg,,Allianz Arena,Sören Storks,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),RB Leipzig,0.9,0–2,3.1,Dortmund,,Red Bull Arena,Felix Zwayer,Match Report,
2020,Regular Season,33,Sat,2020-06-20,15:30 (09:30),Köln,1.0,1–1,1.6,Eint Frankfurt,,RheinEnergieSTADION,Christian Dingert,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Werder Bremen,3.0,6–1,0.8,Köln,,Weserstadion,Bastian Dankert,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Eint Frankfurt,2.1,3–2,2.2,Paderborn 07,,Commerzbank-Arena,Benjamin Brand,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Dortmund,0.2,0–4,3.1,Hoffenheim,,Signal Iduna Park,Guido Winkmann,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Wolfsburg,0.8,0–4,3.2,Bayern Munich,,Volkswagen Arena,Patrick Ittrich,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Augsburg,0.2,1–2,2.2,RB Leipzig,,WWK Arena,Felix Brych,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),M'Gladbach,3.0,2–1,1.0,Hertha BSC,,Stadion im Borussia-Park,Deniz Aytekin,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Leverkusen,1.5,1–0,0.4,Mainz 05,,BayArena,Benjamin Cortus,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Union Berlin,1.8,3–0,1.0,Düsseldorf,,Stadion An der Alten Försterei,Harm Osmers,Match Report,
2020,Regular Season,34,Sat,2020-06-27,15:30 (09:30),Freiburg,1.5,4–0,0.8,Schalke 04,,Schwarzwald-Stadion,Martin Petersen,Match Report,
