team,n,rank,w,d,l,gf,ga,gd,pts
PAOK Salonik,135,2,2,2,2,10,8,2,8
P'thinaikos,135,3,2,1,3,8,10,-2,7
Panionios,135,4,1,1,4,4,10,-6,4
AEK Athens,136,1,4,2,0,7,1,6,14
PAOK Salonik,136,2,2,3,1,9,4,5,9
P'thinaikos,136,3,1,2,3,4,9,-5,5
Panionios,136,4,1,1,4,4,10,-6,4
AEK Athens,137,1,4,2,0,7,1,6,14
PAOK Salonik,137,2,3,2,1,10,4,6,11
P'thinaikos,137,3,1,1,4,4,10,-6,4
Panionios,137,3,1,1,4,4,10,-6,4
AEK Athens,138,1,4,2,0,7,1,6,14
PAOK Salonik,138,2,2,3,1,10,5,5,9
P'thinaikos,138,3,1,2,3,5,10,-5,5
Panionios,138,4,1,1,4,4,10,-6,4
AEK Athens,139,1,4,2,0,7,1,6,14
PAOK Salonik,139,2,2,2,2,9,7,2,8
P'thinaikos,139,3,2,1,3,7,9,-2,7
Panionios,139,4,1,1,4,4,10,-6,4
AEK Athens,140,1,4,2,0,7,1,6,14
PAOK Salonik,140,2,3,2,1,11,4,7,11
Panionios,140,3,1,1,4,4,10,-6,4
P'thinaikos,140,4,1,1,4,4,11,-7,4
AEK Athens,141,1,4,2,0,7,1,6,14
PAOK Salonik,141,2,3,2,1,12,4,8,11
Panionios,141,3,1,1,4,4,10,-6,4
P'thinaikos,141,4,1,1,4,4,12,-8,4
AEK Athens,142,1,4,2,0,7,1,6,14
PAOK Salonik,142,2,2,2,2,9,5,4,8
P'thinaikos,142,3,2,1,3,5,9,-4,7
Panionios,142,4,1,1,4,4,10,-6,4
AEK Athens,143,1,4,2,0,7,1,6,14
PAOK Salonik,143,2,2,2,2,9,6,3,8
P'thinaikos,143,3,2,1,3,6,9,-3,7
Panionios,143,4,1,1,4,4,10,-6,4
AEK Athens,144,1,4,2,0,7,1,6,14
PAOK Salonik,144,2,3,2,1,12,5,7,11
Panionios,144,3,1,1,4,4,10,-6,4
P'thinaikos,144,4,1,1,4,5,12,-7,4
AEK Athens,145,1,4,2,0,7,1,6,14
PAOK Salonik,145,2,2,3,1,12,7,5,9
P'thinaikos,145,3,1,2,3,7,12,-5,5
Panionios,145,4,1,1,4,4,10,-6,4
AEK Athens,146,1,4,2,0,7,1,6,14
PAOK Salonik,146,2,3,2,1,11,5,6,11
P'thinaikos,146,3,1,1,4,5,11,-6,4
Panionios,146,4,1,1,4,4,10,-6,4
AEK Athens,147,1,4,2,0,7,1,6,14
PAOK Salonik,147,2,2,3,1,10,5,5,9
P'thinaikos,147,3,1,2,3,5,10,-5,5
Panionios,147,4,1,1,4,4,10,-6,4
AEK Athens,148,1,4,2,0,7,1,6,14
PAOK Salonik,148,2,3,2,1,10,4,6,11
P'thinaikos,148,3,1,1,4,4,10,-6,4
Panionios,148,3,1,1,4,4,10,-6,4
AEK Athens,149,1,4,2,0,7,1,6,14
PAOK Salonik,149,2,3,2,1,10,4,6,11
P'thinaikos,149,3,1,1,4,4,10,-6,4
Panionios,149,3,1,1,4,4,10,-6,4
AEK Athens,150,1,4,2,0,7,1,6,14
PAOK Salonik,150,2,2,3,1,10,5,5,9
P'thinaikos,150,3,1,2,3,5,10,-5,5
Panionios,150,4,1,1,4,4,10,-6,4
AEK Athens,151,1,4,2,0,7,1,6,14
PAOK Salonik,151,2,2,2,2,9,5,4,8
P'thinaikos,151,3,2,1,3,5,9,-4,7
Panionios,151,4,1,1,4,4,10,-6,4
AEK Athens,152,1,4,2,0,7,1,6,14
PAOK Salonik,152,2,2,2,2,10,6,4,8
P'thinaikos,152,3,2,1,3,6,10,-4,7
Panionios,152,4,1,1,4,4,10,-6,4
AEK Athens,153,1,4,2,0,7,1,6,14
PAOK Salonik,153,2,3,2,1,10,4,6,11
P'thinaikos,153,3,1,1,4,4,10,-6,4
Panionios,153,3,1,1,4,4,10,-6,4
AEK Athens,154,1,4,2,0,7,1,6,14
PAOK Salonik,154,2,2,2,2,9,6,3,8
P'thinaikos,154,3,2,1,3,6,9,-3,7
Panionios,154,4,1,1,4,4,10,-6,4
AEK Athens,155,1,4,2,0,7,1,6,14
PAOK Salonik,155,2,3,2,1,10,4,6,11
P'thinaikos,155,3,1,1,4,4,10,-6,4
Panionios,155,3,1,1,4,4,10,-6,4
AEK Athens,156,1,4,2,0,7,1,6,14
PAOK Salonik,156,2,2,2,2,9,7,2,8
P'thinaikos,156,3,2,1,3,7,9,-2,7
Panionios,156,4,1,1,4,4,10,-6,4
AEK Athens,157,1,4,2,0,7,1,6,14
PAOK Salonik,157,2,2,3,1,10,5,5,9
P'thinaikos,157,3,1,2,3,5,10,-5,5
Panionios,157,4,1,1,4,4,10,-6,4
AEK Athens,158,1,4,2,0,7,1,6,14
PAOK Salonik,158,2,3,2,1,11,4,7,11
Panionios,158,3,1,1,4,4,10,-6,4
P'thinaikos,158,4,1,1,4,4,11,-7,4
AEK Athens,159,1,4,2,0,7,1,6,14
PAOK Salonik,159,2,2,3,1,9,4,5,9
P'thinaikos,159,3,1,2,3,4,9,-5,5
Panionios,159,4,1,1,4,4,10,-6,4
AEK Athens,160,1,4,2,0,7,1,6,14
PAOK Salonik,160,2,3,2,1,12,4,8,11
Panionios,160,3,1,1,4,4,10,-6,4
P'thinaikos,160,4,1,1,4,4,12,-8,4
AEK Athens,161,1,4,2,0,7,1,6,14
PAOK Salonik,161,2,2,2,2,10,7,3,8
P'thinaikos,161,3,2,1,3,7,10,-3,7
Panionios,161,4,1,1,4,4,10,-6,4
AEK Athens,162,1,4,2,0,7,1,6,14
PAOK Salonik,162,2,3,2,1,11,5,6,11
P'thinaikos,162,3,1,1,4,5,11,-6,4
Panionios,162,4,1,1,4,4,10,-6,4
AEK Athens,163,1,4,2,0,7,1,6,14
PAOK Salonik,163,2,2,2,2,10,7,3,8
P'thinaikos,163,3,2,1,3,7,10,-3,7
Panionios,163,4,1,1,4,4,10,-6,4
AEK Athens,164,1,4,2,0,7,1,6,14
PAOK Salonik,164,2,2,2,2,11,7,4,8
P'thinaikos,164,3,2,1,3,7,11,-4,7
Panionios,164,4,1,1,4,4,10,-6,4
AEK Athens,165,1,4,2,0,7,1,6,14
PAOK Salonik,165,2,2,2,2,9,5,4,8
P'thinaikos,165,3,2,1,3,5,9,-4,7
Panionios,165,4,1,1,4,4,10,-6,4
AEK Athens,166,1,4,2,0,7,1,6,14
PAOK Salonik,166,2,2,2,2,9,6,3,8
P'thinaikos,166,3,2,1,3,6,9,-3,7
Panionios,166,4,1,1,4,4,10,-6,4
AEK Athens,167,1,4,2,0,7,1,6,14
PAOK Salonik,167,2,2,3,1,10,5,5,9
P'thinaikos,167,3,1,2,3,5,10,-5,5
Panionios,167,4,1,1,4,4,10,-6,4
AEK Athens,168,1,4,2,0,7,1,6,14
PAOK Salonik,168,2,2,2,2,9,5,4,8
P'thinaikos,168,3,2,1,3,5,9,-4,7
Panionios,168,4,1,1,4,4,10,-6,4
AEK Athens,169,1,4,2,0,7,1,6,14
PAOK Salonik,169,2,2,2,2,9,5,4,8
P'thinaikos,169,3,2,1,3,5,9,-4,7
Panionios,169,4,1,1,4,4,10,-6,4
AEK Athens,170,1,4,2,0,7,1,6,14
PAOK Salonik,170,2,2,3,1,10,5,5,9
P'thinaikos,170,3,1,2,3,5,10,-5,5
Panionios,170,4,1,1,4,4,10,-6,4
AEK Athens,171,1,4,2,0,7,1,6,14
PAOK Salonik,171,2,2,3,1,10,5,5,9
P'thinaikos,171,3,1,2,3,5,10,-5,5
Panionios,171,4,1,1,4,4,10,-6,4
AEK Athens,172,1,4,2,0,7,1,6,14
PAOK Salonik,172,2,3,2,1,10,4,6,11
P'thinaikos,172,3,1,1,4,4,10,-6,4
Panionios,172,3,1,1,4,4,10,-6,4
AEK Athens,173,1,4,2,0,7,1,6,14
PAOK Salonik,173,2,2,3,1,10,5,5,9
P'thinaikos,173,3,1,2,3,5,10,-5,5
Panionios,173,4,1,1,4,4,10,-6,4
AEK Athens,174,1,4,2,0,7,1,6,14
PAOK Salonik,174,2,3,2,1,11,5,6,11
P'thinaikos,174,3,1,1,4,5,11,-6,4
Panionios,174,4,1,1,4,4,10,-6,4
AEK Athens,175,1,4,2,0,7,1,6,14
PAOK Salonik,175,2,3,2,1,12,5,7,11
Panionios,175,3,1,1,4,4,10,-6,4
P'thinaikos,175,4,1,1,4,5,12,-7,4
AEK Athens,176,1,4,2,0,7,1,6,14
PAOK Salonik,176,2,2,3,1,11,6,5,9
P'thinaikos,176,3,1,2,3,6,11,-5,5
Panionios,176,4,1,1,4,4,10,-6,4
AEK Athens,177,1,4,2,0,7,1,6,14
PAOK Salonik,177,2,2,2,2,10,6,4,8
P'thinaikos,177,3,2,1,3,6,10,-4,7
Panionios,177,4,1,1,4,4,10,-6,4
AEK Athens,178,1,4,2,0,7,1,6,14
PAOK Salonik,178,2,2,3,1,11,6,5,9
P'thinaikos,178,3,1,2,3,6,11,-5,5
Panionios,178,4,1,1,4,4,10,-6,4
AEK Athens,179,1,4,2,0,7,1,6,14
PAOK Salonik,179,2,2,2,2,9,6,3,8
P'thinaikos,179,3,2,1,3,6,9,-3,7
Panionios,179,4,1,1,4,4,10,-6,4
AEK Athens,180,1,4,2,0,7,1,6,14
PAOK Salonik,180,2,2,2,2,10,7,3,8
P'thinaikos,180,3,2,1,3,7,10,-3,7
Panionios,180,4,1,1,4,4,10,-6,4
AEK Athens,181,1,4,2,0,7,1,6,14
PAOK Salonik,181,2,3,2,1,11,5,6,11
P'thinaikos,181,3,1,1,4,5,11,-6,4
Panionios,181,4,1,1,4,4,10,-6,4
AEK Athens,182,1,4,2,0,7,1,6,14
PAOK Salonik,182,2,2,2,2,9,7,2,8
P'thinaikos,182,3,2,1,3,7,9,-2,7
Panionios,182,4,1,1,4,4,10,-6,4
AEK Athens,183,1,4,2,0,7,1,6,14
PAOK Salonik,183,2,2,2,2,10,8,2,8
P'thinaikos,183,3,2,1,3,8,10,-2,7
Panionios,183,4,1,1,4,4,10,-6,4
AEK Athens,184,1,4,2,0,7,1,6,14
PAOK Salonik,184,2,2,2,2,11,7,4,8
P'thinaikos,184,3,2,1,3,7,11,-4,7
Panionios,184,4,1,1,4,4,10,-6,4
AEK Athens,185,1,4,2,0,7,1,6,14
PAOK Salonik,185,2,2,3,1,10,5,5,9
P'thinaikos,185,3,1,2,3,5,10,-5,5
Panionios,185,4,1,1,4,4,10,-6,4
AEK Athens,186,1,4,2,0,7,1,6,14
PAOK Salonik,186,2,2,2,2,13,9,4,8
P'thinaikos,186,3,2,1,3,9,13,-4,7
Panionios,186,4,1,1,4,4,10,-6,4
AEK Athens,187,1,4,2,0,7,1,6,14
PAOK Salonik,187,2,2,2,2,9,5,4,8
P'thinaikos,187,3,2,1,3,5,9,-4,7
Panionios,187,4,1,1,4,4,10,-6,4
AEK Athens,188,1,4,2,0,7,1,6,14
PAOK Salonik,188,2,3,2,1,10,4,6,11
P'thinaikos,188,3,1,1,4,4,10,-6,4
Panionios,188,3,1,1,4,4,10,-6,4
AEK Athens,189,1,4,2,0,7,1,6,14
PAOK Salonik,189,2,2,2,2,10,8,2,8
P'thinaikos,189,3,2,1,3,8,10,-2,7
Panionios,189,4,1,1,4,4,10,-6,4
AEK Athens,190,1,4,2,0,7,1,6,14
PAOK Salonik,190,2,2,3,1,10,5,5,9
P'thinaikos,190,3,1,2,3,5,10,-5,5
Panionios,190,4,1,1,4,4,10,-6,4
AEK Athens,191,1,4,2,0,7,1,6,14
PAOK Salonik,191,2,2,2,2,9,5,4,8
P'thinaikos,191,3,2,1,3,5,9,-4,7
Panionios,191,4,1,1,4,4,10,-6,4
AEK Athens,192,1,4,2,0,7,1,6,14
PAOK Salonik,192,2,2,2,2,9,5,4,8
P'thinaikos,192,3,2,1,3,5,9,-4,7
Panionios,192,4,1,1,4,4,10,-6,4
AEK Athens,193,1,4,2,0,7,1,6,14
PAOK Salonik,193,2,2,2,2,10,7,3,8
P'thinaikos,193,3,2,1,3,7,10,-3,7
Panionios,193,4,1,1,4,4,10,-6,4
AEK Athens,194,1,4,2,0,7,1,6,14
PAOK Salonik,194,2,2,2,2,9,7,2,8
P'thinaikos,194,3,2,1,3,7,9,-2,7
Panionios,194,4,1,1,4,4,10,-6,4
AEK Athens,195,1,4,2,0,7,1,6,14
PAOK Salonik,195,2,2,2,2,9,5,4,8
P'thinaikos,195,3,2,1,3,5,9,-4,7
Panionios,195,4,1,1,4,4,10,-6,4
AEK Athens,196,1,4,2,0,7,1,6,14
PAOK Salonik,196,2,3,2,1,11,5,6,11
P'thinaikos,196,3,1,1,4,5,11,-6,4
Panionios,196,4,1,1,4,4,10,-6,4
AEK Athens,197,1,4,2,0,7,1,6,14
PAOK Salonik,197,2,3,2,1,11,4,7,11
Panionios,197,3,1,1,4,4,10,-6,4
P'thinaikos,197,4,1,1,4,4,11,-7,4
AEK Athens,198,1,4,2,0,7,1,6,14
PAOK Salonik,198,2,2,2,2,10,6,4,8
P'thinaikos,198,3,2,1,3,6,10,-4,7
Panionios,198,4,1,1,4,4,10,-6,4
AEK Athens,199,1,4,2,0,7,1,6,14
PAOK Salonik,199,2,3,2,1,11,4,7,11
Panionios,199,3,1,1,4,4,10,-6,4
P'thinaikos,199,4,1,1,4,4,11,-7,4
AEK Athens,200,1,4,2,0,7,1,6,14
PAOK Salonik,200,2,2,2,2,9,6,3,8
P'thinaikos,200,3,2,1,3,6,9,-3,7
Panionios,200,4,1,1,4,4,10,-6,4
AEK Athens,201,1,4,2,0,7,1,6,14
PAOK Salonik,201,2,2,3,1,9,4,5,9
P'thinaikos,201,3,1,2,3,4,9,-5,5
Panionios,201,4,1,1,4,4,10,-6,4
AEK Athens,202,1,4,2,0,7,1,6,14
PAOK Salonik,202,2,2,3,1,10,5,5,9
P'thinaikos,202,3,1,2,3,5,10,-5,5
Panionios,202,4,1,1,4,4,10,-6,4
AEK Athens,203,1,4,2,0,7,1,6,14
PAOK Salonik,203,2,3,2,1,10,4,6,11
P'thinaikos,203,3,1,1,4,4,10,-6,4
Panionios,203,3,1,1,4,4,10,-6,4
AEK Athens,204,1,4,2,0,7,1,6,14
PAOK Salonik,204,2,3,2,1,11,5,6,11
P'thinaikos,204,3,1,1,4,5,11,-6,4
Panionios,204,4,1,1,4,4,10,-6,4
AEK Athens,205,1,4,2,0,7,1,6,14
PAOK Salonik,205,2,2,2,2,9,6,3,8
P'thinaikos,205,3,2,1,3,6,9,-3,7
Panionios,205,4,1,1,4,4,10,-6,4
AEK Athens,206,1,4,2,0,7,1,6,14
PAOK Salonik,206,2,2,2,2,10,8,2,8
P'thinaikos,206,3,2,1,3,8,10,-2,7
Panionios,206,4,1,1,4,4,10,-6,4
AEK Athens,207,1,4,2,0,7,1,6,14
PAOK Salonik,207,2,3,2,1,10,4,6,11
P'thinaikos,207,3,1,1,4,4,10,-6,4
Panionios,207,3,1,1,4,4,10,-6,4
AEK Athens,208,1,4,2,0,7,1,6,14
PAOK Salonik,208,2,2,2,2,9,7,2,8
P'thinaikos,208,3,2,1,3,7,9,-2,7
Panionios,208,4,1,1,4,4,10,-6,4
AEK Athens,209,1,4,2,0,7,1,6,14
PAOK Salonik,209,2,2,3,1,9,4,5,9
P'thinaikos,209,3,1,2,3,4,9,-5,5
Panionios,209,4,1,1,4,4,10,-6,4
AEK Athens,210,1,4,2,0,7,1,6,14
PAOK Salonik,210,2,2,3,1,10,5,5,9
P'thinaikos,210,3,1,2,3,5,10,-5,5
Panionios,210,4,1,1,4,4,10,-6,4
AEK Athens,211,1,4,2,0,7,1,6,14
PAOK Salonik,211,2,2,3,1,10,5,5,9
P'thinaikos,211,3,1,2,3,5,10,-5,5
Panionios,211,4,1,1,4,4,10,-6,4
AEK Athens,212,1,4,2,0,7,1,6,14
PAOK Salonik,212,2,2,3,1,11,6,5,9
P'thinaikos,212,3,1,2,3,6,11,-5,5
Panionios,212,4,1,1,4,4,10,-6,4
AEK Athens,213,1,4,2,0,7,1,6,14
PAOK Salonik,213,2,3,2,1,11,4,7,11
Panionios,213,3,1,1,4,4,10,-6,4
P'thinaikos,213,4,1,1,4,4,11,-7,4
AEK Athens,214,1,4,2,0,7,1,6,14
PAOK Salonik,214,2,2,3,1,9,4,5,9
P'thinaikos,214,3,1,2,3,4,9,-5,5
Panionios,214,4,1,1,4,4,10,-6,4
AEK Athens,215,1,4,2,0,7,1,6,14
PAOK Salonik,215,2,3,2,1,10,4,6,11
P'thinaikos,215,3,1,1,4,4,10,-6,4
Panionios,215,3,1,1,4,4,10,-6,4
AEK Athens,216,1,4,2,0,7,1,6,14
PAOK Salonik,216,2,3,2,1,10,4,6,11
P'thinaikos,216,3,1,1,4,4,10,-6,4
Panionios,216,3,1,1,4,4,10,-6,4
AEK Athens,217,1,4,2,0,7,1,6,14
PAOK Salonik,217,2,3,2,1,10,4,6,11
P'thinaikos,217,3,1,1,4,4,10,-6,4
Panionios,217,3,1,1,4,4,10,-6,4
AEK Athens,218,1,4,2,0,7,1,6,14
PAOK Salonik,218,2,2,2,2,10,6,4,8
P'thinaikos,218,3,2,1,3,6,10,-4,7
Panionios,218,4,1,1,4,4,10,-6,4
AEK Athens,219,1,4,2,0,7,1,6,14
PAOK Salonik,219,2,2,2,2,9,5,4,8
P'thinaikos,219,3,2,1,3,5,9,-4,7
Panionios,219,4,1,1,4,4,10,-6,4
AEK Athens,220,1,4,2,0,7,1,6,14
PAOK Salonik,220,2,2,3,1,9,4,5,9
P'thinaikos,220,3,1,2,3,4,9,-5,5
Panionios,220,4,1,1,4,4,10,-6,4
AEK Athens,221,1,4,2,0,7,1,6,14
PAOK Salonik,221,2,2,2,2,9,5,4,8
P'thinaikos,221,3,2,1,3,5,9,-4,7
Panionios,221,4,1,1,4,4,10,-6,4
AEK Athens,222,1,4,2,0,7,1,6,14
PAOK Salonik,222,2,2,2,2,9,5,4,8
P'thinaikos,222,3,2,1,3,5,9,-4,7
Panionios,222,4,1,1,4,4,10,-6,4
AEK Athens,223,1,4,2,0,7,1,6,14
PAOK Salonik,223,2,3,2,1,10,4,6,11
P'thinaikos,223,3,1,1,4,4,10,-6,4
Panionios,223,3,1,1,4,4,10,-6,4
AEK Athens,224,1,4,2,0,7,1,6,14
PAOK Salonik,224,2,3,2,1,11,4,7,11
Panionios,224,3,1,1,4,4,10,-6,4
P'thinaikos,224,4,1,1,4,4,11,-7,4
AEK Athens,225,1,4,2,0,7,1,6,14
PAOK Salonik,225,2,2,2,2,9,6,3,8
P'thinaikos,225,3,2,1,3,6,9,-3,7
Panionios,225,4,1,1,4,4,10,-6,4
AEK Athens,226,1,4,2,0,7,1,6,14
PAOK Salonik,226,2,2,2,2,9,6,3,8
P'thinaikos,226,3,2,1,3,6,9,-3,7
Panionios,226,4,1,1,4,4,10,-6,4
AEK Athens,227,1,4,2,0,7,1,6,14
PAOK Salonik,227,2,2,3,1,10,5,5,9
P'thinaikos,227,3,1,2,3,5,10,-5,5
Panionios,227,4,1,1,4,4,10,-6,4
AEK Athens,228,1,4,2,0,7,1,6,14
PAOK Salonik,228,2,2,2,2,10,6,4,8
P'thinaikos,228,3,2,1,3,6,10,-4,7
Panionios,228,4,1,1,4,4,10,-6,4
AEK Athens,229,1,4,2,0,7,1,6,14
PAOK Salonik,229,2,3,2,1,13,5,8,11
Panionios,229,3,1,1,4,4,10,-6,4
P'thinaikos,229,4,1,1,4,5,13,-8,4
AEK Athens,230,1,4,2,0,7,1,6,14
PAOK Salonik,230,2,2,2,2,9,6,3,8
P'thinaikos,230,3,2,1,3,6,9,-3,7
Panionios,230,4,1,1,4,4,10,-6,4
AEK Athens,231,1,4,2,0,7,1,6,14
PAOK Salonik,231,2,3,2,1,11,5,6,11
P'thinaikos,231,3,1,1,4,5,11,-6,4
Panionios,231,4,1,1,4,4,10,-6,4
AEK Athens,232,1,4,2,0,7,1,6,14
PAOK Salonik,232,2,2,3,1,9,4,5,9
P'thinaikos,232,3,1,2,3,4,9,-5,5
Panionios,232,4,1,1,4,4,10,-6,4
AEK Athens,233,1,4,2,0,7,1,6,14
PAOK Salonik,233,2,2,2,2,9,5,4,8
P'thinaikos,233,3,2,1,3,5,9,-4,7
Panionios,233,4,1,1,4,4,10,-6,4
AEK Athens,234,1,4,2,0,7,1,6,14
PAOK Salonik,234,2,3,2,1,10,4,6,11
P'thinaikos,234,3,1,1,4,4,10,-6,4
Panionios,234,3,1,1,4,4,10,-6,4
AEK Athens,235,1,4,2,0,7,1,6,14
PAOK Salonik,235,2,2,3,1,10,5,5,9
P'thinaikos,235,3,1,2,3,5,10,-5,5
Panionios,235,4,1,1,4,4,10,-6,4
AEK Athens,236,1,4,2,0,7,1,6,14
PAOK Salonik,236,2,3,2,1,11,5,6,11
P'thinaikos,236,3,1,1,4,5,11,-6,4
Panionios,236,4,1,1,4,4,10,-6,4
AEK Athens,237,1,4,2,0,7,1,6,14
PAOK Salonik,237,2,3,2,1,10,4,6,11
P'thinaikos,237,3,1,1,4,4,10,-6,4
Panionios,237,3,1,1,4,4,10,-6,4
AEK Athens,238,1,4,2,0,7,1,6,14
PAOK Salonik,238,2,3,2,1,10,4,6,11
P'thinaikos,238,3,1,1,4,4,10,-6,4
Panionios,238,3,1,1,4,4,10,-6,4
AEK Athens,239,1,4,2,0,7,1,6,14
PAOK Salonik,239,2,2,2,2,9,6,3,8
P'thinaikos,239,3,2,1,3,6,9,-3,7
Panionios,239,4,1,1,4,4,10,-6,4
AEK Athens,240,1,4,2,0,7,1,6,14
PAOK Salonik,240,2,2,3,1,11,6,5,9
P'thinaikos,240,3,1,2,3,6,11,-5,5
Panionios,240,4,1,1,4,4,10,-6,4
AEK Athens,241,1,4,2,0,7,1,6,14
PAOK Salonik,241,2,2,3,1,9,4,5,9
P'thinaikos,241,3,1,2,3,4,9,-5,5
Panionios,241,4,1,1,4,4,10,-6,4
AEK Athens,242,1,4,2,0,7,1,6,14
PAOK Salonik,242,2,3,2,1,11,4,7,11
Panionios,242,3,1,1,4,4,10,-6,4
P'thinaikos,242,4,1,1,4,4,11,-7,4
AEK Athens,243,1,4,2,0,7,1,6,14
PAOK Salonik,243,2,3,2,1,12,5,7,11
Panionios,243,3,1,1,4,4,10,-6,4
P'thinaikos,243,4,1,1,4,5,12,-7,4
AEK Athens,244,1,4,2,0,7,1,6,14
PAOK Salonik,244,2,2,2,2,9,5,4,8
P'thinaikos,244,3,2,1,3,5,9,-4,7
Panionios,244,4,1,1,4,4,10,-6,4
AEK Athens,245,1,4,2,0,7,1,6,14
PAOK Salonik,245,2,2,2,2,10,9,1,8
P'thinaikos,245,3,2,1,3,9,10,-1,7
Panionios,245,4,1,1,4,4,10,-6,4
AEK Athens,246,1,4,2,0,7,1,6,14
PAOK Salonik,246,2,2,2,2,9,6,3,8
P'thinaikos,246,3,2,1,3,6,9,-3,7
Panionios,246,4,1,1,4,4,10,-6,4
AEK Athens,247,1,4,2,0,7,1,6,14
PAOK Salonik,247,2,3,2,1,10,4,6,11
P'thinaikos,247,3,1,1,4,4,10,-6,4
Panionios,247,3,1,1,4,4,10,-6,4
AEK Athens,248,1,4,2,0,7,1,6,14
PAOK Salonik,248,2,3,2,1,12,4,8,11
Panionios,248,3,1,1,4,4,10,-6,4
P'thinaikos,248,4,1,1,4,4,12,-8,4
AEK Athens,249,1,4,2,0,7,1,6,14
PAOK Salonik,249,2,2,3,1,11,6,5,9
P'thinaikos,249,3,1,2,3,6,11,-5,5
Panionios,249,4,1,1,4,4,10,-6,4
AEK Athens,250,1,4,2,0,7,1,6,14
PAOK Salonik,250,2,2,3,1,10,5,5,9
P'thinaikos,250,3,1,2,3,5,10,-5,5
Panionios,250,4,1,1,4,4,10,-6,4
AEK Athens,251,1,4,2,0,7,1,6,14
PAOK Salonik,251,2,3,2,1,12,6,6,11
P'thinaikos,251,3,1,1,4,6,12,-6,4
Panionios,251,4,1,1,4,4,10,-6,4
AEK Athens,252,1,4,2,0,7,1,6,14
PAOK Salonik,252,2,3,2,1,11,5,6,11
P'thinaikos,252,3,1,1,4,5,11,-6,4
Panionios,252,4,1,1,4,4,10,-6,4
AEK Athens,253,1,4,2,0,7,1,6,14
PAOK Salonik,253,2,2,2,2,9,5,4,8
P'thinaikos,253,3,2,1,3,5,9,-4,7
Panionios,253,4,1,1,4,4,10,-6,4
AEK Athens,254,1,4,2,0,7,1,6,14
PAOK Salonik,254,2,3,2,1,10,4,6,11
P'thinaikos,254,3,1,1,4,4,10,-6,4
Panionios,254,3,1,1,4,4,10,-6,4
AEK Athens,255,1,4,2,0,7,1,6,14
PAOK Salonik,255,2,3,2,1,11,5,6,11
P'thinaikos,255,3,1,1,4,5,11,-6,4
Panionios,255,4,1,1,4,4,10,-6,4
AEK Athens,256,1,4,2,0,7,1,6,14
PAOK Salonik,256,2,2,2,2,10,6,4,8
P'thinaikos,256,3,2,1,3,6,10,-4,7
Panionios,256,4,1,1,4,4,10,-6,4
AEK Athens,257,1,4,2,0,7,1,6,14
PAOK Salonik,257,2,2,3,1,9,4,5,9
P'thinaikos,257,3,1,2,3,4,9,-5,5
Panionios,257,4,1,1,4,4,10,-6,4
AEK Athens,258,1,4,2,0,7,1,6,14
PAOK Salonik,258,2,3,2,1,10,4,6,11
P'thinaikos,258,3,1,1,4,4,10,-6,4
Panionios,258,3,1,1,4,4,10,-6,4
AEK Athens,259,1,4,2,0,7,1,6,14
PAOK Salonik,259,2,2,2,2,10,6,4,8
P'thinaikos,259,3,2,1,3,6,10,-4,7
Panionios,259,4,1,1,4,4,10,-6,4
AEK Athens,260,1,4,2,0,7,1,6,14
PAOK Salonik,260,2,2,3,1,10,5,5,9
P'thinaikos,260,3,1,2,3,5,10,-5,5
Panionios,260,4,1,1,4,4,10,-6,4
AEK Athens,261,1,4,2,0,7,1,6,14
PAOK Salonik,261,2,3,2,1,15,5,10,11
Panionios,261,3,1,1,4,4,10,-6,4
P'thinaikos,261,4,1,1,4,5,15,-10,4
AEK Athens,262,1,4,2,0,7,1,6,14
PAOK Salonik,262,2,2,3,1,14,9,5,9
P'thinaikos,262,3,1,2,3,9,14,-5,5
Panionios,262,4,1,1,4,4,10,-6,4
AEK Athens,263,1,4,2,0,7,1,6,14
PAOK Salonik,263,2,2,3,1,9,4,5,9
P'thinaikos,263,3,1,2,3,4,9,-5,5
Panionios,263,4,1,1,4,4,10,-6,4
AEK Athens,264,1,4,2,0,7,1,6,14
PAOK Salonik,264,2,2,3,1,11,6,5,9
P'thinaikos,264,3,1,2,3,6,11,-5,5
Panionios,264,4,1,1,4,4,10,-6,4
AEK Athens,265,1,4,2,0,7,1,6,14
PAOK Salonik,265,2,2,3,1,12,7,5,9
P'thinaikos,265,3,1,2,3,7,12,-5,5
Panionios,265,4,1,1,4,4,10,-6,4
AEK Athens,266,1,4,2,0,7,1,6,14
PAOK Salonik,266,2,3,2,1,11,5,6,11
P'thinaikos,266,3,1,1,4,5,11,-6,4
Panionios,266,4,1,1,4,4,10,-6,4
AEK Athens,267,1,4,2,0,7,1,6,14
PAOK Salonik,267,2,2,2,2,10,6,4,8
P'thinaikos,267,3,2,1,3,6,10,-4,7
Panionios,267,4,1,1,4,4,10,-6,4
AEK Athens,268,1,4,2,0,7,1,6,14
PAOK Salonik,268,2,2,3,1,11,6,5,9
P'thinaikos,268,3,1,2,3,6,11,-5,5
Panionios,268,4,1,1,4,4,10,-6,4
AEK Athens,269,1,4,2,0,7,1,6,14
PAOK Salonik,269,2,2,2,2,10,7,3,8
P'thinaikos,269,3,2,1,3,7,10,-3,7
Panionios,269,4,1,1,4,4,10,-6,4
AEK Athens,270,1,4,2,0,7,1,6,14
PAOK Salonik,270,2,2,3,1,9,4,5,9
P'thinaikos,270,3,1,2,3,4,9,-5,5
