team,n,rank,w,d,l,gf,ga,gd,pts
Raith,58,2,22,9,5,68,32,36,75
Arbroath,58,3,18,8,10,73,49,24,62
Alloa,58,4,17,9,10,56,43,13,60
Stranraer,58,5,15,6,15,56,65,-9,51
Airdrieon,58,6,11,11,14,47,58,-11,44
East Fife,58,7,13,4,19,48,65,-17,43
Forfar,58,8,10,5,21,38,66,-28,35
Albion,58,9,8,6,22,60,82,-22,30
Queen's Park,58,10,6,10,20,40,75,-35,28
Ayr,59,1,24,4,8,93,42,51,76
Raith,59,2,22,8,6,68,35,33,74
Alloa,59,3,18,8,10,59,43,16,62
Arbroath,59,4,17,8,11,71,50,21,59
Stranraer,59,5,15,5,16,56,66,-10,50
East Fife,59,6,14,3,19,49,65,-16,45
Airdrieon,59,7,10,11,15,47,61,-14,41
Forfar,59,8,11,5,20,41,66,-25,38
Queen's Park,59,9,7,10,19,41,73,-32,31
Albion,59,10,8,6,22,57,81,-24,30
Raith,60,1,23,8,5,69,32,37,77
Ayr,60,2,24,4,8,92,43,49,76
Arbroath,60,3,17,9,10,72,50,22,60
Alloa,60,4,17,8,11,56,44,12,59
Stranraer,60,5,15,5,16,55,66,-11,50
East Fife,60,6,14,3,19,49,64,-15,45
Airdrieon,60,7,10,12,14,45,58,-13,42
Forfar,60,8,10,6,20,38,64,-26,36
Albion,60,9,8,6,22,58,80,-22,30
Queen's Park,60,10,6,11,19,41,74,-33,29
Ayr,61,1,24,4,8,94,43,51,76
Raith,61,2,22,8,6,70,35,35,74
Alloa,61,3,18,8,10,59,45,14,62
Arbroath,61,4,17,8,11,70,49,21,59
Stranraer,61,5,15,5,16,58,68,-10,50
East Fife,61,6,14,3,19,51,67,-16,45
Airdrieon,61,7,10,11,15,47,62,-15,41
Forfar,61,8,11,5,20,42,66,-24,38
Queen's Park,61,9,7,10,19,40,72,-32,31
Albion,61,10,8,6,22,58,82,-24,30
Ayr,62,1,24,4,8,93,44,49,76
Raith,62,2,22,8,6,68,34,34,74
Alloa,62,3,18,8,10,58,43,15,62
Arbroath,62,4,17,9,10,70,48,22,60
Stranraer,62,5,15,6,15,57,66,-9,51
Airdrieon,62,6,11,11,14,49,59,-10,44
East Fife,62,7,13,4,19,49,66,-17,43
Forfar,62,8,10,5,21,39,68,-29,35
Albion,62,9,8,6,22,59,81,-22,30
Queen's Park,62,10,6,11,19,39,72,-33,29
Raith,63,1,23,8,5,74,32,42,77
Ayr,63,2,24,4,8,95,43,52,76
Arbroath,63,3,18,8,10,73,48,25,62
Alloa,63,4,17,8,11,56,49,7,59
Stranraer,63,5,15,5,16,55,66,-11,50
East Fife,63,6,14,3,19,49,64,-15,45
Airdrieon,63,7,11,11,14,46,58,-12,44
Forfar,63,8,10,5,21,38,65,-27,35
Albion,63,9,8,6,22,58,83,-25,30
Queen's Park,63,10,6,10,20,39,75,-36,28
Ayr,64,1,24,4,8,96,43,53,76
Raith,64,2,22,9,5,69,33,36,75
Alloa,64,3,17,9,10,57,44,13,60
Arbroath,64,4,17,8,11,70,49,21,59
Stranraer,64,5,15,5,16,55,65,-10,50
East Fife,64,6,14,3,19,48,64,-16,45
Airdrieon,64,7,11,11,14,48,58,-10,44
Forfar,64,8,10,5,21,38,67,-29,35
Queen's Park,64,9,7,10,19,40,72,-32,31
Albion,64,10,8,6,22,58,84,-26,30
Raith,65,1,23,8,5,71,32,39,77
Ayr,65,2,24,4,8,94,44,50,76
Arbroath,65,3,17,8,11,71,50,21,59
Alloa,65,4,17,8,11,56,46,10,59
Stranraer,65,5,15,5,16,55,67,-12,50
East Fife,65,6,14,3,19,50,64,-14,45
Airdrieon,65,7,11,11,14,50,59,-9,44
Forfar,65,8,10,5,21,39,69,-30,35
Queen's Park,65,9,7,10,19,41,73,-32,31
Albion,65,10,8,6,22,59,82,-23,30
Ayr,66,1,24,4,8,94,42,52,76
Raith,66,2,22,9,5,69,33,36,75
Arbroath,66,3,17,9,10,74,52,22,60
Alloa,66,4,17,9,10,57,44,13,60
Stranraer,66,5,15,5,16,55,67,-12,50
East Fife,66,6,14,3,19,50,64,-14,45
Airdrieon,66,7,10,12,14,46,59,-13,42
Forfar,66,8,10,6,20,39,65,-26,36
Albion,66,9,8,6,22,57,82,-25,30
Queen's Park,66,10,6,11,19,43,76,-33,29
Raith,67,1,22,9,5,68,32,36,75
Ayr,67,2,23,5,8,92,44,48,74
Arbroath,67,3,17,9,10,72,50,22,60
Alloa,67,4,17,9,10,56,43,13,60
Stranraer,67,5,15,5,16,56,67,-11,50
East Fife,67,6,14,3,19,50,65,-15,45
Airdrieon,67,7,11,11,14,46,58,-12,44
Forfar,67,8,10,5,21,38,65,-27,35
Albion,67,9,8,7,21,59,80,-21,31
Queen's Park,67,10,6,11,19,41,74,-33,29
Raith,68,1,22,8,6,68,35,33,74
Ayr,68,2,23,4,9,92,45,47,73
Alloa,68,3,18,8,10,59,43,16,62
Arbroath,68,4,17,8,11,71,50,21,59
Stranraer,68,5,15,5,16,56,67,-11,50
East Fife,68,6,14,3,19,50,65,-15,45
Airdrieon,68,7,10,11,15,45,61,-16,41
Forfar,68,8,11,5,20,41,64,-23,38
Albion,68,9,9,6,21,60,80,-20,33
Queen's Park,68,10,7,10,19,41,73,-32,31
Raith,69,1,23,8,5,70,33,37,77
Ayr,69,2,24,4,8,92,42,50,76
Arbroath,69,3,17,9,10,71,49,22,60
Alloa,69,4,17,8,11,57,45,12,59
Stranraer,69,5,15,5,16,55,67,-12,50
East Fife,69,6,14,3,19,50,64,-14,45
Airdrieon,69,7,10,11,15,46,60,-14,41
Forfar,69,8,11,5,20,40,65,-25,38
Albion,69,9,8,6,22,57,80,-23,30
Queen's Park,69,10,6,11,19,40,73,-33,29
Raith,70,1,23,8,5,76,33,43,77
Ayr,70,2,24,4,8,95,42,53,76
Arbroath,70,3,17,8,11,71,50,21,59
Alloa,70,4,17,8,11,57,51,6,59
Stranraer,70,5,16,5,15,56,64,-8,53
Airdrieon,70,6,10,12,14,48,61,-13,42
East Fife,70,7,13,3,20,47,65,-18,42
Forfar,70,8,10,6,20,41,67,-26,36
Queen's Park,70,9,7,10,19,41,73,-32,31
Albion,70,10,8,6,22,57,83,-26,30
Ayr,71,1,24,4,8,92,43,49,76
Raith,71,2,22,9,5,68,32,36,75
Arbroath,71,3,18,8,10,71,48,23,62
Alloa,71,4,17,9,10,56,43,13,60
Stranraer,71,5,16,5,15,57,65,-8,53
Airdrieon,71,6,10,12,14,46,59,-13,42
East Fife,71,7,13,3,20,48,66,-18,42
Forfar,71,8,10,6,20,39,65,-26,36
Albion,71,9,8,6,22,58,80,-22,30
Queen's Park,71,10,6,10,20,39,73,-34,28
Ayr,72,1,24,4,8,91,42,49,76
Raith,72,2,22,9,5,68,32,36,75
Alloa,72,3,17,9,10,56,43,13,60
Arbroath,72,4,17,8,11,71,50,21,59
Stranraer,72,5,15,6,15,58,67,-9,51
Airdrieon,72,6,11,11,14,48,59,-11,44
East Fife,72,7,13,4,19,50,67,-17,43
Forfar,72,8,10,5,21,39,67,-28,35
Queen's Park,72,9,7,10,19,41,73,-32,31
Albion,72,10,8,6,22,57,79,-22,30
Ayr,73,1,24,4,8,94,42,52,76
Raith,73,2,22,9,5,69,33,36,75
Alloa,73,3,17,9,10,57,44,13,60
Arbroath,73,4,17,8,11,70,49,21,59
Stranraer,73,5,16,5,15,57,65,-8,53
Airdrieon,73,6,11,11,14,49,59,-10,44
East Fife,73,7,13,3,20,48,66,-18,42
Forfar,73,8,10,5,21,39,68,-29,35
Queen's Park,73,9,7,10,19,40,72,-32,31
Albion,73,10,8,6,22,57,82,-25,30
Raith,74,1,23,8,5,69,32,37,77
Ayr,74,2,24,4,8,94,43,51,76
Arbroath,74,3,17,8,11,72,52,20,59
Alloa,74,4,17,8,11,56,44,12,59
Stranraer,74,5,15,6,15,57,66,-9,51
East Fife,74,6,13,4,19,49,66,-17,43
Airdrieon,74,7,10,11,15,45,60,-15,41
Forfar,74,8,11,5,20,40,64,-24,38
Queen's Park,74,9,7,10,19,43,74,-31,31
Albion,74,10,8,6,22,58,82,-24,30
Raith,75,1,23,8,5,70,32,38,77
Ayr,75,2,24,4,8,94,43,51,76
Arbroath,75,3,17,9,10,72,50,22,60
Alloa,75,4,17,8,11,56,45,11,59
Stranraer,75,5,16,5,15,57,64,-7,53
Airdrieon,75,6,11,11,14,48,58,-10,44
East Fife,75,7,13,3,20,47,66,-19,42
Forfar,75,8,10,5,21,38,67,-29,35
Albion,75,9,8,6,22,58,82,-24,30
Queen's Park,75,10,6,11,19,41,74,-33,29
Raith,76,1,23,8,5,69,32,37,77
Ayr,76,2,23,5,8,91,43,48,74
Arbroath,76,3,18,8,10,73,49,24,62
Alloa,76,4,17,8,11,56,44,12,59
Stranraer,76,5,16,5,15,58,66,-8,53
East Fife,76,6,13,3,20,49,67,-18,42
Airdrieon,76,7,10,11,15,46,62,-16,41
Forfar,76,8,11,5,20,42,65,-23,38
Albion,76,9,8,7,21,58,79,-21,31
Queen's Park,76,10,6,10,20,40,75,-35,28
Raith,77,1,23,8,5,71,32,39,77
Ayr,77,2,24,4,8,96,44,52,76
Arbroath,77,3,17,8,11,71,51,20,59
Alloa,77,4,17,8,11,56,46,10,59
Stranraer,77,5,16,5,15,57,64,-7,53
Airdrieon,77,6,10,12,14,47,60,-13,42
East Fife,77,7,13,3,20,47,66,-19,42
Forfar,77,8,10,6,20,40,66,-26,36
Queen's Park,77,9,7,10,19,42,73,-31,31
Albion,77,10,8,6,22,59,84,-25,30
Ayr,78,1,24,4,8,92,43,49,76
Raith,78,2,22,9,5,69,33,36,75
Arbroath,78,3,18,8,10,72,49,23,62
Alloa,78,4,17,9,10,57,44,13,60
Stranraer,78,5,15,5,16,56,66,-10,50
East Fife,78,6,14,3,19,49,65,-16,45
Airdrieon,78,7,11,11,14,49,58,-9,44
Forfar,78,8,10,5,21,38,68,-30,35
Albion,78,9,8,6,22,58,80,-22,30
Queen's Park,78,10,6,10,20,40,74,-34,28
Raith,79,1,23,8,5,71,32,39,77
Ayr,79,2,24,4,8,93,42,51,76
Arbroath,79,3,18,8,10,72,49,23,62
Alloa,79,4,17,8,11,56,46,10,59
Stranraer,79,5,15,6,15,57,66,-9,51
Airdrieon,79,6,11,11,14,46,58,-12,44
East Fife,79,7,13,4,19,49,66,-17,43
Forfar,79,8,10,5,21,38,65,-27,35
Albion,79,9,8,6,22,57,81,-24,30
Queen's Park,79,10,6,10,20,40,74,-34,28
Ayr,80,1,24,4,8,93,43,50,76
Raith,80,2,22,9,5,69,33,36,75
Arbroath,80,3,17,9,10,72,50,22,60
Alloa,80,4,17,9,10,57,44,13,60
Stranraer,80,5,15,6,15,57,66,-9,51
East Fife,80,6,13,4,19,49,66,-17,43
Airdrieon,80,7,10,12,14,45,58,-13,42
Forfar,80,8,10,6,20,38,64,-26,36
Albion,80,9,8,6,22,58,81,-23,30
Queen's Park,80,10,6,11,19,41,74,-33,29
Raith,81,1,23,8,5,71,32,39,77
Ayr,81,2,23,5,8,94,46,48,74
Arbroath,81,3,17,8,11,70,49,21,59
Alloa,81,4,17,8,11,56,46,10,59
Stranraer,81,5,15,5,16,55,66,-11,50
East Fife,81,6,14,3,19,49,64,-15,45
Airdrieon,81,7,10,12,14,46,59,-13,42
Forfar,81,8,10,6,20,39,65,-26,36
Albion,81,9,8,7,21,61,82,-21,31
Queen's Park,81,10,7,10,19,40,72,-32,31
Ayr,82,1,24,4,8,93,43,50,76
Raith,82,2,22,9,5,68,32,36,75
Arbroath,82,3,18,8,10,75,49,26,62
Alloa,82,4,17,9,10,56,43,13,60
Stranraer,82,5,15,5,16,56,66,-10,50
East Fife,82,6,14,3,19,49,65,-16,45
Airdrieon,82,7,11,11,14,48,58,-10,44
Forfar,82,8,10,5,21,38,67,-29,35
Albion,82,9,8,6,22,58,81,-23,30
Queen's Park,82,10,6,10,20,40,77,-37,28
Raith,83,1,22,9,5,70,34,36,75
Ayr,83,2,23,5,8,92,44,48,74
Arbroath,83,3,18,8,10,74,49,25,62
Alloa,83,4,17,9,10,58,45,13,60
Stranraer,83,5,15,5,16,57,67,-10,50
East Fife,83,6,14,3,19,50,66,-16,45
Airdrieon,83,7,11,11,14,46,58,-12,44
Forfar,83,8,10,5,21,38,65,-27,35
Albion,83,9,8,7,21,59,80,-21,31
Queen's Park,83,10,6,10,20,40,76,-36,28
Ayr,84,1,24,4,8,97,44,53,76
Raith,84,2,22,9,5,69,33,36,75
Arbroath,84,3,18,8,10,72,48,24,62
Alloa,84,4,17,9,10,57,44,13,60
Stranraer,84,5,15,5,16,55,65,-10,50
East Fife,84,6,14,3,19,48,64,-16,45
Airdrieon,84,7,11,11,14,48,59,-11,44
Forfar,84,8,10,5,21,39,67,-28,35
Albion,84,9,8,6,22,59,85,-26,30
Queen's Park,84,10,6,10,20,39,74,-35,28
Raith,85,1,23,8,5,71,32,39,77
Ayr,85,2,24,4,8,93,43,50,76
Arbroath,85,3,17,9,10,72,50,22,60
Alloa,85,4,17,8,11,56,46,10,59
Stranraer,85,5,16,5,15,57,64,-7,53
Airdrieon,85,6,11,11,14,46,58,-12,44
East Fife,85,7,13,3,20,47,66,-19,42
Forfar,85,8,10,5,21,38,65,-27,35
Albion,85,9,8,6,22,58,81,-23,30
Queen's Park,85,10,6,11,19,41,74,-33,29
Raith,86,1,23,8,5,70,32,38,77
Ayr,86,2,24,4,8,94,42,52,76
Arbroath,86,3,17,8,11,72,51,21,59
Alloa,86,4,17,8,11,56,45,11,59
Stranraer,86,5,15,6,15,57,66,-9,51
East Fife,86,6,13,4,19,49,66,-17,43
Airdrieon,86,7,10,12,14,46,59,-13,42
Forfar,86,8,10,6,20,39,65,-26,36
Queen's Park,86,9,7,10,19,42,74,-32,31
Albion,86,10,8,6,22,57,82,-25,30
Ayr,87,1,24,4,8,94,43,51,76
Raith,87,2,22,9,5,70,34,36,75
Arbroath,87,3,18,8,10,71,48,23,62
Alloa,87,4,17,9,10,58,45,13,60
Stranraer,87,5,15,6,15,56,65,-9,51
Airdrieon,87,6,11,11,14,46,58,-12,44
East Fife,87,7,13,4,19,48,65,-17,43
Forfar,87,8,10,5,21,38,65,-27,35
Albion,87,9,8,6,22,58,82,-24,30
Queen's Park,87,10,6,10,20,39,73,-34,28
Raith,88,1,23,8,5,70,33,37,77
Ayr,88,2,24,4,8,96,43,53,76
Arbroath,88,3,17,8,11,72,56,16,59
Alloa,88,4,17,8,11,57,45,12,59
Stranraer,88,5,15,5,16,56,71,-15,50
East Fife,88,6,14,3,19,54,65,-11,45
Airdrieon,88,7,10,12,14,47,60,-13,42
Forfar,88,8,10,6,20,40,66,-26,36
Queen's Park,88,9,7,10,19,47,74,-27,31
Albion,88,10,8,6,22,58,84,-26,30
Raith,89,1,23,8,5,70,32,38,77
Ayr,89,2,24,4,8,92,43,49,76
Arbroath,89,3,18,8,10,74,49,25,62
Alloa,89,4,17,8,11,56,45,11,59
Stranraer,89,5,15,5,16,55,65,-10,50
East Fife,89,6,14,3,19,48,64,-16,45
Airdrieon,89,7,11,11,14,48,59,-11,44
Forfar,89,8,10,5,21,39,67,-28,35
Albion,89,9,8,6,22,58,80,-22,30
Queen's Park,89,10,6,10,20,40,76,-36,28
Raith,90,1,23,8,5,70,33,37,77
Ayr,90,2,24,4,8,93,43,50,76
Arbroath,90,3,18,8,10,74,49,25,62
Alloa,90,4,17,8,11,57,45,12,59
Stranraer,90,5,15,6,15,57,66,-9,51
East Fife,90,6,13,4,19,49,66,-17,43
Airdrieon,90,7,10,12,14,46,59,-13,42
Forfar,90,8,10,6,20,39,65,-26,36
Albion,90,9,8,6,22,58,81,-23,30
Queen's Park,90,10,6,10,20,40,76,-36,28
Raith,91,1,23,8,5,71,32,39,77
Ayr,91,2,23,4,9,91,45,46,73
Arbroath,91,3,17,9,10,71,49,22,60
Alloa,91,4,17,8,11,56,46,10,59
Stranraer,91,5,15,6,15,55,64,-9,51
East Fife,91,6,13,4,19,47,64,-17,43
Airdrieon,91,7,10,12,14,46,59,-13,42
Forfar,91,8,10,6,20,39,65,-26,36
Albion,91,9,9,6,21,60,79,-19,33
Queen's Park,91,10,6,11,19,40,73,-33,29
Ayr,92,1,24,4,8,93,43,50,76
Raith,92,2,22,8,6,68,33,35,74
Alloa,92,3,18,8,10,57,43,14,62
Arbroath,92,4,17,8,11,71,50,21,59
Stranraer,92,5,15,5,16,55,67,-12,50
East Fife,92,6,14,3,19,50,64,-14,45
Airdrieon,92,7,10,11,15,45,59,-14,41
Forfar,92,8,11,5,20,39,64,-25,38
Queen's Park,92,9,7,10,19,41,73,-32,31
Albion,92,10,8,6,22,58,81,-23,30
Raith,93,1,23,8,5,70,33,37,77
Ayr,93,2,23,5,8,91,43,48,74
Arbroath,93,3,17,9,10,70,48,22,60
Alloa,93,4,17,8,11,57,45,12,59
Stranraer,93,5,15,6,15,58,67,-9,51
Airdrieon,93,6,11,11,14,47,58,-11,44
East Fife,93,7,13,4,19,50,67,-17,43
Forfar,93,8,10,5,21,38,66,-28,35
Albion,93,9,8,7,21,58,79,-21,31
Queen's Park,93,10,6,11,19,39,72,-33,29
Ayr,94,1,24,4,8,95,43,52,76
Raith,94,2,22,9,5,68,32,36,75
Arbroath,94,3,18,8,10,73,50,23,62
Alloa,94,4,17,9,10,56,43,13,60
Stranraer,94,5,16,5,15,57,64,-7,53
Airdrieon,94,6,10,12,14,47,60,-13,42
East Fife,94,7,13,3,20,47,66,-19,42
Forfar,94,8,10,6,20,40,66,-26,36
Albion,94,9,8,6,22,58,83,-25,30
Queen's Park,94,10,6,10,20,41,75,-34,28
Raith,95,1,23,8,5,71,32,39,77
Ayr,95,2,24,4,8,92,43,49,76
Arbroath,95,3,17,8,11,73,52,21,59
Alloa,95,4,17,8,11,56,46,10,59
Stranraer,95,5,15,5,16,56,66,-10,50
East Fife,95,6,14,3,19,49,65,-16,45
Airdrieon,95,7,10,11,15,46,61,-15,41
Forfar,95,8,11,5,20,41,65,-24,38
Queen's Park,95,9,7,10,19,43,75,-32,31
Albion,95,10,8,6,22,58,80,-22,30
Ayr,96,1,24,4,8,95,45,50,76
Raith,96,2,22,8,6,69,35,34,74
Arbroath,96,3,18,8,10,72,49,23,62
Alloa,96,4,18,8,10,59,44,15,62
Stranraer,96,5,15,5,16,55,65,-10,50
East Fife,96,6,14,3,19,48,64,-16,45
Airdrieon,96,7,11,11,14,47,59,-12,44
Forfar,96,8,10,5,21,39,66,-27,35
Albion,96,9,8,6,22,60,83,-23,30
Queen's Park,96,10,6,10,20,40,74,-34,28
Raith,97,1,23,8,5,72,33,39,77
Ayr,97,2,23,5,8,91,43,48,74
Arbroath,97,3,17,8,11,70,49,21,59
Alloa,97,4,17,8,11,57,47,10,59
Stranraer,97,5,15,5,16,55,65,-10,50
East Fife,97,6,14,3,19,48,64,-16,45
Airdrieon,97,7,11,11,14,48,58,-10,44
Forfar,97,8,10,5,21,38,67,-29,35
Albion,97,9,8,7,21,58,79,-21,31
Queen's Park,97,10,7,10,19,40,72,-32,31
Ayr,98,1,24,4,8,96,43,53,76
Raith,98,2,22,9,5,69,33,36,75
Alloa,98,3,17,9,10,57,44,13,60
Arbroath,98,4,17,8,11,70,50,20,59
Stranraer,98,5,15,5,16,55,65,-10,50
East Fife,98,6,14,3,19,48,64,-16,45
Airdrieon,98,7,10,11,15,46,61,-15,41
Forfar,98,8,11,5,20,41,65,-24,38
Queen's Park,98,9,7,10,19,41,72,-31,31
Albion,98,10,8,6,22,58,84,-26,30
Raith,99,1,23,8,5,69,32,37,77
Ayr,99,2,23,4,9,93,46,47,73
Arbroath,99,3,18,8,10,71,48,23,62
Alloa,99,4,17,8,11,56,44,12,59
Stranraer,99,5,16,5,15,58,66,-8,53
Airdrieon,99,6,11,11,14,47,59,-12,44
East Fife,99,7,13,3,20,49,67,-18,42
Forfar,99,8,10,5,21,39,66,-27,35
Albion,99,9,9,6,21,61,81,-20,33
Queen's Park,99,10,6,10,20,39,73,-34,28
Raith,100,1,23,8,5,69,32,37,77
Ayr,100,2,24,4,8,94,44,50,76
Arbroath,100,3,18,8,10,72,48,24,62
Alloa,100,4,17,8,11,56,44,12,59
Stranraer,100,5,15,5,16,55,66,-11,50
East Fife,100,6,14,3,19,49,64,-15,45
Airdrieon,100,7,11,11,14,46,58,-12,44
Forfar,100,8,10,5,21,38,65,-27,35
Albion,100,9,8,6,22,59,82,-23,30
Queen's Park,100,10,6,10,20,39,74,-35,28
Raith,101,1,22,9,5,69,33,36,75
Ayr,101,2,23,4,9,91,45,46,73
Arbroath,101,3,18,8,10,72,49,23,62
Alloa,101,4,17,9,10,57,44,13,60
Stranraer,101,5,16,5,15,56,64,-8,53
Airdrieon,101,6,11,11,14,46,58,-12,44
East Fife,101,7,13,3,20,47,65,-18,42
Forfar,101,8,10,5,21,38,65,-27,35
Albion,101,9,9,6,21,60,79,-19,33
Queen's Park,101,10,6,10,20,40,74,-34,28
Raith,102,1,23,8,5,71,33,38,77
Ayr,102,2,23,5,8,93,45,48,74
Arbroath,102,3,18,8,10,72,49,23,62
Alloa,102,4,17,8,11,57,46,11,59
Stranraer,102,5,15,6,15,57,66,-9,51
Airdrieon,102,6,11,11,14,49,61,-12,44
East Fife,102,7,13,4,19,49,66,-17,43
Forfar,102,8,10,5,21,41,68,-27,35
Albion,102,9,8,7,21,60,81,-21,31
Queen's Park,102,10,6,10,20,40,74,-34,28
Ayr,103,1,23,5,8,92,44,48,74
Raith,103,2,22,8,6,69,35,34,74
Alloa,103,3,18,8,10,59,44,15,62
Arbroath,103,4,17,9,10,71,49,22,60
Stranraer,103,5,15,6,15,56,65,-9,51
East Fife,103,6,13,4,19,48,65,-17,43
Airdrieon,103,7,10,12,14,46,59,-13,42
Forfar,103,8,10,6,20,39,65,-26,36
Albion,103,9,8,7,21,59,80,-21,31
Queen's Park,103,10,6,11,19,40,73,-33,29
Raith,104,1,23,8,5,70,32,38,77
Ayr,104,2,24,4,8,93,43,50,76
Arbroath,104,3,17,9,10,72,50,22,60
Alloa,104,4,17,8,11,56,45,11,59
Stranraer,104,5,15,5,16,55,67,-12,50
East Fife,104,6,14,3,19,50,64,-14,45
Airdrieon,104,7,11,11,14,47,58,-11,44
Forfar,104,8,10,5,21,38,66,-28,35
Albion,104,9,8,6,22,58,81,-23,30
Queen's Park,104,10,6,11,19,41,74,-33,29
Ayr,105,1,24,4,8,93,42,51,76
Raith,105,2,22,9,5,69,33,36,75
Arbroath,105,3,17,9,10,71,49,22,60
Alloa,105,4,17,9,10,57,44,13,60
Stranraer,105,5,15,6,15,57,66,-9,51
Airdrieon,105,6,11,11,14,47,58,-11,44
East Fife,105,7,13,4,19,49,66,-17,43
Forfar,105,8,10,5,21,38,66,-28,35
Albion,105,9,8,6,22,57,81,-24,30
Queen's Park,105,10,6,11,19,40,73,-33,29
Ayr,106,1,24,4,8,97,42,55,76
Raith,106,2,22,8,6,69,36,33,74
Arbroath,106,3,18,8,10,72,49,23,62
Alloa,106,4,18,8,10,60,44,16,62
Stranraer,106,5,15,6,15,56,65,-9,51
East Fife,106,6,13,4,19,48,65,-17,43
Airdrieon,106,7,10,11,15,46,61,-15,41
Forfar,106,8,11,5,20,41,65,-24,38
Albion,106,9,8,6,22,57,85,-28,30
Queen's Park,106,10,6,10,20,40,74,-34,28
Raith,107,1,23,8,5,70,33,37,77
Ayr,107,2,24,4,8,91,42,49,76
Arbroath,107,3,18,8,10,73,50,23,62
Alloa,107,4,17,8,11,57,45,12,59
Stranraer,107,5,15,5,16,56,68,-12,50
East Fife,107,6,14,3,19,51,65,-14,45
Airdrieon,107,7,10,12,14,45,58,-13,42
Forfar,107,8,10,6,20,38,64,-26,36
Albion,107,9,8,6,22,57,79,-22,30
Queen's Park,107,10,6,10,20,41,75,-34,28
Raith,108,1,23,8,5,70,32,38,77
Ayr,108,2,24,4,8,93,42,51,76
Arbroath,108,3,17,8,11,72,52,20,59
Alloa,108,4,17,8,11,56,45,11,59
Stranraer,108,5,15,6,15,56,65,-9,51
Airdrieon,108,6,11,11,14,48,58,-10,44
East Fife,108,7,13,4,19,48,65,-17,43
Forfar,108,8,10,5,21,38,67,-29,35
Queen's Park,108,9,7,10,19,43,74,-31,31
Albion,108,10,8,6,22,57,81,-24,30
Raith,109,1,23,8,5,69,32,37,77
Ayr,109,2,24,4,8,97,42,55,76
Arbroath,109,3,18,8,10,73,50,23,62
Alloa,109,4,17,8,11,56,44,12,59
Stranraer,109,5,16,5,15,59,66,-7,53
East Fife,109,6,13,3,20,49,68,-19,42
Airdrieon,109,7,10,11,15,47,61,-14,41
Forfar,109,8,11,5,20,41,66,-25,38
Albion,109,9,8,6,22,57,85,-28,30
Queen's Park,109,10,6,10,20,41,75,-34,28
Raith,110,1,22,9,5,69,33,36,75
Ayr,110,2,23,4,9,90,45,45,73
Arbroath,110,3,17,9,10,73,51,22,60
Alloa,110,4,17,9,10,57,44,13,60
Stranraer,110,5,15,5,16,56,66,-10,50
East Fife,110,6,14,3,19,49,65,-16,45
Airdrieon,110,7,10,11,15,46,60,-14,41
Forfar,110,8,11,5,20,40,65,-25,38
Albion,110,9,9,6,21,60,78,-18,33
Queen's Park,110,10,6,11,19,42,75,-33,29
Raith,111,1,23,8,5,69,32,37,77
Ayr,111,2,23,5,8,92,44,48,74
Arbroath,111,3,17,8,11,70,49,21,59
Alloa,111,4,17,8,11,56,44,12,59
Stranraer,111,5,15,5,16,56,68,-12,50
East Fife,111,6,14,3,19,51,65,-14,45
Airdrieon,111,7,10,12,14,47,60,-13,42
Forfar,111,8,10,6,20,40,66,-26,36
Albion,111,9,8,7,21,59,80,-21,31
Queen's Park,111,10,7,10,19,40,72,-32,31
Raith,112,1,23,8,5,70,33,37,77
Ayr,112,2,24,4,8,94,42,52,76
Arbroath,112,3,17,8,11,70,49,21,59
Alloa,112,4,17,8,11,57,45,12,59
Stranraer,112,5,15,5,16,56,68,-12,50
East Fife,112,6,14,3,19,51,65,-14,45
Airdrieon,112,7,11,11,14,47,59,-12,44
Forfar,112,8,10,5,21,39,66,-27,35
Queen's Park,112,9,7,10,19,40,72,-32,31
Albion,112,10,8,6,22,57,82,-25,30
Raith,113,1,22,8,6,69,34,35,74
Ayr,113,2,23,4,9,90,43,47,73
Arbroath,113,3,18,8,10,74,50,24,62
Alloa,113,4,18,8,10,58,44,14,62
Stranraer,113,5,16,5,15,58,64,-6,53
Airdrieon,113,6,11,11,14,47,59,-12,44
East Fife,113,7,13,3,20,47,67,-20,42
Forfar,113,8,10,5,21,39,66,-27,35
Albion,113,9,9,6,21,58,78,-20,33
Queen's Park,113,10,6,10,20,41,76,-35,28
Raith,114,1,23,8,5,69,32,37,77
Ayr,114,2,23,5,8,91,43,48,74
Arbroath,114,3,18,8,10,73,50,23,62
Alloa,114,4,17,8,11,56,44,12,59
Stranraer,114,5,16,5,15,57,65,-8,53
Airdrieon,114,6,11,11,14,51,58,-7,44
East Fife,114,7,13,3,20,48,66,-18,42
Forfar,114,8,10,5,21,38,70,-32,35
Albion,114,9,8,7,21,58,79,-21,31
Queen's Park,114,10,6,10,20,41,75,-34,28
Raith,115,1,23,8,5,71,33,38,77
Ayr,115,2,24,4,8,94,44,50,76
Arbroath,115,3,18,8,10,73,49,24,62
Alloa,115,4,17,8,11,57,46,11,59
Stranraer,115,5,15,5,16,57,68,-11,50
East Fife,115,6,14,3,19,51,66,-15,45
Airdrieon,115,7,10,11,15,45,59,-14,41
Forfar,115,8,11,5,20,39,64,-25,38
Albion,115,9,8,6,22,59,82,-23,30
Queen's Park,115,10,6,10,20,40,75,-35,28
Ayr,116,1,24,4,8,92,43,49,76
Raith,116,2,22,8,6,69,36,33,74
Arbroath,116,3,18,8,10,73,49,24,62
