team,n,rank,w,d,l,gf,ga,gd,pts
Randers FC,49,8,5,7,12,25,41,-16,22
Lyngby,49,9,3,10,11,28,46,-18,19
Silkeborg IF,49,10,5,4,13,26,45,-19,19
AGF Aarhus,49,11,4,7,11,17,37,-20,19
FC Midtjylla,50,1,21,4,5,68,36,32,67
Brondby,50,2,19,6,5,67,36,31,63
FC Nords,50,3,15,6,9,74,50,24,51
Copenhagen,50,4,13,5,12,53,43,10,44
AaB,50,5,9,12,9,36,37,-1,39
AC Horsens,50,6,6,13,11,31,53,-22,31
Sonderjyske,50,7,8,6,10,28,29,-1,30
Lyngby,50,8,4,9,11,28,45,-17,21
Silkeborg IF,50,8,6,3,13,28,45,-17,21
Randers FC,50,10,5,6,13,24,41,-17,21
AGF Aarhus,50,11,4,6,12,17,39,-22,18
Brondby,51,1,20,6,4,70,33,37,66
FC Midtjylla,51,2,20,4,6,66,37,29,64
Copenhagen,51,3,16,4,10,60,42,18,52
FC Nords,51,4,14,7,9,76,55,21,49
AaB,51,5,8,11,11,38,48,-10,35
Sonderjyske,51,6,8,6,10,28,29,-1,30
AC Horsens,51,7,6,12,12,33,54,-21,30
Randers FC,51,8,6,6,12,24,39,-15,24
AGF Aarhus,51,9,5,6,11,18,36,-18,21
Lyngby,51,10,3,9,12,26,45,-19,18
Silkeborg IF,51,11,5,3,14,25,46,-21,18
Brondby,52,1,22,6,2,72,28,44,72
FC Midtjylla,52,2,18,4,8,61,43,18,58
FC Nords,52,3,14,7,9,70,49,21,49
Copenhagen,52,4,14,6,10,58,45,13,48
AaB,52,5,7,13,10,37,43,-6,34
AC Horsens,52,6,6,14,10,34,50,-16,32
Sonderjyske,52,7,8,6,10,28,29,-1,30
Lyngby,52,8,4,9,11,28,45,-17,21
Randers FC,52,9,5,6,13,24,41,-17,21
Silkeborg IF,52,10,6,3,13,27,45,-18,21
AGF Aarhus,52,11,4,6,12,17,38,-21,18
FC Midtjylla,53,1,21,5,4,68,36,32,68
Brondby,53,2,19,7,4,71,35,36,64
FC Nords,53,3,14,6,10,73,54,19,48
Copenhagen,53,4,13,6,11,56,46,10,45
AC Horsens,53,5,7,14,9,34,49,-15,35
AaB,53,6,6,14,10,34,42,-8,32
Sonderjyske,53,7,8,6,10,28,29,-1,30
Lyngby,53,8,4,9,11,28,45,-17,21
Randers FC,53,9,5,6,13,24,41,-17,21
AGF Aarhus,53,10,5,6,11,18,37,-19,21
Silkeborg IF,53,11,5,3,14,26,46,-20,18
Brondby,54,1,20,6,4,73,38,35,66
FC Midtjylla,54,2,19,5,6,70,41,29,62
FC Nords,54,3,15,6,9,82,52,30,51
Copenhagen,54,4,15,5,10,56,43,13,50
AaB,54,5,7,13,10,36,48,-12,34
AC Horsens,54,6,6,13,11,36,57,-21,31
Sonderjyske,54,7,8,6,10,28,29,-1,30
Silkeborg IF,54,8,6,3,13,28,44,-16,21
Lyngby,54,9,4,9,11,27,44,-17,21
Randers FC,54,10,5,6,13,23,40,-17,21
AGF Aarhus,54,11,4,6,12,16,39,-23,18
Brondby,55,1,20,7,3,68,30,38,67
FC Midtjylla,55,2,18,5,7,63,42,21,59
FC Nords,55,3,15,8,7,76,47,29,53
Copenhagen,55,4,13,5,12,55,48,7,44
AC Horsens,55,5,8,12,10,37,51,-14,36
AaB,55,6,8,11,11,39,46,-7,35
Sonderjyske,55,7,8,6,10,28,29,-1,30
Lyngby,55,8,4,9,11,29,44,-15,21
Silkeborg IF,55,9,6,3,13,28,46,-18,21
Randers FC,55,10,5,6,13,23,42,-19,21
AGF Aarhus,55,11,4,6,12,18,39,-21,18
Brondby,56,1,23,5,2,78,30,48,74
FC Midtjylla,56,2,19,5,6,61,38,23,62
FC Nords,56,3,14,6,10,72,56,16,48
Copenhagen,56,4,14,5,11,56,47,9,47
AaB,56,5,7,11,12,34,40,-6,32
AC Horsens,56,6,6,14,10,34,50,-16,32
Sonderjyske,56,7,8,6,10,28,29,-1,30
Randers FC,56,8,5,7,12,24,40,-16,22
Lyngby,56,9,3,10,11,27,45,-18,19
Silkeborg IF,56,10,5,4,13,26,45,-19,19
AGF Aarhus,56,11,4,7,11,17,37,-20,19
Brondby,57,1,21,5,4,75,35,40,68
FC Midtjylla,57,2,20,5,5,66,40,26,65
FC Nords,57,3,14,7,9,73,52,21,49
Copenhagen,57,4,14,5,11,55,43,12,47
AC Horsens,57,5,7,14,9,32,46,-14,35
Sonderjyske,57,6,8,6,10,28,29,-1,30
AaB,57,7,6,12,12,33,44,-11,30
Lyngby,57,8,4,9,11,27,44,-17,21
Randers FC,57,9,5,6,13,23,40,-17,21
Silkeborg IF,57,10,6,3,13,26,44,-18,21
AGF Aarhus,57,11,4,6,12,16,37,-21,18
Brondby,58,1,21,5,4,69,32,37,68
FC Midtjylla,58,2,20,4,6,65,39,26,64
FC Nords,58,3,15,7,8,78,54,24,52
Copenhagen,58,4,15,4,11,60,45,15,49
AaB,58,5,7,12,11,37,45,-8,33
Sonderjyske,58,6,8,6,10,28,29,-1,30
AC Horsens,58,7,5,14,11,32,52,-20,29
Lyngby,58,8,4,9,11,29,44,-15,21
Randers FC,58,9,5,6,13,23,42,-19,21
AGF Aarhus,58,10,5,6,11,18,37,-19,21
Silkeborg IF,58,11,5,3,14,26,46,-20,18
Brondby,59,1,19,7,4,68,34,34,64
FC Midtjylla,59,2,19,5,6,68,41,27,62
FC Nords,59,3,14,6,10,70,52,18,48
Copenhagen,59,4,14,6,10,62,46,16,48
AaB,59,5,8,12,10,38,47,-9,36
AC Horsens,59,6,7,14,9,36,48,-12,35
Sonderjyske,59,7,8,6,10,28,29,-1,30
Randers FC,59,8,6,6,12,27,40,-13,24
Silkeborg IF,59,9,6,3,13,27,45,-18,21
Lyngby,59,10,3,9,12,27,48,-21,18
AGF Aarhus,59,11,4,6,12,17,38,-21,18
FC Midtjylla,60,1,20,4,6,65,38,27,64
Brondby,60,2,19,6,5,66,33,33,63
Copenhagen,60,3,15,4,11,58,43,15,49
FC Nords,60,4,13,6,11,69,55,14,45
AaB,60,5,8,13,9,41,45,-4,37
AC Horsens,60,6,8,13,9,36,47,-11,37
Sonderjyske,60,7,8,6,10,28,29,-1,30
Lyngby,60,8,4,9,11,27,44,-17,21
Randers FC,60,9,5,6,13,23,40,-17,21
Silkeborg IF,60,10,6,3,13,26,44,-18,21
AGF Aarhus,60,11,4,6,12,16,37,-21,18
Brondby,61,1,20,6,4,73,37,36,66
FC Midtjylla,61,2,19,6,5,64,40,24,63
Copenhagen,61,3,14,6,10,61,44,17,48
FC Nords,61,4,13,6,11,70,54,16,45
AaB,61,5,7,14,9,37,42,-5,35
AC Horsens,61,6,6,16,8,35,49,-14,34
Sonderjyske,61,7,8,6,10,28,29,-1,30
Randers FC,61,8,6,6,12,24,39,-15,24
AGF Aarhus,61,9,5,6,11,20,36,-16,21
Lyngby,61,10,3,9,12,26,45,-19,18
Silkeborg IF,61,11,5,3,14,25,48,-23,18
Brondby,62,1,20,6,4,68,31,37,66
FC Midtjylla,62,2,20,6,4,67,37,30,66
FC Nords,62,3,13,9,8,73,53,20,48
Copenhagen,62,4,13,5,12,55,46,9,44
AaB,62,5,9,11,10,38,43,-5,38
AC Horsens,62,6,6,13,11,34,51,-17,31
Sonderjyske,62,7,8,6,10,28,29,-1,30
Randers FC,62,8,6,6,12,24,39,-15,24
Silkeborg IF,62,9,5,4,13,25,44,-19,19
AGF Aarhus,62,10,4,7,11,16,36,-20,19
Lyngby,62,11,3,9,12,26,45,-19,18
Brondby,63,1,20,8,2,67,29,38,68
FC Midtjylla,63,2,19,4,7,63,40,23,61
FC Nords,63,3,14,8,8,75,54,21,50
Copenhagen,63,4,13,6,11,56,46,10,45
AaB,63,5,8,12,10,40,41,-1,36
AC Horsens,63,6,5,16,9,35,52,-17,31
Sonderjyske,63,7,8,6,10,28,29,-1,30
Silkeborg IF,63,8,6,3,13,29,44,-15,21
Lyngby,63,9,4,9,11,28,44,-16,21
Randers FC,63,10,5,6,13,23,41,-18,21
AGF Aarhus,63,11,4,6,12,16,40,-24,18
Brondby,64,1,21,6,3,70,30,40,69
FC Midtjylla,64,2,18,5,7,61,40,21,59
FC Nords,64,3,13,9,8,74,53,21,48
Copenhagen,64,4,14,5,11,58,48,10,47
AC Horsens,64,5,8,12,10,38,49,-11,36
AaB,64,6,7,13,10,35,42,-7,34
Sonderjyske,64,7,8,6,10,28,29,-1,30
Randers FC,64,8,6,6,12,25,39,-14,24
Silkeborg IF,64,9,6,3,13,27,45,-18,21
Lyngby,64,10,3,9,12,26,46,-20,18
AGF Aarhus,64,11,4,6,12,17,38,-21,18
Brondby,65,1,19,7,4,70,36,34,64
FC Midtjylla,65,2,20,4,6,68,40,28,64
FC Nords,65,3,16,6,8,79,48,31,54
Copenhagen,65,4,15,5,10,56,44,12,50
AC Horsens,65,5,6,14,10,32,54,-22,32
Sonderjyske,65,6,8,6,10,28,29,-1,30
AaB,65,7,6,12,12,31,40,-9,30
Lyngby,65,8,4,9,11,29,44,-15,21
Randers FC,65,9,5,6,13,23,42,-19,21
Silkeborg IF,65,10,5,4,13,26,45,-19,19
AGF Aarhus,65,11,4,7,11,17,37,-20,19
Brondby,66,1,20,7,3,69,33,36,67
FC Midtjylla,66,2,20,6,4,66,38,28,66
Copenhagen,66,3,14,7,9,58,40,18,49
FC Nords,66,4,12,9,9,71,54,17,45
AaB,66,5,8,11,11,39,45,-6,35
Sonderjyske,66,6,8,6,10,28,29,-1,30
AC Horsens,66,7,5,14,11,34,53,-19,29
Lyngby,66,8,4,9,11,27,44,-17,21
Randers FC,66,9,5,6,13,23,40,-17,21
AGF Aarhus,66,10,5,6,11,19,38,-19,21
Silkeborg IF,66,11,5,3,14,27,47,-20,18
Brondby,67,1,21,6,3,69,29,40,69
FC Midtjylla,67,2,19,7,4,63,36,27,64
FC Nords,67,3,16,6,8,77,47,30,54
Copenhagen,67,4,13,5,12,55,48,7,44
AaB,67,5,7,11,12,38,46,-8,32
AC Horsens,67,6,6,13,11,34,56,-22,31
Sonderjyske,67,7,8,6,10,28,29,-1,30
Randers FC,67,8,5,7,12,25,41,-16,22
Silkeborg IF,67,9,6,3,13,27,44,-17,21
Lyngby,67,10,3,10,11,28,46,-18,19
AGF Aarhus,67,11,4,6,12,16,38,-22,18
Brondby,68,1,21,6,3,73,31,42,69
FC Midtjylla,68,2,21,4,5,66,39,27,67
FC Nords,68,3,14,6,10,75,54,21,48
Copenhagen,68,4,12,6,12,53,44,9,42
AC Horsens,68,5,8,12,10,36,54,-18,36
AaB,68,6,7,12,11,37,44,-7,33
Sonderjyske,68,7,8,6,10,28,29,-1,30
Lyngby,68,8,4,9,11,29,44,-15,21
Randers FC,68,9,5,6,13,23,42,-19,21
AGF Aarhus,68,10,5,6,11,18,37,-19,21
Silkeborg IF,68,11,5,3,14,26,46,-20,18
Brondby,69,1,21,7,2,74,33,41,70
FC Midtjylla,69,2,19,5,6,68,40,28,62
Copenhagen,69,3,15,6,9,59,41,18,51
FC Nords,69,4,13,6,11,70,55,15,45
AaB,69,5,7,13,10,36,42,-6,34
AC Horsens,69,6,6,13,11,33,55,-22,31
Sonderjyske,69,7,8,6,10,28,29,-1,30
Lyngby,69,8,4,9,11,29,45,-16,21
Randers FC,69,9,5,6,13,24,42,-18,21
Silkeborg IF,69,10,5,4,13,26,45,-19,19
AGF Aarhus,69,11,4,7,11,17,37,-20,19
Brondby,70,1,21,7,2,72,33,39,70
FC Midtjylla,70,2,20,6,4,63,35,28,66
Copenhagen,70,3,15,5,10,63,42,21,50
FC Nords,70,4,14,7,9,73,52,21,49
Sonderjyske,70,5,8,6,10,28,29,-1,30
AaB,70,6,6,12,12,35,49,-14,30
AC Horsens,70,7,5,13,12,33,54,-21,28
Randers FC,70,8,6,6,12,25,40,-15,24
Silkeborg IF,70,9,6,3,13,27,44,-17,21
Lyngby,70,10,3,9,12,27,46,-19,18
AGF Aarhus,70,11,4,6,12,16,38,-22,18
Brondby,71,1,22,5,3,73,30,43,71
FC Midtjylla,71,2,21,4,5,66,37,29,67
Copenhagen,71,3,15,4,11,56,47,9,49
FC Nords,71,4,14,6,10,74,50,24,48
AaB,71,5,7,11,12,32,41,-9,32
Sonderjyske,71,6,8,6,10,28,29,-1,30
AC Horsens,71,7,6,12,12,32,54,-22,30
Lyngby,71,8,4,9,11,29,44,-15,21
Randers FC,71,9,5,6,13,23,42,-19,21
AGF Aarhus,71,10,5,6,11,18,37,-19,21
Silkeborg IF,71,11,5,3,14,26,46,-20,18
Brondby,72,1,20,7,3,71,31,40,67
FC Midtjylla,72,2,20,6,4,69,38,31,66
FC Nords,72,3,13,7,10,74,59,15,46
Copenhagen,72,4,13,6,11,57,46,11,45
AaB,72,5,8,12,10,39,43,-4,36
AC Horsens,72,6,6,14,10,32,51,-19,32
Sonderjyske,72,7,8,6,10,28,29,-1,30
Randers FC,72,8,5,7,12,25,41,-16,22
Lyngby,72,9,3,10,11,28,46,-18,19
Silkeborg IF,72,10,5,4,13,27,46,-19,19
AGF Aarhus,72,11,4,7,11,18,38,-20,19
Brondby,73,1,21,6,3,74,30,44,69
FC Midtjylla,73,2,18,6,6,62,45,17,60
FC Nords,73,3,15,7,8,78,55,23,52
Copenhagen,73,4,15,4,11,60,45,15,49
AaB,73,5,7,12,11,36,45,-9,33
AC Horsens,73,6,6,13,11,35,51,-16,31
Sonderjyske,73,7,8,6,10,28,29,-1,30
Randers FC,73,8,6,6,12,25,40,-15,24
Silkeborg IF,73,9,6,3,13,26,44,-18,21
Lyngby,73,10,3,9,12,27,46,-19,18
AGF Aarhus,73,11,4,6,12,16,37,-21,18
Brondby,74,1,20,7,3,71,33,38,67
FC Midtjylla,74,2,20,5,5,68,41,27,65
Copenhagen,74,3,15,5,10,58,47,11,50
FC Nords,74,4,14,6,10,76,53,23,48
AC Horsens,74,5,6,14,10,38,56,-18,32
AaB,74,6,6,13,11,36,43,-7,31
Sonderjyske,74,7,8,6,10,28,29,-1,30
Lyngby,74,8,4,9,11,30,45,-15,21
Silkeborg IF,74,9,6,3,13,27,44,-17,21
Randers FC,74,10,5,6,13,24,43,-19,21
AGF Aarhus,74,11,4,6,12,16,38,-22,18
Brondby,75,1,21,6,3,72,31,41,69
FC Midtjylla,75,2,20,5,5,70,41,29,65
FC Nords,75,3,15,7,8,76,49,27,52
Copenhagen,75,4,13,6,11,59,51,8,45
AaB,75,5,7,13,10,39,46,-7,34
Sonderjyske,75,6,8,6,10,28,29,-1,30
AC Horsens,75,7,5,13,12,33,57,-24,28
Lyngby,75,8,4,9,11,27,44,-17,21
Randers FC,75,9,5,6,13,23,40,-17,21
AGF Aarhus,75,10,5,6,11,18,37,-19,21
Silkeborg IF,75,11,5,3,14,26,46,-20,18
FC Midtjylla,76,1,21,5,4,68,34,34,68
Brondby,76,2,18,9,3,68,34,34,63
FC Nords,76,3,15,7,8,74,54,20,52
Copenhagen,76,4,14,5,11,59,46,13,47
AaB,76,5,7,12,11,38,46,-8,33
Sonderjyske,76,6,8,6,10,28,29,-1,30
AC Horsens,76,7,5,14,11,38,57,-19,29
Randers FC,76,8,6,6,12,25,39,-14,24
Silkeborg IF,76,9,6,3,13,28,44,-16,21
Lyngby,76,10,3,9,12,26,46,-20,18
AGF Aarhus,76,11,4,6,12,16,39,-23,18
Brondby,77,1,21,6,3,71,32,39,69
FC Midtjylla,77,2,20,5,5,70,36,34,65
FC Nords,77,3,14,7,9,73,59,14,49
Copenhagen,77,4,12,6,12,56,46,10,42
AaB,77,5,6,15,9,34,41,-7,33
AC Horsens,77,6,6,15,9,33,49,-16,33
Sonderjyske,77,7,8,6,10,28,29,-1,30
Randers FC,77,8,6,6,12,26,39,-13,24
Silkeborg IF,77,9,5,4,13,26,45,-19,19
AGF Aarhus,77,10,4,7,11,17,37,-20,19
Lyngby,77,11,3,9,12,26,47,-21,18
Brondby,78,1,21,7,2,72,31,41,70
FC Midtjylla,78,2,19,4,7,63,37,26,61
FC Nords,78,3,15,7,8,77,51,26,52
Copenhagen,78,4,13,6,11,56,48,8,45
AaB,78,5,7,13,10,38,43,-5,34
AC Horsens,78,6,6,13,11,33,55,-22,31
Sonderjyske,78,7,8,6,10,28,29,-1,30
Lyngby,78,8,4,9,11,28,44,-16,21
Randers FC,78,9,5,6,13,23,41,-18,21
AGF Aarhus,78,10,5,6,11,17,36,-19,21
Silkeborg IF,78,11,5,3,14,25,45,-20,18
Brondby,79,1,20,5,5,71,34,37,65
FC Midtjylla,79,2,19,6,5,66,41,25,63
Copenhagen,79,3,15,5,10,58,42,16,50
FC Nords,79,4,13,8,9,70,52,18,47
AC Horsens,79,5,8,12,10,36,49,-13,36
AaB,79,6,6,14,10,35,44,-9,32
Sonderjyske,79,7,8,6,10,28,29,-1,30
Randers FC,79,8,6,6,12,26,40,-14,24
Silkeborg IF,79,9,6,3,13,28,46,-18,21
Lyngby,79,10,3,9,12,27,47,-20,18
AGF Aarhus,79,11,4,6,12,18,39,-21,18
Brondby,80,1,21,7,2,71,32,39,70
FC Midtjylla,80,2,18,6,6,64,42,22,60
FC Nords,80,3,15,7,8,74,49,25,52
Copenhagen,80,4,14,5,11,59,45,14,47
AaB,80,5,6,16,8,36,40,-4,34
Sonderjyske,80,6,8,6,10,28,29,-1,30
AC Horsens,80,7,5,13,12,35,57,-22,28
Randers FC,80,8,6,6,12,26,40,-14,24
Silkeborg IF,80,9,6,3,13,28,44,-16,21
Lyngby,80,10,3,9,12,27,47,-20,18
AGF Aarhus,80,11,4,6,12,16,39,-23,18
Brondby,81,1,20,7,3,67,30,37,67
FC Midtjylla,81,2,20,4,6,66,37,29,64
FC Nords,81,3,15,7,8,72,52,20,52
Copenhagen,81,4,14,5,11,59,43,16,47
AaB,81,5,7,12,11,35,44,-9,33
AC Horsens,81,6,6,13,11,32,51,-19,31
Sonderjyske,81,7,8,6,10,28,29,-1,30
Randers FC,81,8,5,7,12,24,40,-16,22
Lyngby,81,9,3,10,11,27,45,-18,19
Silkeborg IF,81,10,5,4,13,26,45,-19,19
AGF Aarhus,81,11,4,7,11,17,37,-20,19
Brondby,82,1,22,6,2,75,33,42,72
FC Midtjylla,82,2,18,6,6,68,42,26,60
FC Nords,82,3,13,8,9,76,55,21,47
Copenhagen,82,4,14,5,11,59,45,14,47
AC Horsens,82,5,8,12,10,43,55,-12,36
AaB,82,6,6,13,11,32,49,-17,31
Sonderjyske,82,7,8,6,10,28,29,-1,30
Lyngby,82,8,4,9,11,29,44,-15,21
AGF Aarhus,82,9,5,6,11,18,36,-18,21
Randers FC,82,10,5,6,13,23,42,-19,21
Silkeborg IF,82,11,5,3,14,25,46,-21,18
Brondby,83,1,21,6,3,76,32,44,69
FC Midtjylla,83,2,19,5,6,62,38,24,62
Copenhagen,83,3,14,5,11,59,47,12,47
FC Nords,83,4,12,9,9,68,51,17,45
AC Horsens,83,5,8,12,10,39,53,-14,36
AaB,83,6,8,11,11,35,44,-9,35
Sonderjyske,83,7,8,6,10,28,29,-1,30
Randers FC,83,8,5,7,12,24,40,-16,22
Silkeborg IF,83,9,6,3,13,29,44,-15,21
Lyngby,83,10,3,10,11,27,45,-18,19
AGF Aarhus,83,11,4,6,12,16,40,-24,18
Brondby,84,1,20,6,4,70,33,37,66
FC Midtjylla,84,2,20,5,5,66,38,28,65
Copenhagen,84,3,15,5,10,58,43,15,50
FC Nords,84,4,14,7,9,77,51,26,49
AC Horsens,84,5,7,13,10,40,56,-16,34
Sonderjyske,84,6,8,6,10,28,29,-1,30
AaB,84,7,6,12,12,33,49,-16,30
Lyngby,84,8,4,9,11,28,45,-17,21
Randers FC,84,9,5,6,13,24,41,-17,21
Silkeborg IF,84,10,6,3,13,26,44,-18,21
AGF Aarhus,84,11,4,6,12,16,37,-21,18
Brondby,85,1,22,6,2,76,30,46,72
FC Midtjylla,85,2,19,5,6,62,39,23,62
Copenhagen,85,3,15,6,9,56,40,16,51
FC Nords,85,4,13,8,9,73,56,17,47
AaB,85,5,7,12,11,37,42,-5,33
Sonderjyske,85,6,8,6,10,28,29,-1,30
AC Horsens,85,7,5,13,12,32,55,-23,28
Randers FC,85,8,6,6,12,24,39,-15,24
Silkeborg IF,85,9,6,3,13,28,46,-18,21
Lyngby,85,10,3,9,12,26,45,-19,18
AGF Aarhus,85,11,4,6,12,18,39,-21,18
Brondby,86,1,21,5,4,69,32,37,68
FC Midtjylla,86,2,20,5,5,68,40,28,65
FC Nords,86,3,16,6,8,75,47,28,54
Copenhagen,86,4,14,5,11,54,41,13,47
AaB,86,5,7,12,11,37,47,-10,33
Sonderjyske,86,6,8,6,10,28,29,-1,30
AC Horsens,86,7,5,13,12,35,57,-22,28
Randers FC,86,8,6,6,12,26,40,-14,24
Silkeborg IF,86,9,6,3,13,27,44,-17,21
Lyngby,86,10,3,9,12,27,47,-20,18
AGF Aarhus,86,11,4,6,12,16,38,-22,18
FC Midtjylla,87,1,20,4,6,69,44,25,64
Brondby,87,2,19,6,5,66,34,32,63
Copenhagen,87,3,16,5,9,61,43,18,53
FC Nords,87,4,13,7,10,71,53,18,46
AaB,87,5,9,12,9,38,39,-1,39
Sonderjyske,87,6,8,6,10,28,29,-1,30
AC Horsens,87,7,5,14,11,32,50,-18,29
Randers FC,87,8,5,7,12,24,40,-16,22
AGF Aarhus,87,9,5,6,11,17,36,-19,21
Lyngby,87,10,3,10,11,27,45,-18,19
Silkeborg IF,87,11,5,3,14,25,45,-20,18
Brondby,88,1,20,8,2,69,29,40,68
FC Midtjylla,88,2,17,6,7,62,43,19,57
Copenhagen,88,3,14,6,10,56,42,14,48
FC Nords,88,4,13,8,9,70,51,19,47
AaB,88,5,9,12,9,40,39,1,39
AC Horsens,88,6,7,12,11,36,55,-19,33
Sonderjyske,88,7,8,6,10,28,29,-1,30
Lyngby,88,8,4,9,11,27,44,-17,21
Randers FC,88,9,5,6,13,23,40,-17,21
Silkeborg IF,88,10,5,4,13,25,44,-19,19
AGF Aarhus,88,11,4,7,11,16,36,-20,19
Brondby,89,1,19,8,3,66,30,36,65
FC Midtjylla,89,2,19,6,5,64,38,26,63
FC Nords,89,3,14,8,8,72,49,23,50
Copenhagen,89,4,13,5,12,53,43,10,44
AaB,89,5,8,11,11,35,42,-7,35
AC Horsens,89,6,7,14,9,36,50,-14,35
Sonderjyske,89,7,8,6,10,28,29,-1,30
Lyngby,89,8,4,9,11,28,44,-16,21
Randers FC,89,9,5,6,13,23,41,-18,21
AGF Aarhus,89,10,5,6,11,18,37,-19,21
Silkeborg IF,89,11,5,3,14,26,46,-20,18
Brondby,90,1,21,6,3,70,31,39,69
FC Midtjylla,90,2,20,5,5,69,40,29,65
Copenhagen,90,3,14,5,11,62,46,16,47
FC Nords,90,4,13,7,10,71,56,15,46
AC Horsens,90,5,7,13,10,35,52,-17,34
AaB,90,6,7,12,11,38,46,-8,33
Sonderjyske,90,7,8,6,10,28,29,-1,30
Lyngby,90,8,4,9,11,28,45,-17,21
Randers FC,90,9,5,6,13,24,41,-17,21
Silkeborg IF,90,10,5,4,13,26,45,-19,19
AGF Aarhus,90,11,4,7,11,17,37,-20,19
Brondby,91,1,19,8,3,67,32,35,65
FC Midtjylla,91,2,19,6,5,63,37,26,63
FC Nords,91,3,13,9,8,74,54,20,48
Copenhagen,91,4,13,6,11,54,43,11,45
AaB,91,5,8,11,11,34,41,-7,35
AC Horsens,91,6,7,14,9,38,49,-11,35
Sonderjyske,91,7,8,6,10,28,29,-1,30
Lyngby,91,8,4,9,11,28,45,-17,21
Silkeborg IF,91,9,6,3,13,27,44,-17,21
Randers FC,91,10,5,6,13,24,41,-17,21
AGF Aarhus,91,11,4,6,12,16,38,-22,18
Brondby,92,1,21,5,4,74,34,40,68
FC Midtjylla,92,2,18,5,7,67,44,23,59
Copenhagen,92,3,15,5,10,57,43,14,50
FC Nords,92,4,14,7,9,71,51,20,49
AC Horsens,92,5,8,13,9,37,51,-14,37
AaB,92,6,6,13,11,33,42,-9,31
Sonderjyske,92,7,8,6,10,28,29,-1,30
Randers FC,92,8,5,7,12,24,40,-16,22
Silkeborg IF,92,9,6,3,13,29,46,-17,21
Lyngby,92,10,3,10,11,27,45,-18,19
AGF Aarhus,92,11,4,6,12,18,40,-22,18
Brondby,93,1,19,8,3,67,32,35,65
FC Midtjylla,93,2,20,5,5,65,39,26,65
FC Nords,93,3,14,8,8,79,53,26,50
Copenhagen,93,4,13,6,11,56,49,7,45
AC Horsens,93,5,6,15,9,36,49,-13,33
AaB,93,6,6,14,10,36,43,-7,32
Sonderjyske,93,7,8,6,10,28,29,-1,30
Randers FC,93,8,6,6,12,25,40,-15,24
AGF Aarhus,93,9,5,6,11,17,36,-19,21
Lyngby,93,10,3,9,12,27,46,-19,18
Silkeborg IF,93,11,5,3,14,25,45,-20,18
Brondby,94,1,22,5,3,71,31,40,71
FC Midtjylla,94,2,20,4,6,67,42,25,64
FC Nords,94,3,14,7,9,71,48,23,49
Copenhagen,94,4,14,5,11,57,43,14,47
AC Horsens,94,5,7,12,11,37,56,-19,33
AaB,94,6,6,13,11,33,42,-9,31
Sonderjyske,94,7,8,6,10,28,29,-1,30
Randers FC,94,8,5,7,12,25,41,-16,22
Silkeborg IF,94,9,6,3,13,28,45,-17,21
Lyngby,94,10,3,10,11,28,46,-18,19
AGF Aarhus,94,11,4,6,12,17,39,-22,18
Brondby,95,1,21,6,3,70,30,40,69
FC Midtjylla,95,2,19,6,5,62,36,26,63
FC Nords,95,3,15,6,9,73,50,23,51
Copenhagen,95,4,13,6,11,58,48,10,45
AaB,95,5,7,12,11,35,44,-9,33
AC Horsens,95,6,6,14,10,34,50,-16,32
Sonderjyske,95,7,8,6,10,28,29,-1,30
Silkeborg IF,95,8,6,3,13,29,45,-16,21
Lyngby,95,9,4,9,11,28,45,-17,21
Randers FC,95,10,5,6,13,24,41,-17,21
AGF Aarhus,95,11,4,6,12,17,40,-23,18
Brondby,96,1,23,5,2,73,27,46,74
FC Midtjylla,96,2,20,4,6,66,43,23,64
FC Nords,96,3,14,6,10,73,53,20,48
Copenhagen,96,4,13,4,13,55,44,11,43
AaB,96,5,9,11,10,40,42,-2,38
Sonderjyske,96,6,8,6,10,28,29,-1,30
AC Horsens,96,7,6,12,12,33,57,-24,30
Lyngby,96,8,4,9,11,28,44,-16,21
Randers FC,96,9,5,6,13,23,41,-18,21
Silkeborg IF,96,10,5,4,13,26,45,-19,19
AGF Aarhus,96,11,4,7,11,17,37,-20,19
Brondby,97,1,21,6,3,74,34,40,69
FC Midtjylla,97,2,18,4,8,61,42,19,58
Copenhagen,97,3,14,7,9,63,47,16,49
FC Nords,97,4,13,7,10,71,55,16,46
AaB,97,5,9,12,9,41,42,-1,39
AC Horsens,97,6,7,12,11,35,51,-16,33
Sonderjyske,97,7,8,6,10,28,29,-1,30
Lyngby,97,8,4,9,11,30,45,-15,21
Randers FC,97,9,5,6,13,24,43,-19,21
Silkeborg IF,97,10,5,4,13,26,45,-19,19
AGF Aarhus,97,11,4,7,11,17,37,-20,19
Brondby,98,1,21,6,3,70,31,39,69
FC Midtjylla,98,2,18,5,7,62,41,21,59
FC Nords,98,3,15,6,9,78,51,27,51
Copenhagen,98,4,13,5,12,55,46,9,44
AaB,98,5,9,12,9,42,43,-1,39
AC Horsens,98,6,6,14,10,34,55,-21,32
Sonderjyske,98,7,8,6,10,28,29,-1,30
Randers FC,98,8,6,6,12,24,39,-15,24
AGF Aarhus,98,9,5,6,11,18,37,-19,21
Lyngby,98,10,3,9,12,26,45,-19,18
Silkeborg IF,98,11,5,3,14,26,46,-20,18
Brondby,99,1,21,5,4,70,34,36,68
FC Midtjylla,99,2,21,4,5,64,35,29,67
FC Nords,99,3,14,8,8,73,50,23,50
Copenhagen,99,4,13,4,13,57,48,9,43
