team,n,rank,w,d,l,gf,ga,gd,pts
N'castle Jet,7600,2,15,5,8,57,39,18,50
Melbourne C,7600,3,15,4,10,45,33,12,49
Melbourne V,7600,4,13,6,10,45,38,7,45
Adelaide Utd,7600,5,11,6,11,37,40,-3,39
Brisbane,7600,6,10,5,13,33,42,-9,35
Western Sydn,7600,7,8,9,10,38,47,-9,33
Perth Glory,7600,8,10,2,15,37,50,-13,32
Wellington P,7600,9,5,6,16,31,55,-24,21
CC Mariners,7600,10,4,8,15,28,49,-21,20
Sydney FC,7601,1,21,4,3,65,22,43,67
N'castle Jet,7601,2,16,5,7,61,38,23,53
Melbourne C,7601,3,14,4,11,44,37,7,46
Melbourne V,7601,4,13,5,11,45,39,6,44
Adelaide Utd,7601,5,11,6,11,37,40,-3,39
Brisbane,7601,6,10,5,13,33,42,-9,35
Western Sydn,7601,7,8,9,10,38,47,-9,33
Perth Glory,7601,8,10,2,15,37,50,-13,32
Wellington P,7601,9,5,6,16,31,55,-24,21
CC Mariners,7601,10,4,8,15,28,49,-21,20
Sydney FC,7602,1,20,4,4,65,24,41,64
N'castle Jet,7602,2,16,5,7,59,37,22,53
Melbourne V,7602,3,14,5,10,47,39,8,47
Melbourne C,7602,4,14,4,11,43,35,8,46
Adelaide Utd,7602,5,11,6,11,37,40,-3,39
Brisbane,7602,6,10,5,13,33,42,-9,35
Western Sydn,7602,7,8,9,10,38,47,-9,33
Perth Glory,7602,8,10,2,15,37,50,-13,32
Wellington P,7602,9,5,6,16,31,55,-24,21
CC Mariners,7602,10,4,8,15,28,49,-21,20
Sydney FC,7603,1,21,4,3,65,22,43,67
N'castle Jet,7603,2,16,5,7,59,37,22,53
Melbourne C,7603,3,14,4,11,43,35,8,46
Melbourne V,7603,4,13,5,11,45,39,6,44
Adelaide Utd,7603,5,11,6,11,37,40,-3,39
Brisbane,7603,6,10,5,13,33,42,-9,35
Western Sydn,7603,7,8,9,10,38,47,-9,33
Perth Glory,7603,8,10,2,15,37,50,-13,32
Wellington P,7603,9,5,6,16,31,55,-24,21
CC Mariners,7603,10,4,8,15,28,49,-21,20
Sydney FC,7604,1,21,4,3,66,23,43,67
N'castle Jet,7604,2,16,5,7,59,38,21,53
Melbourne C,7604,3,14,4,11,44,35,9,46
Melbourne V,7604,4,13,5,11,46,40,6,44
Adelaide Utd,7604,5,11,6,11,37,40,-3,39
Brisbane,7604,6,10,5,13,33,42,-9,35
Western Sydn,7604,7,8,9,10,38,47,-9,33
Perth Glory,7604,8,10,2,15,37,50,-13,32
Wellington P,7604,9,5,6,16,31,55,-24,21
CC Mariners,7604,10,4,8,15,28,49,-21,20
Sydney FC,7605,1,21,4,3,67,23,44,67
N'castle Jet,7605,2,16,5,7,59,38,21,53
Melbourne C,7605,3,14,4,11,44,35,9,46
Melbourne V,7605,4,13,5,11,46,41,5,44
Adelaide Utd,7605,5,11,6,11,37,40,-3,39
Brisbane,7605,6,10,5,13,33,42,-9,35
Western Sydn,7605,7,8,9,10,38,47,-9,33
Perth Glory,7605,8,10,2,15,37,50,-13,32
Wellington P,7605,9,5,6,16,31,55,-24,21
CC Mariners,7605,10,4,8,15,28,49,-21,20
Sydney FC,7606,1,20,4,4,65,24,41,64
N'castle Jet,7606,2,16,5,7,62,38,24,53
Melbourne V,7606,3,14,5,10,47,39,8,47
Melbourne C,7606,4,14,4,11,44,38,6,46
Adelaide Utd,7606,5,11,6,11,37,40,-3,39
Brisbane,7606,6,10,5,13,33,42,-9,35
Western Sydn,7606,7,8,9,10,38,47,-9,33
Perth Glory,7606,8,10,2,15,37,50,-13,32
Wellington P,7606,9,5,6,16,31,55,-24,21
CC Mariners,7606,10,4,8,15,28,49,-21,20
Sydney FC,7607,1,20,5,3,64,22,42,65
N'castle Jet,7607,2,16,5,7,59,37,22,53
Melbourne C,7607,3,14,4,11,43,35,8,46
Melbourne V,7607,4,13,6,10,45,38,7,45
Adelaide Utd,7607,5,11,6,11,37,40,-3,39
Brisbane,7607,6,10,5,13,33,42,-9,35
Western Sydn,7607,7,8,9,10,38,47,-9,33
Perth Glory,7607,8,10,2,15,37,50,-13,32
Wellington P,7607,9,5,6,16,31,55,-24,21
CC Mariners,7607,10,4,8,15,28,49,-21,20
Sydney FC,7608,1,20,5,3,65,23,42,65
N'castle Jet,7608,2,16,5,7,60,38,22,53
Melbourne C,7608,3,14,4,11,44,36,8,46
Melbourne V,7608,4,13,6,10,46,39,7,45
Adelaide Utd,7608,5,11,6,11,37,40,-3,39
Brisbane,7608,6,10,5,13,33,42,-9,35
Western Sydn,7608,7,8,9,10,38,47,-9,33
Perth Glory,7608,8,10,2,15,37,50,-13,32
Wellington P,7608,9,5,6,16,31,55,-24,21
CC Mariners,7608,10,4,8,15,28,49,-21,20
Sydney FC,7609,1,21,4,3,66,22,44,67
N'castle Jet,7609,2,16,5,7,61,39,22,53
Melbourne C,7609,3,14,4,11,45,37,8,46
Melbourne V,7609,4,13,5,11,45,40,5,44
Adelaide Utd,7609,5,11,6,11,37,40,-3,39
Brisbane,7609,6,10,5,13,33,42,-9,35
Western Sydn,7609,7,8,9,10,38,47,-9,33
Perth Glory,7609,8,10,2,15,37,50,-13,32
Wellington P,7609,9,5,6,16,31,55,-24,21
CC Mariners,7609,10,4,8,15,28,49,-21,20
Sydney FC,7610,1,21,4,3,66,22,44,67
N'castle Jet,7610,2,16,5,7,60,39,21,53
Melbourne C,7610,3,14,4,11,45,36,9,46
Melbourne V,7610,4,13,5,11,45,40,5,44
Adelaide Utd,7610,5,11,6,11,37,40,-3,39
Brisbane,7610,6,10,5,13,33,42,-9,35
Western Sydn,7610,7,8,9,10,38,47,-9,33
Perth Glory,7610,8,10,2,15,37,50,-13,32
Wellington P,7610,9,5,6,16,31,55,-24,21
CC Mariners,7610,10,4,8,15,28,49,-21,20
Sydney FC,7611,1,20,4,4,64,24,40,64
N'castle Jet,7611,2,16,5,7,60,37,23,53
Melbourne V,7611,3,14,5,10,47,38,9,47
Melbourne C,7611,4,14,4,11,43,36,7,46
Adelaide Utd,7611,5,11,6,11,37,40,-3,39
Brisbane,7611,6,10,5,13,33,42,-9,35
Western Sydn,7611,7,8,9,10,38,47,-9,33
Perth Glory,7611,8,10,2,15,37,50,-13,32
Wellington P,7611,9,5,6,16,31,55,-24,21
CC Mariners,7611,10,4,8,15,28,49,-21,20
Sydney FC,7612,1,21,4,3,68,23,45,67
N'castle Jet,7612,2,16,5,7,59,37,22,53
Melbourne C,7612,3,14,4,11,43,35,8,46
Melbourne V,7612,4,13,5,11,46,42,4,44
Adelaide Utd,7612,5,11,6,11,37,40,-3,39
Brisbane,7612,6,10,5,13,33,42,-9,35
Western Sydn,7612,7,8,9,10,38,47,-9,33
Perth Glory,7612,8,10,2,15,37,50,-13,32
Wellington P,7612,9,5,6,16,31,55,-24,21
CC Mariners,7612,10,4,8,15,28,49,-21,20
Sydney FC,7613,1,21,4,3,66,22,44,67
N'castle Jet,7613,2,15,6,7,59,39,20,51
Melbourne C,7613,3,14,5,10,45,35,10,47
Melbourne V,7613,4,13,5,11,45,40,5,44
Adelaide Utd,7613,5,11,6,11,37,40,-3,39
Brisbane,7613,6,10,5,13,33,42,-9,35
Western Sydn,7613,7,8,9,10,38,47,-9,33
Perth Glory,7613,8,10,2,15,37,50,-13,32
Wellington P,7613,9,5,6,16,31,55,-24,21
CC Mariners,7613,10,4,8,15,28,49,-21,20
Sydney FC,7614,1,21,4,3,65,22,43,67
N'castle Jet,7614,2,16,5,7,58,37,21,53
Melbourne C,7614,3,14,4,11,43,34,9,46
Melbourne V,7614,4,13,5,11,45,39,6,44
Adelaide Utd,7614,5,11,6,11,37,40,-3,39
Brisbane,7614,6,10,5,13,33,42,-9,35
Western Sydn,7614,7,8,9,10,38,47,-9,33
Perth Glory,7614,8,10,2,15,37,50,-13,32
Wellington P,7614,9,5,6,16,31,55,-24,21
CC Mariners,7614,10,4,8,15,28,49,-21,20
Sydney FC,7615,1,20,4,4,65,24,41,64
N'castle Jet,7615,2,16,5,7,58,37,21,53
Melbourne V,7615,3,14,5,10,47,39,8,47
Melbourne C,7615,4,14,4,11,43,34,9,46
Adelaide Utd,7615,5,11,6,11,37,40,-3,39
Brisbane,7615,6,10,5,13,33,42,-9,35
Western Sydn,7615,7,8,9,10,38,47,-9,33
Perth Glory,7615,8,10,2,15,37,50,-13,32
Wellington P,7615,9,5,6,16,31,55,-24,21
CC Mariners,7615,10,4,8,15,28,49,-21,20
Sydney FC,7616,1,20,5,3,65,23,42,65
N'castle Jet,7616,2,16,5,7,59,37,22,53
Melbourne C,7616,3,14,4,11,43,35,8,46
Melbourne V,7616,4,13,6,10,46,39,7,45
Adelaide Utd,7616,5,11,6,11,37,40,-3,39
Brisbane,7616,6,10,5,13,33,42,-9,35
Western Sydn,7616,7,8,9,10,38,47,-9,33
Perth Glory,7616,8,10,2,15,37,50,-13,32
Wellington P,7616,9,5,6,16,31,55,-24,21
CC Mariners,7616,10,4,8,15,28,49,-21,20
Sydney FC,7617,1,21,4,3,70,22,48,67
N'castle Jet,7617,2,15,6,7,57,37,20,51
Melbourne C,7617,3,14,5,10,43,33,10,47
Melbourne V,7617,4,13,5,11,45,44,1,44
Adelaide Utd,7617,5,11,6,11,37,40,-3,39
Brisbane,7617,6,10,5,13,33,42,-9,35
Western Sydn,7617,7,8,9,10,38,47,-9,33
Perth Glory,7617,8,10,2,15,37,50,-13,32
Wellington P,7617,9,5,6,16,31,55,-24,21
CC Mariners,7617,10,4,8,15,28,49,-21,20
Sydney FC,7618,1,20,5,3,66,24,42,65
N'castle Jet,7618,2,15,6,7,59,39,20,51
Melbourne C,7618,3,14,5,10,45,35,10,47
Melbourne V,7618,4,13,6,10,47,40,7,45
Adelaide Utd,7618,5,11,6,11,37,40,-3,39
Brisbane,7618,6,10,5,13,33,42,-9,35
Western Sydn,7618,7,8,9,10,38,47,-9,33
Perth Glory,7618,8,10,2,15,37,50,-13,32
Wellington P,7618,9,5,6,16,31,55,-24,21
CC Mariners,7618,10,4,8,15,28,49,-21,20
Sydney FC,7619,1,21,4,3,67,23,44,67
N'castle Jet,7619,2,15,6,7,57,37,20,51
Melbourne C,7619,3,14,5,10,43,33,10,47
Melbourne V,7619,4,13,5,11,46,41,5,44
Adelaide Utd,7619,5,11,6,11,37,40,-3,39
Brisbane,7619,6,10,5,13,33,42,-9,35
Western Sydn,7619,7,8,9,10,38,47,-9,33
Perth Glory,7619,8,10,2,15,37,50,-13,32
Wellington P,7619,9,5,6,16,31,55,-24,21
CC Mariners,7619,10,4,8,15,28,49,-21,20
Sydney FC,7620,1,20,5,3,65,23,42,65
N'castle Jet,7620,2,16,5,7,59,37,22,53
Melbourne C,7620,3,14,4,11,43,35,8,46
Melbourne V,7620,4,13,6,10,46,39,7,45
Adelaide Utd,7620,5,11,6,11,37,40,-3,39
Brisbane,7620,6,10,5,13,33,42,-9,35
Western Sydn,7620,7,8,9,10,38,47,-9,33
Perth Glory,7620,8,10,2,15,37,50,-13,32
Wellington P,7620,9,5,6,16,31,55,-24,21
CC Mariners,7620,10,4,8,15,28,49,-21,20
Sydney FC,7621,1,21,4,3,66,23,43,67
N'castle Jet,7621,2,15,6,7,60,40,20,51
Melbourne C,7621,3,14,5,10,46,36,10,47
Melbourne V,7621,4,13,5,11,46,40,6,44
Adelaide Utd,7621,5,11,6,11,37,40,-3,39
Brisbane,7621,6,10,5,13,33,42,-9,35
Western Sydn,7621,7,8,9,10,38,47,-9,33
Perth Glory,7621,8,10,2,15,37,50,-13,32
Wellington P,7621,9,5,6,16,31,55,-24,21
CC Mariners,7621,10,4,8,15,28,49,-21,20
Sydney FC,7622,1,20,5,3,66,24,42,65
N'castle Jet,7622,2,16,5,7,59,38,21,53
Melbourne C,7622,3,14,4,11,44,35,9,46
Melbourne V,7622,4,13,6,10,47,40,7,45
Adelaide Utd,7622,5,11,6,11,37,40,-3,39
Brisbane,7622,6,10,5,13,33,42,-9,35
Western Sydn,7622,7,8,9,10,38,47,-9,33
Perth Glory,7622,8,10,2,15,37,50,-13,32
Wellington P,7622,9,5,6,16,31,55,-24,21
CC Mariners,7622,10,4,8,15,28,49,-21,20
Sydney FC,7623,1,20,4,4,65,25,40,64
N'castle Jet,7623,2,15,6,7,58,38,20,51
Melbourne C,7623,3,14,5,10,44,34,10,47
Melbourne V,7623,4,14,5,10,48,39,9,47
Adelaide Utd,7623,5,11,6,11,37,40,-3,39
Brisbane,7623,6,10,5,13,33,42,-9,35
Western Sydn,7623,7,8,9,10,38,47,-9,33
Perth Glory,7623,8,10,2,15,37,50,-13,32
Wellington P,7623,9,5,6,16,31,55,-24,21
CC Mariners,7623,10,4,8,15,28,49,-21,20
Sydney FC,7624,1,20,5,3,65,23,42,65
N'castle Jet,7624,2,15,6,7,59,39,20,51
Melbourne C,7624,3,14,5,10,45,35,10,47
Melbourne V,7624,4,13,6,10,46,39,7,45
Adelaide Utd,7624,5,11,6,11,37,40,-3,39
Brisbane,7624,6,10,5,13,33,42,-9,35
Western Sydn,7624,7,8,9,10,38,47,-9,33
Perth Glory,7624,8,10,2,15,37,50,-13,32
Wellington P,7624,9,5,6,16,31,55,-24,21
CC Mariners,7624,10,4,8,15,28,49,-21,20
Sydney FC,7625,1,20,4,4,64,24,40,64
N'castle Jet,7625,2,16,5,7,59,38,21,53
Melbourne V,7625,3,14,5,10,47,38,9,47
Melbourne C,7625,4,14,4,11,44,35,9,46
Adelaide Utd,7625,5,11,6,11,37,40,-3,39
Brisbane,7625,6,10,5,13,33,42,-9,35
Western Sydn,7625,7,8,9,10,38,47,-9,33
Perth Glory,7625,8,10,2,15,37,50,-13,32
Wellington P,7625,9,5,6,16,31,55,-24,21
CC Mariners,7625,10,4,8,15,28,49,-21,20
Sydney FC,7626,1,21,4,3,66,23,43,67
N'castle Jet,7626,2,15,6,7,59,39,20,51
Melbourne C,7626,3,14,5,10,45,35,10,47
Melbourne V,7626,4,13,5,11,46,40,6,44
Adelaide Utd,7626,5,11,6,11,37,40,-3,39
Brisbane,7626,6,10,5,13,33,42,-9,35
Western Sydn,7626,7,8,9,10,38,47,-9,33
Perth Glory,7626,8,10,2,15,37,50,-13,32
Wellington P,7626,9,5,6,16,31,55,-24,21
CC Mariners,7626,10,4,8,15,28,49,-21,20
Sydney FC,7627,1,21,4,3,66,22,44,67
N'castle Jet,7627,2,16,5,7,59,38,21,53
Melbourne C,7627,3,14,4,11,44,35,9,46
Melbourne V,7627,4,13,5,11,45,40,5,44
Adelaide Utd,7627,5,11,6,11,37,40,-3,39
Brisbane,7627,6,10,5,13,33,42,-9,35
Western Sydn,7627,7,8,9,10,38,47,-9,33
Perth Glory,7627,8,10,2,15,37,50,-13,32
Wellington P,7627,9,5,6,16,31,55,-24,21
CC Mariners,7627,10,4,8,15,28,49,-21,20
Sydney FC,7628,1,21,4,3,65,22,43,67
N'castle Jet,7628,2,16,5,7,59,38,21,53
Melbourne C,7628,3,14,4,11,44,35,9,46
Melbourne V,7628,4,13,5,11,45,39,6,44
Adelaide Utd,7628,5,11,6,11,37,40,-3,39
Brisbane,7628,6,10,5,13,33,42,-9,35
Western Sydn,7628,7,8,9,10,38,47,-9,33
Perth Glory,7628,8,10,2,15,37,50,-13,32
Wellington P,7628,9,5,6,16,31,55,-24,21
CC Mariners,7628,10,4,8,15,28,49,-21,20
Sydney FC,7629,1,21,4,3,68,24,44,67
N'castle Jet,7629,2,16,5,7,59,38,21,53
Melbourne C,7629,3,14,4,11,44,35,9,46
Melbourne V,7629,4,13,5,11,47,42,5,44
Adelaide Utd,7629,5,11,6,11,37,40,-3,39
Brisbane,7629,6,10,5,13,33,42,-9,35
Western Sydn,7629,7,8,9,10,38,47,-9,33
Perth Glory,7629,8,10,2,15,37,50,-13,32
Wellington P,7629,9,5,6,16,31,55,-24,21
CC Mariners,7629,10,4,8,15,28,49,-21,20
Sydney FC,7630,1,21,4,3,67,23,44,67
N'castle Jet,7630,2,15,6,7,58,38,20,51
Melbourne C,7630,3,14,5,10,44,34,10,47
Melbourne V,7630,4,13,5,11,46,41,5,44
Adelaide Utd,7630,5,11,6,11,37,40,-3,39
Brisbane,7630,6,10,5,13,33,42,-9,35
Western Sydn,7630,7,8,9,10,38,47,-9,33
Perth Glory,7630,8,10,2,15,37,50,-13,32
Wellington P,7630,9,5,6,16,31,55,-24,21
CC Mariners,7630,10,4,8,15,28,49,-21,20
Sydney FC,7631,1,20,5,3,64,22,42,65
N'castle Jet,7631,2,16,5,7,59,38,21,53
Melbourne C,7631,3,14,4,11,44,35,9,46
Melbourne V,7631,4,13,6,10,45,38,7,45
Adelaide Utd,7631,5,11,6,11,37,40,-3,39
Brisbane,7631,6,10,5,13,33,42,-9,35
Western Sydn,7631,7,8,9,10,38,47,-9,33
Perth Glory,7631,8,10,2,15,37,50,-13,32
Wellington P,7631,9,5,6,16,31,55,-24,21
CC Mariners,7631,10,4,8,15,28,49,-21,20
Sydney FC,7632,1,21,4,3,67,23,44,67
N'castle Jet,7632,2,16,5,7,58,37,21,53
Melbourne C,7632,3,14,4,11,43,34,9,46
Melbourne V,7632,4,13,5,11,46,41,5,44
Adelaide Utd,7632,5,11,6,11,37,40,-3,39
Brisbane,7632,6,10,5,13,33,42,-9,35
Western Sydn,7632,7,8,9,10,38,47,-9,33
Perth Glory,7632,8,10,2,15,37,50,-13,32
Wellington P,7632,9,5,6,16,31,55,-24,21
CC Mariners,7632,10,4,8,15,28,49,-21,20
Sydney FC,7633,1,21,4,3,66,23,43,67
N'castle Jet,7633,2,16,5,7,61,39,22,53
Melbourne C,7633,3,14,4,11,45,37,8,46
Melbourne V,7633,4,13,5,11,46,40,6,44
Adelaide Utd,7633,5,11,6,11,37,40,-3,39
Brisbane,7633,6,10,5,13,33,42,-9,35
Western Sydn,7633,7,8,9,10,38,47,-9,33
Perth Glory,7633,8,10,2,15,37,50,-13,32
Wellington P,7633,9,5,6,16,31,55,-24,21
CC Mariners,7633,10,4,8,15,28,49,-21,20
Sydney FC,7634,1,20,4,4,65,25,40,64
N'castle Jet,7634,2,15,6,7,60,40,20,51
Melbourne C,7634,3,14,5,10,46,36,10,47
Melbourne V,7634,4,14,5,10,48,39,9,47
Adelaide Utd,7634,5,11,6,11,37,40,-3,39
Brisbane,7634,6,10,5,13,33,42,-9,35
Western Sydn,7634,7,8,9,10,38,47,-9,33
Perth Glory,7634,8,10,2,15,37,50,-13,32
Wellington P,7634,9,5,6,16,31,55,-24,21
CC Mariners,7634,10,4,8,15,28,49,-21,20
Sydney FC,7635,1,21,4,3,65,22,43,67
N'castle Jet,7635,2,15,6,7,58,38,20,51
Melbourne C,7635,3,14,5,10,44,34,10,47
Melbourne V,7635,4,13,5,11,45,39,6,44
Adelaide Utd,7635,5,11,6,11,37,40,-3,39
Brisbane,7635,6,10,5,13,33,42,-9,35
Western Sydn,7635,7,8,9,10,38,47,-9,33
Perth Glory,7635,8,10,2,15,37,50,-13,32
Wellington P,7635,9,5,6,16,31,55,-24,21
CC Mariners,7635,10,4,8,15,28,49,-21,20
Sydney FC,7636,1,21,4,3,67,23,44,67
N'castle Jet,7636,2,15,5,8,58,40,18,50
Melbourne C,7636,3,15,4,10,46,34,12,49
Melbourne V,7636,4,13,5,11,46,41,5,44
Adelaide Utd,7636,5,11,6,11,37,40,-3,39
Brisbane,7636,6,10,5,13,33,42,-9,35
Western Sydn,7636,7,8,9,10,38,47,-9,33
Perth Glory,7636,8,10,2,15,37,50,-13,32
Wellington P,7636,9,5,6,16,31,55,-24,21
CC Mariners,7636,10,4,8,15,28,49,-21,20
Sydney FC,7637,1,21,4,3,68,23,45,67
N'castle Jet,7637,2,15,6,7,57,37,20,51
Melbourne C,7637,3,14,5,10,43,33,10,47
Melbourne V,7637,4,13,5,11,46,42,4,44
Adelaide Utd,7637,5,11,6,11,37,40,-3,39
Brisbane,7637,6,10,5,13,33,42,-9,35
Western Sydn,7637,7,8,9,10,38,47,-9,33
Perth Glory,7637,8,10,2,15,37,50,-13,32
Wellington P,7637,9,5,6,16,31,55,-24,21
CC Mariners,7637,10,4,8,15,28,49,-21,20
Sydney FC,7638,1,21,4,3,66,22,44,67
N'castle Jet,7638,2,16,5,7,63,37,26,53
Melbourne C,7638,3,14,4,11,43,39,4,46
Melbourne V,7638,4,13,5,11,45,40,5,44
Adelaide Utd,7638,5,11,6,11,37,40,-3,39
Brisbane,7638,6,10,5,13,33,42,-9,35
Western Sydn,7638,7,8,9,10,38,47,-9,33
Perth Glory,7638,8,10,2,15,37,50,-13,32
Wellington P,7638,9,5,6,16,31,55,-24,21
CC Mariners,7638,10,4,8,15,28,49,-21,20
Sydney FC,7639,1,21,4,3,66,23,43,67
N'castle Jet,7639,2,15,6,7,58,38,20,51
Melbourne C,7639,3,14,5,10,44,34,10,47
Melbourne V,7639,4,13,5,11,46,40,6,44
Adelaide Utd,7639,5,11,6,11,37,40,-3,39
Brisbane,7639,6,10,5,13,33,42,-9,35
Western Sydn,7639,7,8,9,10,38,47,-9,33
Perth Glory,7639,8,10,2,15,37,50,-13,32
Wellington P,7639,9,5,6,16,31,55,-24,21
CC Mariners,7639,10,4,8,15,28,49,-21,20
Sydney FC,7640,1,21,4,3,66,23,43,67
N'castle Jet,7640,2,15,5,8,59,40,19,50
Melbourne C,7640,3,15,4,10,46,35,11,49
Melbourne V,7640,4,13,5,11,46,40,6,44
Adelaide Utd,7640,5,11,6,11,37,40,-3,39
Brisbane,7640,6,10,5,13,33,42,-9,35
Western Sydn,7640,7,8,9,10,38,47,-9,33
Perth Glory,7640,8,10,2,15,37,50,-13,32
Wellington P,7640,9,5,6,16,31,55,-24,21
CC Mariners,7640,10,4,8,15,28,49,-21,20
Sydney FC,7641,1,21,4,3,69,24,45,67
N'castle Jet,7641,2,15,6,7,58,38,20,51
Melbourne C,7641,3,14,5,10,44,34,10,47
Melbourne V,7641,4,13,5,11,47,43,4,44
Adelaide Utd,7641,5,11,6,11,37,40,-3,39
Brisbane,7641,6,10,5,13,33,42,-9,35
Western Sydn,7641,7,8,9,10,38,47,-9,33
Perth Glory,7641,8,10,2,15,37,50,-13,32
Wellington P,7641,9,5,6,16,31,55,-24,21
CC Mariners,7641,10,4,8,15,28,49,-21,20
Sydney FC,7642,1,21,4,3,66,23,43,67
N'castle Jet,7642,2,15,5,8,58,39,19,50
Melbourne C,7642,3,15,4,10,45,34,11,49
Melbourne V,7642,4,13,5,11,46,40,6,44
Adelaide Utd,7642,5,11,6,11,37,40,-3,39
Brisbane,7642,6,10,5,13,33,42,-9,35
Western Sydn,7642,7,8,9,10,38,47,-9,33
Perth Glory,7642,8,10,2,15,37,50,-13,32
Wellington P,7642,9,5,6,16,31,55,-24,21
CC Mariners,7642,10,4,8,15,28,49,-21,20
Sydney FC,7643,1,20,5,3,64,22,42,65
N'castle Jet,7643,2,15,6,7,59,39,20,51
Melbourne C,7643,3,14,5,10,45,35,10,47
Melbourne V,7643,4,13,6,10,45,38,7,45
Adelaide Utd,7643,5,11,6,11,37,40,-3,39
Brisbane,7643,6,10,5,13,33,42,-9,35
Western Sydn,7643,7,8,9,10,38,47,-9,33
Perth Glory,7643,8,10,2,15,37,50,-13,32
Wellington P,7643,9,5,6,16,31,55,-24,21
CC Mariners,7643,10,4,8,15,28,49,-21,20
Sydney FC,7644,1,21,4,3,67,24,43,67
N'castle Jet,7644,2,16,5,7,59,38,21,53
Melbourne C,7644,3,14,4,11,44,35,9,46
Melbourne V,7644,4,13,5,11,47,41,6,44
Adelaide Utd,7644,5,11,6,11,37,40,-3,39
Brisbane,7644,6,10,5,13,33,42,-9,35
Western Sydn,7644,7,8,9,10,38,47,-9,33
Perth Glory,7644,8,10,2,15,37,50,-13,32
Wellington P,7644,9,5,6,16,31,55,-24,21
CC Mariners,7644,10,4,8,15,28,49,-21,20
Sydney FC,7645,1,20,5,3,64,22,42,65
N'castle Jet,7645,2,15,5,8,57,40,17,50
Melbourne C,7645,3,15,4,10,46,33,13,49
Melbourne V,7645,4,13,6,10,45,38,7,45
Adelaide Utd,7645,5,11,6,11,37,40,-3,39
Brisbane,7645,6,10,5,13,33,42,-9,35
Western Sydn,7645,7,8,9,10,38,47,-9,33
Perth Glory,7645,8,10,2,15,37,50,-13,32
Wellington P,7645,9,5,6,16,31,55,-24,21
CC Mariners,7645,10,4,8,15,28,49,-21,20
Sydney FC,7646,1,21,4,3,69,23,46,67
N'castle Jet,7646,2,15,6,7,58,38,20,51
Melbourne C,7646,3,14,5,10,44,34,10,47
Melbourne V,7646,4,13,5,11,46,43,3,44
Adelaide Utd,7646,5,11,6,11,37,40,-3,39
Brisbane,7646,6,10,5,13,33,42,-9,35
Western Sydn,7646,7,8,9,10,38,47,-9,33
Perth Glory,7646,8,10,2,15,37,50,-13,32
Wellington P,7646,9,5,6,16,31,55,-24,21
CC Mariners,7646,10,4,8,15,28,49,-21,20
Sydney FC,7647,1,21,4,3,68,24,44,67
N'castle Jet,7647,2,16,5,7,61,38,23,53
Melbourne C,7647,3,14,4,11,44,37,7,46
Melbourne V,7647,4,13,5,11,47,42,5,44
Adelaide Utd,7647,5,11,6,11,37,40,-3,39
Brisbane,7647,6,10,5,13,33,42,-9,35
Western Sydn,7647,7,8,9,10,38,47,-9,33
Perth Glory,7647,8,10,2,15,37,50,-13,32
Wellington P,7647,9,5,6,16,31,55,-24,21
CC Mariners,7647,10,4,8,15,28,49,-21,20
Sydney FC,7648,1,21,4,3,65,22,43,67
N'castle Jet,7648,2,15,6,7,58,38,20,51
Melbourne C,7648,3,14,5,10,44,34,10,47
Melbourne V,7648,4,13,5,11,45,39,6,44
Adelaide Utd,7648,5,11,6,11,37,40,-3,39
Brisbane,7648,6,10,5,13,33,42,-9,35
Western Sydn,7648,7,8,9,10,38,47,-9,33
Perth Glory,7648,8,10,2,15,37,50,-13,32
Wellington P,7648,9,5,6,16,31,55,-24,21
CC Mariners,7648,10,4,8,15,28,49,-21,20
Sydney FC,7649,1,21,4,3,68,25,43,67
N'castle Jet,7649,2,16,5,7,59,38,21,53
Melbourne C,7649,3,14,4,11,44,35,9,46
Melbourne V,7649,4,13,5,11,48,42,6,44
Adelaide Utd,7649,5,11,6,11,37,40,-3,39
Brisbane,7649,6,10,5,13,33,42,-9,35
Western Sydn,7649,7,8,9,10,38,47,-9,33
Perth Glory,7649,8,10,2,15,37,50,-13,32
Wellington P,7649,9,5,6,16,31,55,-24,21
CC Mariners,7649,10,4,8,15,28,49,-21,20
Sydney FC,7650,1,21,4,3,70,24,46,67
N'castle Jet,7650,2,16,5,7,60,37,23,53
Melbourne C,7650,3,14,4,11,43,36,7,46
Melbourne V,7650,4,13,5,11,47,44,3,44
Adelaide Utd,7650,5,11,6,11,37,40,-3,39
Brisbane,7650,6,10,5,13,33,42,-9,35
Western Sydn,7650,7,8,9,10,38,47,-9,33
Perth Glory,7650,8,10,2,15,37,50,-13,32
Wellington P,7650,9,5,6,16,31,55,-24,21
CC Mariners,7650,10,4,8,15,28,49,-21,20
Sydney FC,7651,1,20,4,4,64,24,40,64
N'castle Jet,7651,2,15,5,8,59,40,19,50
Melbourne C,7651,3,15,4,10,46,35,11,49
Melbourne V,7651,4,14,5,10,47,38,9,47
Adelaide Utd,7651,5,11,6,11,37,40,-3,39
Brisbane,7651,6,10,5,13,33,42,-9,35
Western Sydn,7651,7,8,9,10,38,47,-9,33
Perth Glory,7651,8,10,2,15,37,50,-13,32
Wellington P,7651,9,5,6,16,31,55,-24,21
CC Mariners,7651,10,4,8,15,28,49,-21,20
Sydney FC,7652,1,21,4,3,65,22,43,67
N'castle Jet,7652,2,15,5,8,59,41,18,50
Melbourne C,7652,3,15,4,10,47,35,12,49
Melbourne V,7652,4,13,5,11,45,39,6,44
