Wk,Day,Date,Time,Home,xG,Score,xG,Away,Attendance,Venue,Referee,Match Report,Notes
37,Thu,2020-07-16,21:00 (15:00),Valencia,1.3,1–0,0.8,Espanyol,,Estadio de Mestalla,Eduardo Prieto,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Barcelona,1.4,1–2,0.7,Osasuna,,Camp Nou,José Sánchez,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Athletic Club,0.6,0–2,1.6,Leganés,,San Mamés,Juan Martínez,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Real Sociedad,0.6,0–0,0.5,Sevilla,,Estadio Municipal de Anoeta,Carlos del Cerro,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Mallorca,1.3,1–2,0.7,Granada,,Iberostar Estadi,Javier Estrada,Match Report,
37,Thu,2020-07-16,21:00 (15:00),Real Madrid,1.7,2–1,0.7,Villarreal,,Estadio Alfredo Di Stéfano,Alejandro Hernández,Match Report,
38,Sun,2020-07-19,17:00 (11:00),Alavés,0.4,0–5,3.0,Barcelona,,Estadio de Mendizorroza,Juan Martínez,Match Report,
38,Sun,2020-07-19,18:30 (12:30),Villarreal,2.1,4–0,0.6,Eibar,,Estadio de la Cerámica,Alberola Rojas,Match Report,
38,Sun,2020-07-19,18:30 (12:30),Valladolid,1.7,2–0,0.6,Betis,,Estadio Municipal José Zorrilla,Santiago Jaime,Match Report,
38,Sun,2020-07-19,21:00 (15:00),Espanyol,0.4,0–0,0.5,Celta Vigo,,RCDE Stadium,Adrián Cordero,Match Report,
38,Sun,2020-07-19,21:00 (15:00),Sevilla,0.7,1–0,0.3,Valencia,,Estadio Ramón Sánchez Pizjuán,José González,Match Report,
38,Sun,2020-07-19,21:00 (15:00),Granada,2.2,4–0,0.6,Athletic Club,,Estadio Nuevo Los Cármenes,Carlos del Cerro,Match Report,
38,Sun,2020-07-19,21:00 (15:00),Osasuna,0.8,2–2,0.6,Mallorca,,Estadio El Sadar,Antonio Matéu Lahoz,Match Report,
38,Sun,2020-07-19,21:00 (15:00),Atlético Madrid,1.1,1–1,0.3,Real Sociedad,,Estadio Wanda Metropolitano,Pablo González,Match Report,
38,Sun,2020-07-19,21:00 (15:00),Levante,2.1,1–0,2.0,Getafe,,Estadio Ciudad de Valencia,Ricardo de Burgos,Match Report,
38,Sun,2020-07-19,21:00 (15:00),Leganés,1.4,2–2,1.2,Real Madrid,,Estadio Municipal de Butarque,Guillermo Cuadra,Match Report,
