team_name,eg_reg,opponent_name,eg_reg,win,lose,win_reg,lose_reg,draw_reg,win_ot,lose_ot,win_pk,lose_pk
Colombia,1.8,Bolivia,0.4,0.854,0.146,0.714,0.080,0.206,0.090,0.016,0.050,0.050
Colombia,0.7,Brazil,1.0,0.386,0.614,0.236,0.431,0.333,0.052,0.085,0.098,0.098
Colombia,0.9,Chile,0.8,0.528,0.472,0.355,0.307,0.337,0.074,0.066,0.099,0.099
Colombia,1.0,Costa Rica,0.4,0.695,0.305,0.490,0.157,0.353,0.095,0.037,0.111,0.111
Colombia,0.9,Ecuador,0.7,0.598,0.402,0.410,0.243,0.348,0.083,0.054,0.105,0.105
Colombia,1.9,Haiti,0.2,0.917,0.083,0.791,0.034,0.175,0.083,0.007,0.043,0.043
Colombia,1.4,Jamaica,0.3,0.828,0.172,0.651,0.078,0.271,0.099,0.017,0.078,0.078
Colombia,0.6,Mexico,0.8,0.455,0.545,0.270,0.345,0.385,0.062,0.076,0.124,0.124
Colombia,1.1,Panama,0.4,0.754,0.246,0.556,0.119,0.325,0.099,0.028,0.099,0.099
Colombia,0.9,Paraguay,0.5,0.653,0.347,0.440,0.180,0.380,0.091,0.043,0.123,0.123
Colombia,0.8,Peru,0.5,0.636,0.364,0.417,0.189,0.393,0.089,0.046,0.130,0.130
Colombia,0.9,Uruguay,0.8,0.539,0.461,0.368,0.301,0.332,0.075,0.064,0.096,0.096
Colombia,0.9,USA,0.8,0.543,0.457,0.367,0.294,0.338,0.076,0.063,0.100,0.100
Colombia,1.4,Venezuela,0.5,0.782,0.218,0.613,0.118,0.269,0.096,0.026,0.074,0.074
Costa Rica,0.4,Argentina,1.3,0.211,0.789,0.104,0.607,0.288,0.023,0.099,0.083,0.083
Costa Rica,1.3,Bolivia,0.7,0.674,0.326,0.503,0.202,0.295,0.090,0.044,0.081,0.081
Costa Rica,0.5,Brazil,1.6,0.181,0.819,0.101,0.666,0.233,0.021,0.093,0.059,0.059
Costa Rica,0.6,Chile,1.3,0.296,0.704,0.178,0.533,0.288,0.039,0.092,0.079,0.079
Costa Rica,0.4,Colombia,1.0,0.305,0.695,0.157,0.490,0.353,0.037,0.095,0.111,0.111
Costa Rica,0.7,Ecuador,1.1,0.374,0.626,0.227,0.444,0.330,0.050,0.086,0.097,0.097
Costa Rica,1.3,Haiti,0.3,0.803,0.197,0.622,0.093,0.285,0.099,0.021,0.082,0.082
Costa Rica,1.0,Jamaica,0.5,0.669,0.331,0.464,0.177,0.359,0.092,0.041,0.113,0.113
Costa Rica,0.4,Mexico,1.2,0.254,0.746,0.134,0.558,0.308,0.030,0.097,0.090,0.090
Costa Rica,0.8,Panama,0.6,0.573,0.427,0.370,0.247,0.383,0.080,0.057,0.123,0.123
Costa Rica,0.6,Paraguay,0.7,0.458,0.542,0.269,0.339,0.392,0.062,0.075,0.127,0.127
Costa Rica,0.6,Peru,0.7,0.443,0.557,0.253,0.349,0.398,0.059,0.078,0.131,0.131
Costa Rica,0.7,Uruguay,1.3,0.303,0.697,0.185,0.528,0.287,0.040,0.091,0.078,0.078
Costa Rica,0.6,USA,1.3,0.310,0.690,0.188,0.517,0.295,0.041,0.091,0.082,0.082
Costa Rica,1.0,Venezuela,0.7,0.582,0.418,0.404,0.263,0.333,0.081,0.057,0.097,0.097
Ecuador,0.6,Argentina,1.2,0.290,0.710,0.167,0.530,0.303,0.037,0.094,0.086,0.086
Ecuador,1.9,Bolivia,0.6,0.810,0.190,0.673,0.119,0.209,0.089,0.024,0.048,0.048
Ecuador,0.7,Brazil,1.6,0.267,0.733,0.168,0.578,0.254,0.035,0.091,0.064,0.064
Ecuador,0.9,Chile,1.2,0.415,0.585,0.282,0.430,0.288,0.058,0.080,0.075,0.075
Ecuador,0.7,Colombia,0.9,0.402,0.598,0.243,0.410,0.348,0.054,0.083,0.105,0.105
Ecuador,1.1,Costa Rica,0.7,0.626,0.374,0.444,0.227,0.330,0.086,0.050,0.097,0.097
Ecuador,2.0,Haiti,0.3,0.900,0.100,0.777,0.050,0.173,0.083,0.010,0.041,0.041
Ecuador,1.4,Jamaica,0.4,0.790,0.210,0.622,0.113,0.264,0.096,0.025,0.072,0.072
Ecuador,0.7,Mexico,1.1,0.348,0.652,0.212,0.474,0.315,0.046,0.089,0.090,0.090
Ecuador,1.2,Panama,0.6,0.700,0.300,0.517,0.173,0.310,0.093,0.038,0.089,0.089
Ecuador,0.9,Paraguay,0.7,0.579,0.421,0.393,0.259,0.348,0.081,0.057,0.105,0.105
Ecuador,0.9,Peru,0.7,0.560,0.440,0.372,0.270,0.358,0.078,0.060,0.110,0.110
Ecuador,1.0,Uruguay,1.2,0.426,0.574,0.293,0.422,0.285,0.059,0.079,0.074,0.074
Ecuador,1.0,USA,1.2,0.432,0.568,0.295,0.413,0.292,0.060,0.078,0.077,0.077
Ecuador,1.5,Venezuela,0.7,0.722,0.278,0.564,0.174,0.262,0.091,0.037,0.067,0.067
Haiti,0.2,Argentina,2.5,0.041,0.959,0.017,0.878,0.105,0.003,0.060,0.021,0.021
Haiti,0.6,Bolivia,1.3,0.294,0.706,0.175,0.533,0.292,0.038,0.092,0.081,0.081
Haiti,0.2,Brazil,3.1,0.025,0.975,0.012,0.923,0.065,0.002,0.042,0.010,0.010
Haiti,0.3,Chile,2.5,0.059,0.941,0.031,0.852,0.117,0.005,0.065,0.023,0.023
Haiti,0.2,Colombia,1.9,0.083,0.917,0.034,0.791,0.175,0.007,0.083,0.043,0.043
Haiti,0.3,Costa Rica,1.3,0.197,0.803,0.093,0.622,0.285,0.021,0.099,0.082,0.082
Haiti,0.3,Ecuador,2.0,0.100,0.900,0.050,0.777,0.173,0.010,0.083,0.041,0.041
Haiti,0.5,Jamaica,0.9,0.345,0.655,0.182,0.444,0.374,0.043,0.091,0.120,0.120
Haiti,0.2,Mexico,2.3,0.055,0.945,0.024,0.850,0.126,0.004,0.068,0.027,0.027
Haiti,0.4,Panama,1.1,0.257,0.743,0.126,0.544,0.330,0.029,0.099,0.101,0.101
Haiti,0.3,Paraguay,1.4,0.173,0.827,0.078,0.650,0.272,0.017,0.099,0.078,0.078
Haiti,0.3,Peru,1.4,0.167,0.833,0.073,0.656,0.271,0.016,0.099,0.078,0.078
Haiti,0.3,Uruguay,2.5,0.060,0.940,0.032,0.851,0.117,0.005,0.065,0.023,0.023
Haiti,0.3,USA,2.4,0.065,0.935,0.034,0.841,0.126,0.006,0.068,0.026,0.026
Haiti,0.5,Venezuela,1.4,0.229,0.771,0.126,0.600,0.274,0.028,0.096,0.075,0.075
Jamaica,0.3,Argentina,1.8,0.103,0.897,0.045,0.762,0.193,0.009,0.087,0.048,0.048
Jamaica,0.9,Bolivia,0.9,0.473,0.527,0.313,0.359,0.328,0.066,0.074,0.094,0.094
Jamaica,0.3,Brazil,2.3,0.076,0.924,0.039,0.821,0.140,0.007,0.073,0.030,0.030
Jamaica,0.4,Chile,1.8,0.147,0.853,0.080,0.714,0.206,0.016,0.089,0.050,0.050
Jamaica,0.3,Colombia,1.4,0.172,0.828,0.078,0.651,0.271,0.017,0.099,0.078,0.078
Jamaica,0.5,Costa Rica,1.0,0.331,0.669,0.177,0.464,0.359,0.041,0.092,0.113,0.113
Jamaica,0.4,Ecuador,1.4,0.210,0.790,0.113,0.622,0.264,0.025,0.096,0.072,0.072
Jamaica,0.9,Haiti,0.5,0.655,0.345,0.444,0.182,0.374,0.091,0.043,0.120,0.120
Jamaica,0.3,Mexico,1.7,0.130,0.870,0.061,0.721,0.218,0.013,0.092,0.057,0.057
Jamaica,0.5,Panama,0.8,0.402,0.598,0.225,0.390,0.385,0.053,0.084,0.125,0.125
Jamaica,0.4,Paraguay,1.0,0.298,0.702,0.151,0.495,0.354,0.036,0.096,0.111,0.111
Jamaica,0.4,Peru,1.0,0.287,0.713,0.141,0.503,0.355,0.034,0.097,0.112,0.112
Jamaica,0.4,Uruguay,1.8,0.150,0.850,0.083,0.711,0.206,0.017,0.089,0.050,0.050
Jamaica,0.4,USA,1.8,0.157,0.843,0.086,0.698,0.216,0.018,0.091,0.054,0.054
Jamaica,0.7,Venezuela,1.0,0.389,0.611,0.238,0.428,0.334,0.053,0.085,0.098,0.098
Mexico,0.6,Argentina,0.8,0.438,0.562,0.262,0.367,0.371,0.059,0.079,0.116,0.116
Mexico,2.2,Bolivia,0.4,0.896,0.104,0.782,0.059,0.159,0.079,0.011,0.035,0.035
Mexico,0.8,Brazil,1.0,0.431,0.569,0.280,0.399,0.321,0.060,0.079,0.091,0.091
Mexico,1.1,Chile,0.8,0.583,0.417,0.415,0.272,0.312,0.081,0.058,0.087,0.087
Mexico,0.8,Colombia,0.6,0.545,0.455,0.345,0.270,0.385,0.076,0.062,0.124,0.124
Mexico,1.2,Costa Rica,0.4,0.746,0.254,0.558,0.134,0.308,0.097,0.030,0.090,0.090
Mexico,1.1,Ecuador,0.7,0.652,0.348,0.474,0.212,0.315,0.089,0.046,0.090,0.090
Mexico,2.3,Haiti,0.2,0.945,0.055,0.850,0.024,0.126,0.068,0.004,0.027,0.027
Mexico,1.7,Jamaica,0.3,0.870,0.130,0.721,0.061,0.218,0.092,0.013,0.057,0.057
Mexico,1.4,Panama,0.4,0.802,0.198,0.626,0.098,0.276,0.098,0.022,0.078,0.078
Mexico,1.1,Paraguay,0.5,0.703,0.297,0.505,0.157,0.339,0.095,0.036,0.104,0.104
Mexico,1.0,Peru,0.5,0.685,0.315,0.481,0.166,0.353,0.094,0.039,0.110,0.110
Mexico,1.1,Uruguay,0.8,0.595,0.405,0.429,0.265,0.306,0.082,0.056,0.084,0.084
Mexico,1.1,USA,0.8,0.598,0.402,0.430,0.261,0.310,0.082,0.055,0.086,0.086
Mexico,1.7,Venezuela,0.5,0.831,0.169,0.684,0.094,0.222,0.092,0.019,0.055,0.055
Panama,0.3,Argentina,1.5,0.161,0.839,0.075,0.673,0.252,0.016,0.097,0.069,0.069
Panama,1.1,Bolivia,0.8,0.590,0.410,0.418,0.263,0.320,0.082,0.056,0.091,0.091
Panama,0.4,Brazil,1.9,0.131,0.869,0.070,0.734,0.196,0.014,0.088,0.047,0.047
Panama,0.5,Chile,1.5,0.227,0.773,0.131,0.610,0.260,0.028,0.094,0.069,0.069
Panama,0.4,Colombia,1.1,0.246,0.754,0.119,0.556,0.325,0.028,0.099,0.099,0.099
Panama,0.6,Costa Rica,0.8,0.427,0.573,0.247,0.370,0.383,0.057,0.080,0.123,0.123
Panama,0.6,Ecuador,1.2,0.300,0.700,0.173,0.517,0.310,0.038,0.093,0.089,0.089
Panama,1.1,Haiti,0.4,0.743,0.257,0.544,0.126,0.330,0.099,0.029,0.101,0.101
Panama,0.8,Jamaica,0.5,0.598,0.402,0.390,0.225,0.385,0.084,0.053,0.125,0.125
Panama,0.4,Mexico,1.4,0.198,0.802,0.098,0.626,0.276,0.022,0.098,0.078,0.078
Panama,0.5,Paraguay,0.8,0.389,0.611,0.214,0.401,0.385,0.050,0.085,0.125,0.125
Panama,0.5,Peru,0.8,0.375,0.625,0.201,0.410,0.389,0.048,0.087,0.127,0.127
Panama,0.6,Uruguay,1.5,0.233,0.767,0.136,0.605,0.259,0.029,0.094,0.068,0.068
Panama,0.5,USA,1.4,0.240,0.760,0.139,0.593,0.268,0.030,0.094,0.072,0.072
Panama,0.8,Venezuela,0.8,0.500,0.500,0.328,0.328,0.344,0.070,0.070,0.102,0.102
Paraguay,0.4,Argentina,1.1,0.250,0.750,0.124,0.554,0.322,0.029,0.099,0.097,0.097
Paraguay,1.3,Bolivia,0.6,0.713,0.287,0.541,0.170,0.289,0.093,0.037,0.079,0.079
Paraguay,0.5,Brazil,1.4,0.223,0.777,0.124,0.610,0.266,0.027,0.095,0.072,0.072
Paraguay,0.7,Chile,1.2,0.344,0.656,0.209,0.478,0.313,0.046,0.089,0.089,0.089
Paraguay,0.5,Colombia,0.9,0.347,0.653,0.180,0.440,0.380,0.043,0.091,0.123,0.123
Paraguay,0.7,Costa Rica,0.6,0.542,0.458,0.339,0.269,0.392,0.075,0.062,0.127,0.127
Paraguay,0.7,Ecuador,0.9,0.421,0.579,0.259,0.393,0.348,0.057,0.081,0.105,0.105
Paraguay,1.4,Haiti,0.3,0.827,0.173,0.650,0.078,0.272,0.099,0.017,0.078,0.078
Paraguay,1.0,Jamaica,0.4,0.702,0.298,0.495,0.151,0.354,0.096,0.036,0.111,0.111
Paraguay,0.5,Mexico,1.1,0.297,0.703,0.157,0.505,0.339,0.036,0.095,0.104,0.104
Paraguay,0.8,Panama,0.5,0.611,0.389,0.401,0.214,0.385,0.085,0.050,0.125,0.125
Paraguay,0.6,Peru,0.6,0.484,0.516,0.281,0.307,0.412,0.066,0.071,0.138,0.138
Paraguay,0.7,Uruguay,1.2,0.352,0.648,0.217,0.472,0.311,0.047,0.088,0.088,0.088
Paraguay,0.7,USA,1.1,0.359,0.641,0.219,0.462,0.319,0.048,0.088,0.092,0.092
Paraguay,1.0,Venezuela,0.6,0.625,0.375,0.441,0.226,0.333,0.086,0.050,0.098,0.098
Peru,0.4,Argentina,1.1,0.268,0.732,0.132,0.529,0.339,0.031,0.098,0.105,0.105
Peru,1.3,Bolivia,0.6,0.727,0.273,0.553,0.159,0.289,0.094,0.035,0.080,0.080
Peru,0.5,Brazil,1.4,0.241,0.759,0.134,0.584,0.282,0.029,0.096,0.078,0.078
Peru,0.7,Chile,1.1,0.365,0.635,0.221,0.454,0.325,0.049,0.087,0.094,0.094
Peru,0.5,Colombia,0.8,0.364,0.636,0.189,0.417,0.393,0.046,0.089,0.130,0.130
Peru,0.7,Costa Rica,0.6,0.557,0.443,0.349,0.253,0.398,0.078,0.059,0.131,0.131
Peru,0.7,Ecuador,0.9,0.440,0.560,0.270,0.372,0.358,0.060,0.078,0.110,0.110
Peru,1.4,Haiti,0.3,0.833,0.167,0.656,0.073,0.271,0.099,0.016,0.078,0.078
Peru,1.0,Jamaica,0.4,0.713,0.287,0.503,0.141,0.355,0.097,0.034,0.112,0.112
Peru,0.5,Mexico,1.0,0.315,0.685,0.166,0.481,0.353,0.039,0.094,0.110,0.110
Peru,0.8,Panama,0.5,0.625,0.375,0.410,0.201,0.389,0.087,0.048,0.127,0.127
Peru,0.6,Paraguay,0.6,0.516,0.484,0.307,0.281,0.412,0.071,0.066,0.138,0.138
Peru,0.7,Uruguay,1.1,0.373,0.627,0.230,0.448,0.322,0.050,0.086,0.093,0.093
Peru,0.7,USA,1.0,0.379,0.621,0.231,0.438,0.330,0.051,0.086,0.097,0.097
Peru,1.0,Venezuela,0.6,0.641,0.359,0.452,0.212,0.336,0.088,0.048,0.100,0.100
Uruguay,0.7,Argentina,1.2,0.339,0.661,0.211,0.489,0.299,0.046,0.089,0.083,0.083
Uruguay,2.4,Bolivia,0.6,0.872,0.128,0.763,0.082,0.156,0.078,0.015,0.031,0.031
Uruguay,0.9,Brazil,1.6,0.321,0.679,0.215,0.529,0.255,0.044,0.087,0.062,0.062
Uruguay,1.2,Chile,1.2,0.488,0.512,0.352,0.374,0.274,0.068,0.071,0.068,0.068
Uruguay,0.8,Colombia,0.9,0.461,0.539,0.301,0.368,0.332,0.064,0.075,0.096,0.096
Uruguay,1.3,Costa Rica,0.7,0.697,0.303,0.528,0.185,0.287,0.091,0.040,0.078,0.078
Uruguay,1.2,Ecuador,1.0,0.574,0.426,0.422,0.293,0.285,0.079,0.059,0.074,0.074
Uruguay,2.5,Haiti,0.3,0.940,0.060,0.851,0.032,0.117,0.065,0.005,0.023,0.023
Uruguay,1.8,Jamaica,0.4,0.850,0.150,0.711,0.083,0.206,0.089,0.017,0.050,0.050
Uruguay,0.8,Mexico,1.1,0.405,0.595,0.265,0.429,0.306,0.056,0.082,0.084,0.084
Uruguay,1.5,Panama,0.6,0.767,0.233,0.605,0.136,0.259,0.094,0.029,0.068,0.068
Uruguay,1.2,Paraguay,0.7,0.648,0.352,0.472,0.217,0.311,0.088,0.047,0.088,0.088
Uruguay,1.1,Peru,0.7,0.627,0.373,0.448,0.230,0.322,0.086,0.050,0.093,0.093
Uruguay,1.2,USA,1.2,0.505,0.495,0.367,0.358,0.276,0.070,0.068,0.069,0.069
Uruguay,1.9,Venezuela,0.7,0.794,0.206,0.656,0.131,0.213,0.089,0.026,0.049,0.049
USA,0.7,Argentina,1.2,0.338,0.662,0.207,0.488,0.305,0.045,0.089,0.085,0.085
USA,2.3,Bolivia,0.6,0.865,0.135,0.751,0.085,0.164,0.080,0.016,0.034,0.034
USA,0.9,Brazil,1.5,0.320,0.680,0.212,0.528,0.260,0.043,0.087,0.065,0.065
USA,1.1,Chile,1.2,0.483,0.517,0.345,0.375,0.280,0.067,0.071,0.071,0.071
USA,0.8,Colombia,0.9,0.457,0.543,0.294,0.367,0.338,0.063,0.076,0.100,0.100
USA,1.3,Costa Rica,0.6,0.690,0.310,0.517,0.188,0.295,0.091,0.041,0.082,0.082
USA,1.2,Ecuador,1.0,0.568,0.432,0.413,0.295,0.292,0.078,0.060,0.077,0.077
USA,2.4,Haiti,0.3,0.935,0.065,0.841,0.034,0.126,0.068,0.006,0.026,0.026
USA,1.8,Jamaica,0.4,0.843,0.157,0.698,0.086,0.216,0.091,0.018,0.054,0.054
USA,0.8,Mexico,1.1,0.402,0.598,0.261,0.430,0.310,0.055,0.082,0.086,0.086
USA,1.4,Panama,0.5,0.760,0.240,0.593,0.139,0.268,0.094,0.030,0.072,0.072
USA,1.1,Paraguay,0.7,0.641,0.359,0.462,0.219,0.319,0.088,0.048,0.092,0.092
USA,1.0,Peru,0.7,0.621,0.379,0.438,0.231,0.330,0.086,0.051,0.097,0.097
USA,1.2,Uruguay,1.2,0.495,0.505,0.358,0.367,0.276,0.068,0.070,0.069,0.069
USA,1.8,Venezuela,0.7,0.786,0.214,0.644,0.134,0.222,0.090,0.027,0.052,0.052
Venezuela,0.4,Argentina,1.9,0.131,0.869,0.070,0.733,0.197,0.014,0.088,0.048,0.048
Venezuela,1.3,Bolivia,1.0,0.602,0.398,0.450,0.273,0.277,0.081,0.055,0.070,0.070
Venezuela,0.5,Brazil,2.3,0.104,0.896,0.062,0.789,0.149,0.011,0.076,0.031,0.031
Venezuela,0.7,Chile,1.9,0.200,0.800,0.125,0.661,0.213,0.025,0.089,0.049,0.049
Venezuela,0.5,Colombia,1.4,0.218,0.782,0.118,0.613,0.269,0.026,0.096,0.074,0.074
Venezuela,0.7,Costa Rica,1.0,0.418,0.582,0.263,0.404,0.333,0.057,0.081,0.097,0.097
Venezuela,0.7,Ecuador,1.5,0.278,0.722,0.174,0.564,0.262,0.037,0.091,0.067,0.067
Venezuela,1.4,Haiti,0.5,0.771,0.229,0.600,0.126,0.274,0.096,0.028,0.075,0.075
Venezuela,1.0,Jamaica,0.7,0.611,0.389,0.428,0.238,0.334,0.085,0.053,0.098,0.098
Venezuela,0.5,Mexico,1.7,0.169,0.831,0.094,0.684,0.222,0.019,0.092,0.055,0.055
Venezuela,0.8,Panama,0.8,0.500,0.500,0.328,0.328,0.344,0.070,0.070,0.102,0.102
Venezuela,0.6,Paraguay,1.0,0.375,0.625,0.226,0.441,0.333,0.050,0.086,0.098,0.098
Venezuela,0.6,Peru,1.0,0.359,0.641,0.212,0.452,0.336,0.048,0.088,0.100,0.100
Venezuela,0.7,Uruguay,1.9,0.206,0.794,0.131,0.656,0.213,0.026,0.089,0.049,0.049
Venezuela,0.7,USA,1.8,0.214,0.786,0.134,0.644,0.222,0.027,0.090,0.052,0.052
